SGM_0011 SGM_5717
SGM_2903 SGM_2643
SGM_2903 SGM_0482
SGM_2903 SGM_4006
SGM_2903 SGM_5064
SGM_2903 SGM_6432
SGM_2903 SGM_6287
SGM_2903 SGM_5507
SGM_2903 SGM_6587
SGM_2903 SGM_1299
SGM_2903 SGM_6121
SGM_2919 SGM_5066
SGM_2924 SGM_5066
SGM_2933 SGM_5920
SGM_2933 SGM_5587
SGM_2933 SGM_5130
SGM_2933 SGM_5588
SGM_2933 SGM_2402
SGM_2943 SGM_3465
SGM_2943 SGM_4857
SGM_2943 SGM_5813
SGM_2943 SGM_1140
SGM_2943 SGM_2546
SGM_2943 SGM_2569
SGM_2943 SGM_0170
SGM_2943 SGM_1990
SGM_2943 SGM_3463
SGM_2943 SGM_0520
SGM_2943 SGM_5814
SGM_2952 SGM_5962
SGM_2992 SGM_0106
SGM_3014 SGM_1277
SGM_3014 SGM_3236
SGM_3014 SGM_1280
SGM_3014 SGM_3242
SGM_3014 SGM_1282
SGM_3014 SGM_6359
SGM_3014 SGM_3233
SGM_3014 SGM_5913
SGM_3014 SGM_3066
SGM_3014 SGM_1286
SGM_3014 SGM_3100
SGM_3014 SGM_1284
SGM_3014 SGM_1283
SGM_3014 SGM_1278
SGM_3014 SGM_0169
SGM_3014 SGM_3239
SGM_3014 SGM_2370
SGM_3014 SGM_3234
SGM_3014 SGM_3065
SGM_3014 SGM_1276
SGM_3014 SGM_1288
SGM_3014 SGM_5230
SGM_3014 SGM_3237
SGM_3014 SGM_0620
SGM_3014 SGM_4290
SGM_3014 SGM_1281
SGM_3014 SGM_5226
SGM_3014 SGM_1279
SGM_3014 SGM_1289
SGM_3014 SGM_3241
SGM_3014 SGM_6507
SGM_3014 SGM_6730
SGM_3014 SGM_3582
SGM_3014 SGM_6735
SGM_3014 SGM_3235
SGM_3014 SGM_3238
SGM_3014 SGM_5225
SGM_3014 SGM_1285
SGM_3014 SGM_1287
SGM_3015 SGM_3236
SGM_3015 SGM_1277
SGM_3015 SGM_3242
SGM_3015 SGM_1280
SGM_3015 SGM_5230
SGM_3015 SGM_3237
SGM_3015 SGM_0620
SGM_3015 SGM_6359
SGM_3015 SGM_1282
SGM_3015 SGM_4290
SGM_3015 SGM_5226
SGM_3015 SGM_5913
SGM_3015 SGM_3233
SGM_3015 SGM_1281
SGM_3015 SGM_3066
SGM_3015 SGM_1279
SGM_3015 SGM_1289
SGM_3015 SGM_3241
SGM_3015 SGM_3100
SGM_3015 SGM_1283
SGM_3015 SGM_6507
SGM_3015 SGM_1286
SGM_3015 SGM_1284
SGM_3015 SGM_6730
SGM_3015 SGM_1278
SGM_3015 SGM_0169
SGM_3015 SGM_6735
SGM_3015 SGM_3235
SGM_3015 SGM_3582
SGM_3015 SGM_3239
SGM_3015 SGM_2370
SGM_3015 SGM_3238
SGM_3015 SGM_3234
SGM_3015 SGM_1285
SGM_3015 SGM_3065
SGM_3015 SGM_5225
SGM_3015 SGM_1276
SGM_3015 SGM_1287
SGM_3015 SGM_1288
SGM_3016 SGM_3100
SGM_3016 SGM_0169
SGM_3016 SGM_1278
SGM_3016 SGM_3239
SGM_3016 SGM_3234
SGM_3016 SGM_0620
SGM_3016 SGM_4290
SGM_3016 SGM_1289
SGM_3016 SGM_1279
SGM_3016 SGM_6730
SGM_3016 SGM_3235
SGM_3016 SGM_6735
SGM_3016 SGM_3582
SGM_3016 SGM_1287
SGM_3016 SGM_1277
SGM_3016 SGM_3236
SGM_3016 SGM_1280
SGM_3016 SGM_5913
SGM_3016 SGM_1288
SGM_3016 SGM_1286
SGM_3016 SGM_1283
SGM_3016 SGM_1284
SGM_3016 SGM_2370
SGM_3016 SGM_3065
SGM_3016 SGM_1276
SGM_3016 SGM_5230
SGM_3016 SGM_3237
SGM_3016 SGM_1281
SGM_3016 SGM_6507
SGM_3016 SGM_5226
SGM_3016 SGM_3241
SGM_3016 SGM_3238
SGM_3016 SGM_1285
SGM_3016 SGM_5225
SGM_3016 SGM_3066
SGM_3016 SGM_3242
SGM_3016 SGM_6359
SGM_3016 SGM_1282
SGM_3016 SGM_3233
SGM_3017 SGM_1284
SGM_3017 SGM_1283
SGM_3017 SGM_3100
SGM_3017 SGM_1286
SGM_3017 SGM_3066
SGM_3017 SGM_6359
SGM_3017 SGM_1277
SGM_3017 SGM_3236
SGM_3017 SGM_1280
SGM_3017 SGM_3242
SGM_3017 SGM_1282
SGM_3017 SGM_1278
SGM_3017 SGM_3233
SGM_3017 SGM_5913
SGM_3017 SGM_0169
SGM_3017 SGM_3239
SGM_3017 SGM_3234
SGM_3017 SGM_2370
SGM_3017 SGM_3065
SGM_3017 SGM_1288
SGM_3017 SGM_1276
SGM_3017 SGM_5230
SGM_3017 SGM_3237
SGM_3017 SGM_0620
SGM_3017 SGM_4290
SGM_3017 SGM_1281
SGM_3017 SGM_5226
SGM_3017 SGM_1279
SGM_3017 SGM_1289
SGM_3017 SGM_3241
SGM_3017 SGM_6507
SGM_3017 SGM_6730
SGM_3017 SGM_6735
SGM_3017 SGM_3235
SGM_3017 SGM_3582
SGM_3017 SGM_3238
SGM_3017 SGM_1287
SGM_3017 SGM_5225
SGM_3017 SGM_1285
SGM_3032 SGM_5717
SGM_3041 SGM_5483
SGM_3041 SGM_0319
SGM_3041 SGM_1356
SGM_3041 SGM_5734
SGM_3041 SGM_2889
SGM_3041 SGM_3058
SGM_3041 SGM_3969
SGM_3041 SGM_4119
SGM_3041 SGM_4118
SGM_3041 SGM_0046
SGM_3042 SGM_0351
SGM_3042 SGM_4903
SGM_3046 SGM_5159
SGM_3046 SGM_0619
SGM_3046 SGM_6442
SGM_3046 SGM_0285
SGM_3046 SGM_2181
SGM_3046 SGM_2182
SGM_3051 SGM_6789
SGM_3051 SGM_1189
SGM_3051 SGM_2446
SGM_3051 SGM_6115
SGM_3051 SGM_0237
SGM_3051 SGM_2860
SGM_3051 SGM_6730
SGM_3051 SGM_6735
SGM_3051 SGM_2420
SGM_3051 SGM_2447
SGM_3051 SGM_5948
SGM_3051 SGM_5397
SGM_3051 SGM_3202
SGM_3058 SGM_6106
SGM_3058 SGM_3061
SGM_3058 SGM_2058
SGM_3058 SGM_1519
SGM_3058 SGM_2056
SGM_3058 SGM_6502
SGM_3058 SGM_3041
SGM_3058 SGM_6017
SGM_3058 SGM_4623
SGM_3060 SGM_3111
SGM_3060 SGM_4164
SGM_3060 SGM_6322
SGM_3060 SGM_3782
SGM_3060 SGM_3113
SGM_3061 SGM_3665
SGM_3061 SGM_3676
SGM_3061 SGM_3678
SGM_3061 SGM_3677
SGM_3061 SGM_3058
SGM_3065 SGM_5813
SGM_3065 SGM_3015
SGM_3065 SGM_3017
SGM_3065 SGM_3016
SGM_3065 SGM_3426
SGM_3065 SGM_3014
SGM_3065 SGM_3427
SGM_3065 SGM_3425
SGM_3065 SGM_4334
SGM_3066 SGM_3015
SGM_3066 SGM_5813
SGM_3066 SGM_3017
SGM_3066 SGM_3016
SGM_3066 SGM_3426
SGM_3066 SGM_3014
SGM_3066 SGM_4334
SGM_3066 SGM_3427
SGM_3066 SGM_3425
SGM_3096 SGM_1346
SGM_3096 SGM_3782
SGM_3096 SGM_3113
SGM_3096 SGM_3111
SGM_3096 SGM_3792
SGM_3097 SGM_4074
SGM_3099 SGM_2874
SGM_3100 SGM_4526
SGM_3100 SGM_3426
SGM_3100 SGM_3014
SGM_3100 SGM_4334
SGM_3100 SGM_3427
SGM_3100 SGM_3425
SGM_3100 SGM_3016
SGM_3100 SGM_3015
SGM_3100 SGM_4333
SGM_3100 SGM_1872
SGM_3100 SGM_3017
SGM_3109 SGM_3972
SGM_3109 SGM_3973
SGM_3109 SGM_3724
SGM_3109 SGM_3880
SGM_3109 SGM_2787
SGM_3109 SGM_1887
SGM_3109 SGM_1957
SGM_3111 SGM_3096
SGM_3111 SGM_3834
SGM_3111 SGM_3506
SGM_3111 SGM_3060
SGM_3111 SGM_6354
SGM_3113 SGM_3834
SGM_3113 SGM_3506
SGM_3113 SGM_6354
SGM_3113 SGM_3096
SGM_3113 SGM_3060
SGM_3134 SGM_6284
SGM_3142 SGM_6214
SGM_3154 SGM_4486
SGM_3154 SGM_6322
SGM_3154 SGM_4632
SGM_3154 SGM_4625
SGM_3154 SGM_4633
SGM_3154 SGM_4628
SGM_3154 SGM_4626
SGM_3154 SGM_4631
SGM_3154 SGM_4627
SGM_3154 SGM_4629
SGM_3154 SGM_4485
SGM_3154 SGM_4630
SGM_3180 SGM_0449
SGM_3180 SGM_5033
SGM_3180 SGM_2301
SGM_3180 SGM_0450
SGM_3180 SGM_0448
SGM_3180 SGM_0349
SGM_3185 SGM_5066
SGM_3202 SGM_1764
SGM_3202 SGM_2441
SGM_3202 SGM_4518
SGM_3202 SGM_4183
SGM_3202 SGM_3051
SGM_3204 SGM_1766
SGM_3204 SGM_4929
SGM_3204 SGM_4973
SGM_3233 SGM_3015
SGM_3233 SGM_3014
SGM_3233 SGM_0464
SGM_3233 SGM_4334
SGM_3233 SGM_3017
SGM_3233 SGM_2366
SGM_3233 SGM_3016
SGM_3233 SGM_3581
SGM_3233 SGM_3426
SGM_3233 SGM_3427
SGM_3233 SGM_3425
SGM_3233 SGM_5786
SGM_3233 SGM_5791
SGM_3233 SGM_3582
SGM_3233 SGM_2370
SGM_3233 SGM_5790
SGM_3233 SGM_2691
SGM_3234 SGM_3581
SGM_3234 SGM_3426
SGM_3234 SGM_3427
SGM_3234 SGM_3425
SGM_3234 SGM_5786
SGM_3234 SGM_5791
SGM_3234 SGM_3582
SGM_3234 SGM_2370
SGM_3234 SGM_5790
SGM_3234 SGM_2691
SGM_3234 SGM_3016
SGM_3234 SGM_3014
SGM_3234 SGM_3015
SGM_3234 SGM_0464
SGM_3234 SGM_4334
SGM_3234 SGM_3017
SGM_3234 SGM_2366
SGM_3235 SGM_2691
SGM_3235 SGM_3015
SGM_3235 SGM_0464
SGM_3235 SGM_2366
SGM_3235 SGM_3017
SGM_3235 SGM_3016
SGM_3235 SGM_3581
SGM_3235 SGM_2370
SGM_3235 SGM_3426
SGM_3235 SGM_5791
SGM_3235 SGM_5790
SGM_3235 SGM_3014
SGM_3235 SGM_4334
SGM_3235 SGM_3425
SGM_3235 SGM_3427
SGM_3235 SGM_5786
SGM_3235 SGM_3582
SGM_3236 SGM_3014
SGM_3236 SGM_3015
SGM_3236 SGM_0464
SGM_3236 SGM_3017
SGM_3236 SGM_4334
SGM_3236 SGM_2366
SGM_3236 SGM_3016
SGM_3236 SGM_3581
SGM_3236 SGM_3426
SGM_3236 SGM_3427
SGM_3236 SGM_5786
SGM_3236 SGM_3425
SGM_3236 SGM_5791
SGM_3236 SGM_3582
SGM_3236 SGM_2370
SGM_3236 SGM_5790
SGM_3236 SGM_2691
SGM_3237 SGM_3017
SGM_3237 SGM_2366
SGM_3237 SGM_3016
SGM_3237 SGM_3581
SGM_3237 SGM_5791
SGM_3237 SGM_3426
SGM_3237 SGM_3427
SGM_3237 SGM_3425
SGM_3237 SGM_5786
SGM_3237 SGM_2691
SGM_3237 SGM_3582
SGM_3237 SGM_2370
SGM_3237 SGM_5790
SGM_3237 SGM_3014
SGM_3237 SGM_3015
SGM_3237 SGM_4334
SGM_3237 SGM_0464
SGM_3238 SGM_3014
SGM_3238 SGM_3015
SGM_3238 SGM_0464
SGM_3238 SGM_3017
SGM_3238 SGM_2366
SGM_3238 SGM_3016
SGM_3238 SGM_3581
SGM_3238 SGM_3426
SGM_3238 SGM_5791
SGM_3238 SGM_2370
SGM_3238 SGM_4334
SGM_3238 SGM_3427
SGM_3238 SGM_5786
SGM_3238 SGM_3425
SGM_3238 SGM_3582
SGM_3238 SGM_5790
SGM_3238 SGM_2691
SGM_3239 SGM_3425
SGM_3239 SGM_5786
SGM_3239 SGM_5791
SGM_3239 SGM_3582
SGM_3239 SGM_2370
SGM_3239 SGM_5790
SGM_3239 SGM_2691
SGM_3239 SGM_3014
SGM_3239 SGM_0464
SGM_3239 SGM_3015
SGM_3239 SGM_4334
SGM_3239 SGM_3017
SGM_3239 SGM_2366
SGM_3239 SGM_3016
SGM_3239 SGM_3427
SGM_3239 SGM_3581
SGM_3239 SGM_3426
SGM_3241 SGM_3015
SGM_3241 SGM_0464
SGM_3241 SGM_3017
SGM_3241 SGM_2366
SGM_3241 SGM_3016
SGM_3241 SGM_3581
SGM_3241 SGM_3426
SGM_3241 SGM_5791
SGM_3241 SGM_2370
SGM_3241 SGM_3014
SGM_3241 SGM_4334
SGM_3241 SGM_3425
SGM_3241 SGM_3427
SGM_3241 SGM_5786
SGM_3241 SGM_3582
SGM_3241 SGM_5790
SGM_3241 SGM_2691
SGM_3242 SGM_4334
SGM_3242 SGM_3014
SGM_3242 SGM_0464
SGM_3242 SGM_3015
SGM_3242 SGM_3017
SGM_3242 SGM_2366
SGM_3242 SGM_3016
SGM_3242 SGM_3581
SGM_3242 SGM_3426
SGM_3242 SGM_3427
SGM_3242 SGM_3425
SGM_3242 SGM_5786
SGM_3242 SGM_5791
SGM_3242 SGM_3582
SGM_3242 SGM_2370
SGM_3242 SGM_5790
SGM_3242 SGM_2691
SGM_3268 SGM_3269
SGM_3269 SGM_0497
SGM_3269 SGM_3268
SGM_3275 SGM_1993
SGM_3275 SGM_0794
SGM_3275 SGM_4512
SGM_3275 SGM_4921
SGM_3275 SGM_1868
SGM_3275 SGM_0294
SGM_3275 SGM_4271
SGM_3275 SGM_5545
SGM_3275 SGM_1141
SGM_3275 SGM_0948
SGM_3275 SGM_6403
SGM_3275 SGM_3927
SGM_3275 SGM_1008
SGM_3275 SGM_1171
SGM_3275 SGM_3353
SGM_3275 SGM_4024
SGM_3275 SGM_2277
SGM_3275 SGM_0947
SGM_3275 SGM_1888
SGM_3278 SGM_5527
SGM_3278 SGM_3279
SGM_3279 SGM_5526
SGM_3279 SGM_3278
SGM_3289 SGM_4932
SGM_3289 SGM_5813
SGM_3289 SGM_4526
SGM_3297 SGM_0240
SGM_3297 SGM_3307
SGM_3297 SGM_0022
SGM_3297 SGM_1330
SGM_3297 SGM_3304
SGM_3304 SGM_3305
SGM_3304 SGM_3297
SGM_3305 SGM_3307
SGM_3305 SGM_0240
SGM_3305 SGM_0022
SGM_3305 SGM_1330
SGM_3305 SGM_3304
SGM_3307 SGM_3305
SGM_3307 SGM_3297
SGM_3326 SGM_1866
SGM_3326 SGM_0035
SGM_3326 SGM_6365
SGM_3326 SGM_4004
SGM_3326 SGM_6366
SGM_3326 SGM_2895
SGM_3326 SGM_3908
SGM_3326 SGM_5849
SGM_3326 SGM_6357
SGM_3326 SGM_1592
SGM_3326 SGM_2903
SGM_3326 SGM_5127
SGM_3326 SGM_6045
SGM_3326 SGM_2774
SGM_3326 SGM_1038
SGM_3326 SGM_1009
SGM_3326 SGM_4059
SGM_3326 SGM_6123
SGM_3326 SGM_4021
SGM_3326 SGM_4639
SGM_3326 SGM_5119
SGM_3326 SGM_5037
SGM_3326 SGM_5171
SGM_3326 SGM_4574
SGM_3332 SGM_2402
SGM_3332 SGM_6733
SGM_3332 SGM_6353
SGM_3332 SGM_5586
SGM_3332 SGM_5750
SGM_3332 SGM_5588
SGM_3332 SGM_4682
SGM_3334 SGM_0795
SGM_3334 SGM_3365
SGM_3353 SGM_0949
SGM_3353 SGM_3465
SGM_3353 SGM_2546
SGM_3353 SGM_6502
SGM_3353 SGM_4468
SGM_3353 SGM_2569
SGM_3353 SGM_2729
SGM_3353 SGM_0795
SGM_3353 SGM_3365
SGM_3353 SGM_4857
SGM_3353 SGM_3470
SGM_3353 SGM_6475
SGM_3353 SGM_1140
SGM_3353 SGM_0170
SGM_3353 SGM_3463
SGM_3353 SGM_4232
SGM_3353 SGM_3275
SGM_3354 SGM_5159
SGM_3354 SGM_0285
SGM_3354 SGM_2181
SGM_3354 SGM_6442
SGM_3354 SGM_2185
SGM_3355 SGM_0285
SGM_3355 SGM_6442
SGM_3355 SGM_2181
SGM_3355 SGM_2185
SGM_3355 SGM_5159
SGM_3356 SGM_3908
SGM_3356 SGM_1592
SGM_3356 SGM_1009
SGM_3356 SGM_5119
SGM_3356 SGM_4639
SGM_3365 SGM_1993
SGM_3365 SGM_0947
SGM_3365 SGM_0794
SGM_3365 SGM_4921
SGM_3365 SGM_1868
SGM_3365 SGM_5545
SGM_3365 SGM_4271
SGM_3365 SGM_1171
SGM_3365 SGM_0948
SGM_3365 SGM_0793
SGM_3365 SGM_3353
SGM_3365 SGM_3334
SGM_3365 SGM_1141
SGM_3365 SGM_4024
SGM_3365 SGM_6403
SGM_3365 SGM_3927
SGM_3365 SGM_2277
SGM_3365 SGM_1008
SGM_3365 SGM_1888
SGM_3380 SGM_5037
SGM_3380 SGM_2895
SGM_3380 SGM_4059
SGM_3380 SGM_5171
SGM_3380 SGM_2774
SGM_3380 SGM_4574
SGM_3380 SGM_1866
SGM_3380 SGM_1038
SGM_3380 SGM_5119
SGM_3380 SGM_1009
SGM_3380 SGM_6123
SGM_3380 SGM_3908
SGM_3380 SGM_5849
SGM_3380 SGM_0035
SGM_3380 SGM_6357
SGM_3380 SGM_4004
SGM_3380 SGM_6045
SGM_3380 SGM_6365
SGM_3380 SGM_4021
SGM_3380 SGM_2903
SGM_3380 SGM_4639
SGM_3380 SGM_1592
SGM_3380 SGM_5127
SGM_3380 SGM_6366
SGM_3425 SGM_3242
SGM_3425 SGM_4290
SGM_3425 SGM_3236
SGM_3425 SGM_1289
SGM_3425 SGM_3234
SGM_3425 SGM_3066
SGM_3425 SGM_1277
SGM_3425 SGM_5226
SGM_3425 SGM_3238
SGM_3425 SGM_1285
SGM_3425 SGM_3065
SGM_3425 SGM_1276
SGM_3425 SGM_3233
SGM_3425 SGM_5225
SGM_3425 SGM_5913
SGM_3425 SGM_1281
SGM_3425 SGM_1287
SGM_3425 SGM_1288
SGM_3425 SGM_2370
SGM_3425 SGM_3582
SGM_3425 SGM_1283
SGM_3425 SGM_3100
SGM_3425 SGM_1280
SGM_3425 SGM_3241
SGM_3425 SGM_1286
SGM_3425 SGM_1279
SGM_3425 SGM_6507
SGM_3425 SGM_5230
SGM_3425 SGM_3239
SGM_3425 SGM_1284
SGM_3425 SGM_1278
SGM_3425 SGM_0169
SGM_3425 SGM_6730
SGM_3425 SGM_0620
SGM_3425 SGM_3237
SGM_3425 SGM_6359
SGM_3425 SGM_1282
SGM_3425 SGM_6735
SGM_3425 SGM_3235
SGM_3426 SGM_3242
SGM_3426 SGM_1282
SGM_3426 SGM_6359
SGM_3426 SGM_3233
SGM_3426 SGM_1278
SGM_3426 SGM_3100
SGM_3426 SGM_0169
SGM_3426 SGM_3239
SGM_3426 SGM_3234
SGM_3426 SGM_0620
SGM_3426 SGM_4290
SGM_3426 SGM_3236
SGM_3426 SGM_1287
SGM_3426 SGM_1277
SGM_3426 SGM_1280
SGM_3426 SGM_5913
SGM_3426 SGM_1286
SGM_3426 SGM_3066
SGM_3426 SGM_1283
SGM_3426 SGM_1284
SGM_3426 SGM_3065
SGM_3426 SGM_2370
SGM_3426 SGM_1288
SGM_3426 SGM_1276
SGM_3426 SGM_5230
SGM_3426 SGM_3237
SGM_3426 SGM_1281
SGM_3426 SGM_3241
SGM_3426 SGM_5226
SGM_3426 SGM_6507
SGM_3426 SGM_3238
SGM_3426 SGM_1285
SGM_3426 SGM_5225
SGM_3426 SGM_1279
SGM_3426 SGM_1289
SGM_3426 SGM_6730
SGM_3426 SGM_3235
SGM_3426 SGM_6735
SGM_3426 SGM_3582
SGM_3427 SGM_5913
SGM_3427 SGM_3242
SGM_3427 SGM_1280
SGM_3427 SGM_6359
SGM_3427 SGM_1282
SGM_3427 SGM_3233
SGM_3427 SGM_3236
SGM_3427 SGM_1277
SGM_3427 SGM_3066
SGM_3427 SGM_3100
SGM_3427 SGM_1286
SGM_3427 SGM_1283
SGM_3427 SGM_0169
SGM_3427 SGM_1284
SGM_3427 SGM_1278
SGM_3427 SGM_3239
SGM_3427 SGM_2370
SGM_3427 SGM_3065
SGM_3427 SGM_3234
SGM_3427 SGM_1276
SGM_3427 SGM_1288
SGM_3427 SGM_5230
SGM_3427 SGM_0620
SGM_3427 SGM_3237
SGM_3427 SGM_4290
SGM_3427 SGM_5226
SGM_3427 SGM_1281
SGM_3427 SGM_6507
SGM_3427 SGM_3241
SGM_3427 SGM_1289
SGM_3427 SGM_1279
SGM_3427 SGM_6735
SGM_3427 SGM_6730
SGM_3427 SGM_3235
SGM_3427 SGM_3582
SGM_3427 SGM_3238
SGM_3427 SGM_1285
SGM_3427 SGM_1287
SGM_3427 SGM_5225
SGM_3463 SGM_2546
SGM_3463 SGM_1140
SGM_3463 SGM_2943
SGM_3463 SGM_1083
SGM_3463 SGM_3927
SGM_3463 SGM_0170
SGM_3463 SGM_3353
SGM_3463 SGM_0948
SGM_3463 SGM_1141
SGM_3463 SGM_4024
SGM_3463 SGM_5128
SGM_3463 SGM_6403
SGM_3463 SGM_0947
SGM_3463 SGM_1888
SGM_3463 SGM_5872
SGM_3463 SGM_5545
SGM_3463 SGM_0794
SGM_3463 SGM_3518
SGM_3463 SGM_2569
SGM_3463 SGM_4921
SGM_3463 SGM_1868
SGM_3463 SGM_6701
SGM_3463 SGM_4271
SGM_3463 SGM_1171
SGM_3463 SGM_2277
SGM_3463 SGM_1008
SGM_3463 SGM_4857
SGM_3463 SGM_3465
SGM_3463 SGM_1993
SGM_3465 SGM_4271
SGM_3465 SGM_0794
SGM_3465 SGM_2546
SGM_3465 SGM_3353
SGM_3465 SGM_4024
SGM_3465 SGM_5545
SGM_3465 SGM_1993
SGM_3465 SGM_4857
SGM_3465 SGM_1083
SGM_3465 SGM_2943
SGM_3465 SGM_1140
SGM_3465 SGM_0170
SGM_3465 SGM_1141
SGM_3465 SGM_0948
SGM_3465 SGM_3463
SGM_3465 SGM_5128
SGM_3465 SGM_6403
SGM_3465 SGM_3927
SGM_3465 SGM_4921
SGM_3465 SGM_1888
SGM_3465 SGM_5872
SGM_3465 SGM_2277
SGM_3465 SGM_1171
SGM_3465 SGM_0947
SGM_3465 SGM_3518
SGM_3465 SGM_2569
SGM_3465 SGM_1868
SGM_3465 SGM_6701
SGM_3465 SGM_1008
SGM_3470 SGM_2860
SGM_3470 SGM_4921
SGM_3470 SGM_4678
SGM_3470 SGM_2420
SGM_3470 SGM_1993
SGM_3470 SGM_1888
SGM_3470 SGM_0947
SGM_3470 SGM_0948
SGM_3470 SGM_1141
SGM_3470 SGM_4024
SGM_3470 SGM_6403
SGM_3470 SGM_5647
SGM_3470 SGM_1868
SGM_3470 SGM_3927
SGM_3470 SGM_2277
SGM_3470 SGM_1171
SGM_3470 SGM_4271
SGM_3470 SGM_5545
SGM_3470 SGM_1008
SGM_3470 SGM_6115
SGM_3470 SGM_0794
SGM_3470 SGM_3353
SGM_3470 SGM_4680
SGM_3476 SGM_4021
SGM_3476 SGM_6357
SGM_3476 SGM_0035
SGM_3476 SGM_5849
SGM_3476 SGM_2903
SGM_3476 SGM_5127
SGM_3476 SGM_6045
SGM_3476 SGM_1038
SGM_3476 SGM_2774
SGM_3476 SGM_4059
SGM_3476 SGM_5037
SGM_3476 SGM_2874
SGM_3476 SGM_5171
SGM_3476 SGM_4574
SGM_3476 SGM_6123
SGM_3476 SGM_4004
SGM_3476 SGM_6365
SGM_3476 SGM_6366
SGM_3476 SGM_2895
SGM_3476 SGM_1866
SGM_3506 SGM_3113
SGM_3506 SGM_3792
SGM_3506 SGM_3111
SGM_3506 SGM_1346
SGM_3506 SGM_3782
SGM_3518 SGM_1140
SGM_3518 SGM_5813
SGM_3518 SGM_2569
SGM_3518 SGM_1990
SGM_3518 SGM_0520
SGM_3518 SGM_3465
SGM_3518 SGM_5814
SGM_3518 SGM_4857
SGM_3518 SGM_2546
SGM_3518 SGM_0170
SGM_3518 SGM_3463
SGM_3524 SGM_0298
SGM_3524 SGM_5582
SGM_3524 SGM_3784
SGM_3528 SGM_2892
SGM_3528 SGM_4952
SGM_3528 SGM_1808
SGM_3528 SGM_0393
SGM_3528 SGM_1803
SGM_3528 SGM_5434
SGM_3581 SGM_1286
SGM_3581 SGM_1283
SGM_3581 SGM_1284
SGM_3581 SGM_1278
SGM_3581 SGM_2370
SGM_3581 SGM_3239
SGM_3581 SGM_3234
SGM_3581 SGM_1276
SGM_3581 SGM_1288
SGM_3581 SGM_5230
SGM_3581 SGM_3237
SGM_3581 SGM_4290
SGM_3581 SGM_5226
SGM_3581 SGM_1281
SGM_3581 SGM_1279
SGM_3581 SGM_1289
SGM_3581 SGM_3241
SGM_3581 SGM_6507
SGM_3581 SGM_3235
SGM_3581 SGM_3238
SGM_3581 SGM_5225
SGM_3581 SGM_1285
SGM_3581 SGM_1287
SGM_3581 SGM_1277
SGM_3581 SGM_3236
SGM_3581 SGM_3242
SGM_3581 SGM_1280
SGM_3581 SGM_1282
SGM_3581 SGM_3233
SGM_3581 SGM_5913
SGM_3582 SGM_3239
SGM_3582 SGM_1277
SGM_3582 SGM_5224
SGM_3582 SGM_3236
SGM_3582 SGM_1280
SGM_3582 SGM_3242
SGM_3582 SGM_3015
SGM_3582 SGM_1282
SGM_3582 SGM_3017
SGM_3582 SGM_5222
SGM_3582 SGM_3016
SGM_3582 SGM_3233
SGM_3582 SGM_5913
SGM_3582 SGM_1286
SGM_3582 SGM_1284
SGM_3582 SGM_1283
SGM_3582 SGM_1278
SGM_3582 SGM_3426
SGM_3582 SGM_3234
SGM_3582 SGM_1276
SGM_3582 SGM_1288
SGM_3582 SGM_3014
SGM_3582 SGM_5230
SGM_3582 SGM_5223
SGM_3582 SGM_3237
SGM_3582 SGM_4290
SGM_3582 SGM_4334
SGM_3582 SGM_5227
SGM_3582 SGM_1281
SGM_3582 SGM_5226
SGM_3582 SGM_1279
SGM_3582 SGM_3241
SGM_3582 SGM_1289
SGM_3582 SGM_6507
SGM_3582 SGM_3425
SGM_3582 SGM_3427
SGM_3582 SGM_3235
SGM_3582 SGM_5225
SGM_3582 SGM_3238
SGM_3582 SGM_1285
SGM_3582 SGM_1287
SGM_3622 SGM_0035
SGM_3622 SGM_6357
SGM_3622 SGM_2903
SGM_3622 SGM_5127
SGM_3622 SGM_6045
SGM_3622 SGM_2774
SGM_3622 SGM_1038
SGM_3622 SGM_1866
SGM_3622 SGM_5037
SGM_3622 SGM_5171
SGM_3622 SGM_4574
SGM_3622 SGM_4004
SGM_3622 SGM_6365
SGM_3622 SGM_6366
SGM_3622 SGM_4059
SGM_3622 SGM_6123
SGM_3622 SGM_4021
SGM_3622 SGM_2895
SGM_3622 SGM_5849
SGM_3647 SGM_3699
SGM_3647 SGM_1902
SGM_3647 SGM_4073
SGM_3665 SGM_3680
SGM_3665 SGM_3061
SGM_3670 SGM_5859
SGM_3670 SGM_6322
SGM_3670 SGM_5858
SGM_3676 SGM_3681
SGM_3676 SGM_3061
SGM_3677 SGM_3681
SGM_3677 SGM_3061
SGM_3678 SGM_3681
SGM_3678 SGM_3061
SGM_3680 SGM_3665
SGM_3681 SGM_5859
SGM_3681 SGM_3677
SGM_3681 SGM_3676
SGM_3681 SGM_3678
SGM_3681 SGM_5858
SGM_3699 SGM_3647
SGM_3699 SGM_3801
SGM_3724 SGM_3109
SGM_3724 SGM_1957
SGM_3724 SGM_2787
SGM_3724 SGM_3973
SGM_3767 SGM_3768
SGM_3768 SGM_5674
SGM_3768 SGM_3767
SGM_3769 SGM_3770
SGM_3769 SGM_3772
SGM_3770 SGM_3769
SGM_3772 SGM_1847
SGM_3772 SGM_3769
SGM_3782 SGM_3096
SGM_3782 SGM_3506
SGM_3782 SGM_3834
SGM_3782 SGM_3060
SGM_3782 SGM_6354
SGM_3784 SGM_2141
SGM_3784 SGM_2146
SGM_3784 SGM_0298
SGM_3784 SGM_5578
