SADFL11_1016 SADFL11_3739
SADFL11_4704 SADFL11_3165
SADFL11_4704 SADFL11_4834
SADFL11_4709 SADFL11_801
SADFL11_4709 SADFL11_3275
SADFL11_4727 SADFL11_5232
SADFL11_4727 SADFL11_2897
SADFL11_4727 SADFL11_2638
SADFL11_4727 SADFL11_2008
SADFL11_4727 SADFL11_632
SADFL11_4727 SADFL11_529
SADFL11_4727 SADFL11_3287
SADFL11_4727 SADFL11_1548
SADFL11_473 SADFL11_506
SADFL11_4732 SADFL11_5112
SADFL11_4733 SADFL11_2376
SADFL11_4733 SADFL11_562
SADFL11_4738 SADFL11_2808
SADFL11_4738 SADFL11_1672
SADFL11_4758 SADFL11_370
SADFL11_4758 SADFL11_292
SADFL11_4758 SADFL11_2841
SADFL11_4767 SADFL11_1975
SADFL11_4767 SADFL11_3584
SADFL11_4767 SADFL11_2352
SADFL11_4771 SADFL11_3287
SADFL11_4771 SADFL11_2638
SADFL11_4771 SADFL11_2008
SADFL11_4773 SADFL11_1556
SADFL11_4773 SADFL11_4207
SADFL11_4775 SADFL11_331
SADFL11_4775 SADFL11_5050
SADFL11_4775 SADFL11_1107
SADFL11_4775 SADFL11_1332
SADFL11_4775 SADFL11_2082
SADFL11_4778 SADFL11_1100
SADFL11_4778 SADFL11_3170
SADFL11_4802 SADFL11_5236
SADFL11_4802 SADFL11_4066
SADFL11_4813 SADFL11_2697
SADFL11_4813 SADFL11_271
SADFL11_4813 SADFL11_3502
SADFL11_4813 SADFL11_5236
SADFL11_4816 SADFL11_3869
SADFL11_4816 SADFL11_1714
SADFL11_4816 SADFL11_4091
SADFL11_4816 SADFL11_4231
SADFL11_4820 SADFL11_4537
SADFL11_4821 SADFL11_1125
SADFL11_4824 SADFL11_1972
SADFL11_4824 SADFL11_3891
SADFL11_4824 SADFL11_2748
SADFL11_483 SADFL11_3416
SADFL11_483 SADFL11_2111
SADFL11_483 SADFL11_1062
SADFL11_483 SADFL11_2031
SADFL11_483 SADFL11_4585
SADFL11_483 SADFL11_3613
SADFL11_483 SADFL11_4138
SADFL11_483 SADFL11_2212
SADFL11_483 SADFL11_5167
SADFL11_483 SADFL11_670
SADFL11_483 SADFL11_3882
SADFL11_483 SADFL11_1586
SADFL11_483 SADFL11_181
SADFL11_483 SADFL11_3921
SADFL11_483 SADFL11_2753
SADFL11_483 SADFL11_5306
SADFL11_483 SADFL11_3001
SADFL11_4831 SADFL11_1452
SADFL11_4831 SADFL11_1556
SADFL11_4834 SADFL11_2751
SADFL11_4834 SADFL11_4215
SADFL11_4834 SADFL11_3160
SADFL11_4834 SADFL11_665
SADFL11_4834 SADFL11_5044
SADFL11_4834 SADFL11_4704
SADFL11_4838 SADFL11_4236
SADFL11_4838 SADFL11_3098
SADFL11_4838 SADFL11_3431
SADFL11_4839 SADFL11_1550
SADFL11_4841 SADFL11_4605
SADFL11_4847 SADFL11_647
SADFL11_4847 SADFL11_2864
SADFL11_4852 SADFL11_3025
SADFL11_4852 SADFL11_1548
SADFL11_4852 SADFL11_109
SADFL11_4852 SADFL11_632
SADFL11_4859 SADFL11_599
SADFL11_4872 SADFL11_5288
SADFL11_4872 SADFL11_1585
SADFL11_4872 SADFL11_2074
SADFL11_4872 SADFL11_1083
SADFL11_4876 SADFL11_5290
SADFL11_4883 SADFL11_2239
SADFL11_4883 SADFL11_4687
SADFL11_4883 SADFL11_4437
SADFL11_4883 SADFL11_3871
SADFL11_4894 SADFL11_3421
SADFL11_4894 SADFL11_5138
SADFL11_4894 SADFL11_932
SADFL11_4902 SADFL11_3306
SADFL11_4902 SADFL11_2456
SADFL11_491 SADFL11_2087
SADFL11_4916 SADFL11_3109
SADFL11_4919 SADFL11_4667
SADFL11_4925 SADFL11_2168
SADFL11_494 SADFL11_2168
SADFL11_4946 SADFL11_4234
SADFL11_4946 SADFL11_275
SADFL11_4946 SADFL11_3137
SADFL11_4947 SADFL11_2168
SADFL11_4952 SADFL11_281
SADFL11_4952 SADFL11_3184
SADFL11_4954 SADFL11_3579
SADFL11_4955 SADFL11_2368
SADFL11_4956 SADFL11_2566
SADFL11_4957 SADFL11_4634
SADFL11_4957 SADFL11_2999
SADFL11_4957 SADFL11_5333
SADFL11_4960 SADFL11_5175
SADFL11_4965 SADFL11_3287
SADFL11_4965 SADFL11_2638
SADFL11_4965 SADFL11_2008
SADFL11_4971 SADFL11_4666
SADFL11_4974 SADFL11_4134
SADFL11_4974 SADFL11_912
SADFL11_4974 SADFL11_2697
SADFL11_4974 SADFL11_3302
SADFL11_4983 SADFL11_3098
SADFL11_4983 SADFL11_4236
SADFL11_4983 SADFL11_1334
SADFL11_4991 SADFL11_5290
SADFL11_5003 SADFL11_4134
SADFL11_5003 SADFL11_2697
SADFL11_5003 SADFL11_3302
SADFL11_5005 SADFL11_2600
SADFL11_503 SADFL11_1311
SADFL11_503 SADFL11_3842
SADFL11_503 SADFL11_1228
SADFL11_5038 SADFL11_2689
SADFL11_5044 SADFL11_3255
SADFL11_5044 SADFL11_4834
SADFL11_5044 SADFL11_2751
SADFL11_5044 SADFL11_2629
SADFL11_5044 SADFL11_3160
SADFL11_5044 SADFL11_4215
SADFL11_5044 SADFL11_3041
SADFL11_5044 SADFL11_752
SADFL11_505 SADFL11_644
SADFL11_5050 SADFL11_4775
SADFL11_5050 SADFL11_1395
SADFL11_506 SADFL11_473
SADFL11_506 SADFL11_5232
SADFL11_506 SADFL11_328
SADFL11_5067 SADFL11_2486
SADFL11_5067 SADFL11_1151
SADFL11_5067 SADFL11_1201
SADFL11_5083 SADFL11_924
SADFL11_5083 SADFL11_183
SADFL11_5089 SADFL11_3887
SADFL11_509 SADFL11_3579
SADFL11_509 SADFL11_4000
SADFL11_509 SADFL11_705
SADFL11_509 SADFL11_741
SADFL11_509 SADFL11_1895
SADFL11_5097 SADFL11_4456
SADFL11_5097 SADFL11_2433
SADFL11_5097 SADFL11_3997
SADFL11_5097 SADFL11_1703
SADFL11_5097 SADFL11_4197
SADFL11_5097 SADFL11_2119
SADFL11_5100 SADFL11_3781
SADFL11_5112 SADFL11_3377
SADFL11_5112 SADFL11_2705
SADFL11_5112 SADFL11_3502
SADFL11_5112 SADFL11_4520
SADFL11_5112 SADFL11_4732
SADFL11_5112 SADFL11_1948
SADFL11_5112 SADFL11_1480
SADFL11_5120 SADFL11_2022
SADFL11_5121 SADFL11_350
SADFL11_5128 SADFL11_5290
SADFL11_513 SADFL11_1025
SADFL11_5138 SADFL11_358
SADFL11_5138 SADFL11_4894
SADFL11_5138 SADFL11_3877
SADFL11_5148 SADFL11_4165
SADFL11_5148 SADFL11_3116
SADFL11_5148 SADFL11_4672
SADFL11_5151 SADFL11_2909
SADFL11_5151 SADFL11_5327
SADFL11_516 SADFL11_3176
SADFL11_5167 SADFL11_1284
SADFL11_5167 SADFL11_1910
SADFL11_5167 SADFL11_255
SADFL11_5167 SADFL11_906
SADFL11_5167 SADFL11_3747
SADFL11_5167 SADFL11_483
SADFL11_5167 SADFL11_193
SADFL11_5167 SADFL11_725
SADFL11_5167 SADFL11_1071
SADFL11_5167 SADFL11_1542
SADFL11_5167 SADFL11_1644
SADFL11_5167 SADFL11_3782
SADFL11_5167 SADFL11_3323
SADFL11_5171 SADFL11_2680
SADFL11_5171 SADFL11_2770
SADFL11_5172 SADFL11_725
SADFL11_5172 SADFL11_4325
SADFL11_5172 SADFL11_720
SADFL11_5172 SADFL11_670
SADFL11_5172 SADFL11_1542
SADFL11_5172 SADFL11_2111
SADFL11_5175 SADFL11_4960
SADFL11_5177 SADFL11_3648
SADFL11_518 SADFL11_2239
SADFL11_518 SADFL11_3871
SADFL11_518 SADFL11_4687
SADFL11_518 SADFL11_4437
SADFL11_5184 SADFL11_4432
SADFL11_5208 SADFL11_1367
SADFL11_5208 SADFL11_1346
SADFL11_5208 SADFL11_678
SADFL11_5208 SADFL11_3211
SADFL11_5208 SADFL11_3704
SADFL11_5208 SADFL11_3000
SADFL11_5232 SADFL11_4727
SADFL11_5232 SADFL11_3955
SADFL11_5232 SADFL11_506
SADFL11_5235 SADFL11_1334
SADFL11_5235 SADFL11_3098
SADFL11_5235 SADFL11_4236
SADFL11_5236 SADFL11_4813
SADFL11_5236 SADFL11_2062
SADFL11_5236 SADFL11_4361
SADFL11_5236 SADFL11_4802
SADFL11_5236 SADFL11_4270
SADFL11_5246 SADFL11_271
SADFL11_5255 SADFL11_1498
SADFL11_5255 SADFL11_3533
SADFL11_5262 SADFL11_3176
SADFL11_5267 SADFL11_2447
SADFL11_5269 SADFL11_2566
SADFL11_5271 SADFL11_402
SADFL11_5271 SADFL11_3889
SADFL11_5274 SADFL11_2641
SADFL11_5274 SADFL11_5310
SADFL11_5274 SADFL11_2591
SADFL11_5275 SADFL11_783
SADFL11_5275 SADFL11_4034
SADFL11_5275 SADFL11_3167
SADFL11_5275 SADFL11_3355
SADFL11_5288 SADFL11_4036
SADFL11_5288 SADFL11_4872
SADFL11_529 SADFL11_4727
SADFL11_529 SADFL11_1126
SADFL11_5290 SADFL11_2271
SADFL11_5290 SADFL11_1668
SADFL11_5290 SADFL11_2234
SADFL11_5290 SADFL11_3586
SADFL11_5290 SADFL11_2027
SADFL11_5290 SADFL11_1198
SADFL11_5290 SADFL11_943
SADFL11_5290 SADFL11_5128
SADFL11_5290 SADFL11_3387
SADFL11_5290 SADFL11_4173
SADFL11_5290 SADFL11_4689
SADFL11_5290 SADFL11_254
SADFL11_5290 SADFL11_2330
SADFL11_5290 SADFL11_2274
SADFL11_5290 SADFL11_1794
SADFL11_5290 SADFL11_4876
SADFL11_5290 SADFL11_4029
SADFL11_5290 SADFL11_4269
SADFL11_5290 SADFL11_4991
SADFL11_5297 SADFL11_2566
SADFL11_5298 SADFL11_1498
SADFL11_5306 SADFL11_3747
SADFL11_5306 SADFL11_906
SADFL11_5306 SADFL11_3323
SADFL11_5306 SADFL11_725
SADFL11_5306 SADFL11_1910
SADFL11_5306 SADFL11_3782
SADFL11_5306 SADFL11_193
SADFL11_5306 SADFL11_1284
SADFL11_5306 SADFL11_483
SADFL11_5306 SADFL11_255
SADFL11_5306 SADFL11_1542
SADFL11_5306 SADFL11_1644
SADFL11_5306 SADFL11_1071
SADFL11_5310 SADFL11_3073
SADFL11_5310 SADFL11_5274
SADFL11_5313 SADFL11_1732
SADFL11_5313 SADFL11_2463
SADFL11_5321 SADFL11_4099
SADFL11_5327 SADFL11_5151
SADFL11_5327 SADFL11_2909
SADFL11_5333 SADFL11_2697
SADFL11_5333 SADFL11_1875
SADFL11_5333 SADFL11_3434
SADFL11_5333 SADFL11_232
SADFL11_5333 SADFL11_3642
SADFL11_5333 SADFL11_4136
SADFL11_5333 SADFL11_4957
SADFL11_535 SADFL11_1437
SADFL11_562 SADFL11_4733
SADFL11_562 SADFL11_2376
SADFL11_563 SADFL11_2689
SADFL11_579 SADFL11_2978
SADFL11_585 SADFL11_3634
SADFL11_599 SADFL11_187
SADFL11_599 SADFL11_4859
SADFL11_606 SADFL11_2396
SADFL11_606 SADFL11_3110
SADFL11_624 SADFL11_3584
SADFL11_626 SADFL11_2641
SADFL11_632 SADFL11_4852
SADFL11_632 SADFL11_4727
SADFL11_633 SADFL11_1821
SADFL11_644 SADFL11_505
SADFL11_647 SADFL11_2864
SADFL11_647 SADFL11_4847
SADFL11_655 SADFL11_1775
SADFL11_665 SADFL11_4834
SADFL11_665 SADFL11_3165
SADFL11_665 SADFL11_961
SADFL11_665 SADFL11_3041
SADFL11_667 SADFL11_3140
SADFL11_667 SADFL11_4413
SADFL11_670 SADFL11_3323
SADFL11_670 SADFL11_1910
SADFL11_670 SADFL11_1192
SADFL11_670 SADFL11_3782
SADFL11_670 SADFL11_1284
SADFL11_670 SADFL11_483
SADFL11_670 SADFL11_5172
SADFL11_670 SADFL11_255
SADFL11_670 SADFL11_1071
SADFL11_670 SADFL11_906
SADFL11_673 SADFL11_1103
SADFL11_673 SADFL11_3366
SADFL11_673 SADFL11_2548
SADFL11_678 SADFL11_3549
SADFL11_678 SADFL11_3165
SADFL11_678 SADFL11_5208
SADFL11_678 SADFL11_3930
SADFL11_678 SADFL11_3776
SADFL11_683 SADFL11_2219
SADFL11_683 SADFL11_3817
SADFL11_686 SADFL11_1334
SADFL11_686 SADFL11_3098
SADFL11_686 SADFL11_4236
SADFL11_695 SADFL11_763
SADFL11_704 SADFL11_3805
SADFL11_705 SADFL11_768
SADFL11_705 SADFL11_1648
SADFL11_705 SADFL11_3446
SADFL11_705 SADFL11_2121
SADFL11_705 SADFL11_2600
SADFL11_705 SADFL11_509
SADFL11_705 SADFL11_1735
SADFL11_705 SADFL11_1134
SADFL11_705 SADFL11_4675
SADFL11_710 SADFL11_1996
SADFL11_710 SADFL11_2201
SADFL11_710 SADFL11_1184
SADFL11_710 SADFL11_1868
SADFL11_720 SADFL11_2308
SADFL11_720 SADFL11_5172
SADFL11_722 SADFL11_2168
SADFL11_725 SADFL11_3882
SADFL11_725 SADFL11_3001
SADFL11_725 SADFL11_2753
SADFL11_725 SADFL11_1062
SADFL11_725 SADFL11_4325
SADFL11_725 SADFL11_4585
SADFL11_725 SADFL11_5306
SADFL11_725 SADFL11_5172
SADFL11_725 SADFL11_1586
SADFL11_725 SADFL11_3921
SADFL11_725 SADFL11_181
SADFL11_725 SADFL11_3416
SADFL11_725 SADFL11_4138
SADFL11_725 SADFL11_2031
SADFL11_725 SADFL11_4432
SADFL11_725 SADFL11_3533
SADFL11_725 SADFL11_3613
SADFL11_725 SADFL11_2212
SADFL11_725 SADFL11_5167
SADFL11_728 SADFL11_1192
SADFL11_728 SADFL11_2697
SADFL11_728 SADFL11_4565
SADFL11_728 SADFL11_4481
SADFL11_728 SADFL11_4678
SADFL11_737 SADFL11_3355
SADFL11_737 SADFL11_4034
SADFL11_737 SADFL11_3167
SADFL11_737 SADFL11_783
SADFL11_741 SADFL11_1571
SADFL11_741 SADFL11_3273
SADFL11_741 SADFL11_3542
SADFL11_741 SADFL11_509
SADFL11_741 SADFL11_3389
SADFL11_741 SADFL11_229
SADFL11_741 SADFL11_2866
SADFL11_743 SADFL11_783
SADFL11_743 SADFL11_3167
SADFL11_743 SADFL11_4034
SADFL11_743 SADFL11_3355
SADFL11_750 SADFL11_2945
SADFL11_750 SADFL11_2783
SADFL11_752 SADFL11_2751
SADFL11_752 SADFL11_3160
SADFL11_752 SADFL11_4215
SADFL11_752 SADFL11_5044
SADFL11_758 SADFL11_411
SADFL11_758 SADFL11_3805
SADFL11_763 SADFL11_695
SADFL11_768 SADFL11_4000
SADFL11_768 SADFL11_705
SADFL11_768 SADFL11_3579
SADFL11_771 SADFL11_935
SADFL11_771 SADFL11_1025
SADFL11_775 SADFL11_3790
SADFL11_783 SADFL11_3766
SADFL11_783 SADFL11_4083
SADFL11_783 SADFL11_737
SADFL11_783 SADFL11_743
SADFL11_783 SADFL11_5275
SADFL11_794 SADFL11_3432
SADFL11_801 SADFL11_2219
SADFL11_801 SADFL11_1773
SADFL11_801 SADFL11_4709
SADFL11_820 SADFL11_1432
SADFL11_820 SADFL11_3577
SADFL11_827 SADFL11_4667
SADFL11_836 SADFL11_4147
SADFL11_836 SADFL11_3383
SADFL11_872 SADFL11_3879
SADFL11_872 SADFL11_3298
SADFL11_906 SADFL11_4138
SADFL11_906 SADFL11_3613
SADFL11_906 SADFL11_670
SADFL11_906 SADFL11_1586
SADFL11_906 SADFL11_2031
SADFL11_906 SADFL11_1062
SADFL11_906 SADFL11_2111
SADFL11_906 SADFL11_5306
SADFL11_906 SADFL11_2212
SADFL11_906 SADFL11_5167
SADFL11_906 SADFL11_3882
SADFL11_906 SADFL11_4585
SADFL11_906 SADFL11_3001
SADFL11_906 SADFL11_181
SADFL11_906 SADFL11_3921
SADFL11_906 SADFL11_3416
SADFL11_906 SADFL11_2753
SADFL11_912 SADFL11_2697
SADFL11_912 SADFL11_4974
SADFL11_912 SADFL11_4134
SADFL11_912 SADFL11_3302
SADFL11_923 SADFL11_2566
SADFL11_924 SADFL11_5083
SADFL11_924 SADFL11_2785
SADFL11_924 SADFL11_3431
SADFL11_929 SADFL11_2762
SADFL11_929 SADFL11_1406
SADFL11_932 SADFL11_4894
SADFL11_932 SADFL11_3877
SADFL11_932 SADFL11_358
SADFL11_935 SADFL11_771
SADFL11_935 SADFL11_2252
SADFL11_935 SADFL11_2762
SADFL11_943 SADFL11_5290
SADFL11_947 SADFL11_4440
SADFL11_951 SADFL11_2295
SADFL11_961 SADFL11_665
SADFL11_961 SADFL11_2697
SADFL11_961 SADFL11_4704
SADFL11_970 SADFL11_2566
SADFL11_982 SADFL11_4245
SADFL11_982 SADFL11_3551
SADFL11_999 SADFL11_2873
