Ping_0003 Ping_0004
Ping_0961 Ping_2278
Ping_0961 Ping_1647
Ping_0963 Ping_1471
Ping_0968 Ping_2879
Ping_0968 Ping_0265
Ping_0968 Ping_1412
Ping_0968 Ping_1885
Ping_0968 Ping_0495
Ping_0968 Ping_0756
Ping_0968 Ping_2361
Ping_0968 Ping_0740
Ping_0968 Ping_3326
Ping_0971 Ping_0490
Ping_0971 Ping_2529
Ping_0971 Ping_2381
Ping_0971 Ping_0324
Ping_0971 Ping_3617
Ping_0971 Ping_0974
Ping_0971 Ping_1316
Ping_0971 Ping_3551
Ping_0971 Ping_3553
Ping_0971 Ping_0085
Ping_0971 Ping_3555
Ping_0971 Ping_0089
Ping_0971 Ping_0591
Ping_0972 Ping_2439
Ping_0972 Ping_0974
Ping_0974 Ping_0971
Ping_0974 Ping_2529
Ping_0974 Ping_2014
Ping_0974 Ping_0139
Ping_0974 Ping_2908
Ping_0974 Ping_2381
Ping_0974 Ping_0305
Ping_0974 Ping_2383
Ping_0974 Ping_0972
Ping_0976 Ping_2164
Ping_0976 Ping_2165
Ping_0976 Ping_2166
Ping_0983 Ping_0851
Ping_0983 Ping_1007
Ping_0983 Ping_1867
Ping_0983 Ping_0064
Ping_0983 Ping_0232
Ping_0983 Ping_1008
Ping_0983 Ping_0352
Ping_0983 Ping_2120
Ping_0983 Ping_2899
Ping_0983 Ping_2252
Ping_0983 Ping_1475
Ping_0983 Ping_2783
Ping_0983 Ping_1888
Ping_0983 Ping_0961
Ping_0985 Ping_2439
Ping_0985 Ping_0089
Ping_0985 Ping_0088
Ping_0987 Ping_0988
Ping_0988 Ping_0987
Ping_1007 Ping_1104
Ping_1007 Ping_2425
Ping_1007 Ping_3485
Ping_1007 Ping_1008
Ping_1007 Ping_2726
Ping_1007 Ping_3373
Ping_1007 Ping_1543
Ping_1007 Ping_2617
Ping_1007 Ping_2729
Ping_1007 Ping_2252
Ping_1007 Ping_3471
Ping_1007 Ping_1626
Ping_1007 Ping_2128
Ping_1007 Ping_2657
Ping_1007 Ping_0983
Ping_1007 Ping_0297
Ping_1007 Ping_2952
Ping_1007 Ping_2257
Ping_1007 Ping_0897
Ping_1007 Ping_1031
Ping_1007 Ping_0093
Ping_1007 Ping_0300
Ping_1007 Ping_3484
Ping_1007 Ping_2925
Ping_1007 Ping_1965
Ping_1007 Ping_0085
Ping_1007 Ping_2728
Ping_1007 Ping_2396
Ping_1007 Ping_2779
Ping_1007 Ping_0851
Ping_1007 Ping_0896
Ping_1008 Ping_3484
Ping_1008 Ping_0300
Ping_1008 Ping_1007
Ping_1008 Ping_2726
Ping_1008 Ping_1104
Ping_1008 Ping_2425
Ping_1008 Ping_1024
Ping_1008 Ping_3485
Ping_1008 Ping_2617
Ping_1008 Ping_1543
Ping_1008 Ping_3373
Ping_1008 Ping_2252
Ping_1008 Ping_2729
Ping_1008 Ping_1626
Ping_1008 Ping_3471
Ping_1008 Ping_2657
Ping_1008 Ping_2128
Ping_1008 Ping_2257
Ping_1008 Ping_1023
Ping_1008 Ping_0297
Ping_1008 Ping_0983
Ping_1008 Ping_2952
Ping_1008 Ping_0897
Ping_1008 Ping_0093
Ping_1008 Ping_1031
Ping_1008 Ping_1965
Ping_1008 Ping_2925
Ping_1008 Ping_0085
Ping_1008 Ping_2728
Ping_1008 Ping_2779
Ping_1008 Ping_0896
Ping_1008 Ping_0851
Ping_1008 Ping_2396
Ping_1014 Ping_2603
Ping_1014 Ping_2606
Ping_1018 Ping_1117
Ping_1018 Ping_1978
Ping_1018 Ping_3468
Ping_1018 Ping_1060
Ping_1018 Ping_1059
Ping_1018 Ping_0355
Ping_1018 Ping_0287
Ping_1018 Ping_3615
Ping_1022 Ping_2174
Ping_1022 Ping_1023
Ping_1022 Ping_1026
Ping_1022 Ping_2173
Ping_1022 Ping_1024
Ping_1022 Ping_1940
Ping_1023 Ping_2173
Ping_1023 Ping_3484
Ping_1023 Ping_1026
Ping_1023 Ping_0851
Ping_1023 Ping_3485
Ping_1023 Ping_2174
Ping_1023 Ping_1008
Ping_1023 Ping_1024
Ping_1023 Ping_1940
Ping_1023 Ping_1022
Ping_1024 Ping_3484
Ping_1024 Ping_2174
Ping_1024 Ping_3485
Ping_1024 Ping_1008
Ping_1024 Ping_0851
Ping_1024 Ping_1023
Ping_1024 Ping_1026
Ping_1024 Ping_2173
Ping_1024 Ping_1940
Ping_1024 Ping_1022
Ping_1025 Ping_3641
Ping_1025 Ping_3222
Ping_1025 Ping_3640
Ping_1025 Ping_0298
Ping_1026 Ping_2174
Ping_1026 Ping_1024
Ping_1026 Ping_1023
Ping_1026 Ping_1940
Ping_1026 Ping_2173
Ping_1026 Ping_1022
Ping_1027 Ping_0093
Ping_1027 Ping_2234
Ping_1027 Ping_0113
Ping_1027 Ping_3376
Ping_1027 Ping_3307
Ping_1027 Ping_1744
Ping_1027 Ping_3377
Ping_1027 Ping_2726
Ping_1027 Ping_0303
Ping_1027 Ping_0297
Ping_1027 Ping_0226
Ping_1027 Ping_3375
Ping_1027 Ping_1738
Ping_1027 Ping_1438
Ping_1027 Ping_1977
Ping_1027 Ping_1068
Ping_1027 Ping_1473
Ping_1027 Ping_0537
Ping_1027 Ping_1045
Ping_1029 Ping_1030
Ping_1029 Ping_1656
Ping_1030 Ping_1032
Ping_1030 Ping_1029
Ping_1031 Ping_2657
Ping_1031 Ping_3294
Ping_1031 Ping_1032
Ping_1031 Ping_0851
Ping_1031 Ping_0300
Ping_1031 Ping_2098
Ping_1031 Ping_3484
Ping_1031 Ping_3234
Ping_1031 Ping_3394
Ping_1031 Ping_0231
Ping_1031 Ping_1007
Ping_1031 Ping_1104
Ping_1031 Ping_3485
Ping_1031 Ping_1543
Ping_1031 Ping_1008
Ping_1031 Ping_0064
Ping_1031 Ping_3295
Ping_1032 Ping_1031
Ping_1032 Ping_1030
Ping_1035 Ping_3312
Ping_1035 Ping_1865
Ping_1035 Ping_3307
Ping_1035 Ping_3120
Ping_1035 Ping_2605
Ping_1035 Ping_2399
Ping_1035 Ping_2604
Ping_1035 Ping_2128
Ping_1035 Ping_1889
Ping_1035 Ping_1868
Ping_1035 Ping_3600
Ping_1035 Ping_0655
Ping_1035 Ping_0649
Ping_1035 Ping_2539
Ping_1045 Ping_2726
Ping_1045 Ping_1968
Ping_1045 Ping_1068
Ping_1045 Ping_3220
Ping_1045 Ping_1438
Ping_1045 Ping_0506
Ping_1045 Ping_1027
Ping_1045 Ping_0079
Ping_1045 Ping_2234
Ping_1045 Ping_0113
Ping_1048 Ping_1277
Ping_1048 Ping_1115
Ping_1048 Ping_0508
Ping_1052 Ping_3648
Ping_1052 Ping_3616
Ping_1055 Ping_2133
Ping_1055 Ping_0169
Ping_1055 Ping_2446
Ping_1055 Ping_1056
Ping_1055 Ping_1438
Ping_1055 Ping_1975
Ping_1055 Ping_0112
Ping_1055 Ping_3338
Ping_1055 Ping_3256
Ping_1055 Ping_1057
Ping_1055 Ping_3299
Ping_1056 Ping_3299
Ping_1056 Ping_1975
Ping_1056 Ping_2133
Ping_1056 Ping_0169
Ping_1056 Ping_2446
Ping_1056 Ping_1438
Ping_1056 Ping_0112
Ping_1056 Ping_3256
Ping_1056 Ping_3338
Ping_1056 Ping_1057
Ping_1056 Ping_1055
Ping_1057 Ping_1060
Ping_1057 Ping_1058
Ping_1057 Ping_1056
Ping_1057 Ping_1055
Ping_1058 Ping_3468
Ping_1058 Ping_1060
Ping_1058 Ping_1059
Ping_1058 Ping_1057
Ping_1058 Ping_3615
Ping_1059 Ping_1978
Ping_1059 Ping_3468
Ping_1059 Ping_1060
Ping_1059 Ping_1018
Ping_1059 Ping_1058
Ping_1059 Ping_3615
Ping_1059 Ping_0355
Ping_1059 Ping_0287
Ping_1060 Ping_3468
Ping_1060 Ping_1978
Ping_1060 Ping_0287
Ping_1060 Ping_1018
Ping_1060 Ping_1058
Ping_1060 Ping_1059
Ping_1060 Ping_1057
Ping_1060 Ping_0355
Ping_1060 Ping_3615
Ping_1064 Ping_0769
Ping_1064 Ping_1296
Ping_1064 Ping_3464
Ping_1064 Ping_0773
Ping_1064 Ping_0299
Ping_1064 Ping_3033
Ping_1064 Ping_2015
Ping_1064 Ping_2600
Ping_1064 Ping_3034
Ping_1064 Ping_3477
Ping_1064 Ping_0789
Ping_1064 Ping_0880
Ping_1064 Ping_2016
Ping_1064 Ping_0879
Ping_1065 Ping_2441
Ping_1065 Ping_0491
Ping_1065 Ping_0489
Ping_1065 Ping_0206
Ping_1068 Ping_2726
Ping_1068 Ping_0602
Ping_1068 Ping_3220
Ping_1068 Ping_1438
Ping_1068 Ping_1045
Ping_1068 Ping_2234
Ping_1068 Ping_1027
Ping_1068 Ping_0079
Ping_1068 Ping_0113
Ping_1068 Ping_3318
Ping_1068 Ping_3219
Ping_1068 Ping_1473
Ping_1069 Ping_3318
Ping_1069 Ping_0360
Ping_1069 Ping_2049
Ping_1086 Ping_3168
Ping_1086 Ping_3207
Ping_1086 Ping_0194
Ping_1086 Ping_3232
Ping_1086 Ping_0863
Ping_1086 Ping_3072
Ping_1087 Ping_2257
Ping_1087 Ping_2926
Ping_1087 Ping_1089
Ping_1087 Ping_1995
Ping_1087 Ping_1997
Ping_1087 Ping_3603
Ping_1087 Ping_2617
Ping_1087 Ping_1088
Ping_1087 Ping_2780
Ping_1087 Ping_1091
Ping_1088 Ping_1997
Ping_1088 Ping_1091
Ping_1088 Ping_1995
Ping_1088 Ping_1087
Ping_1089 Ping_1997
Ping_1089 Ping_1982
Ping_1089 Ping_1091
Ping_1089 Ping_1995
Ping_1089 Ping_1087
Ping_1089 Ping_2965
Ping_1091 Ping_1087
Ping_1091 Ping_1997
Ping_1091 Ping_1089
Ping_1091 Ping_1088
Ping_1091 Ping_0610
Ping_1091 Ping_1995
Ping_1091 Ping_3029
Ping_1091 Ping_3030
Ping_1091 Ping_1922
Ping_1092 Ping_1978
Ping_1092 Ping_0812
Ping_1093 Ping_0812
Ping_1093 Ping_1978
Ping_1094 Ping_0675
Ping_1094 Ping_0058
Ping_1094 Ping_0685
Ping_1094 Ping_0506
Ping_1094 Ping_1109
Ping_1094 Ping_1112
Ping_1094 Ping_2695
Ping_1094 Ping_3326
Ping_1095 Ping_3326
Ping_1095 Ping_2879
Ping_1095 Ping_1412
Ping_1095 Ping_0756
Ping_1095 Ping_2361
Ping_1095 Ping_0740
Ping_1099 Ping_2773
Ping_1099 Ping_1100
Ping_1100 Ping_3222
Ping_1100 Ping_1099
Ping_1104 Ping_0231
Ping_1104 Ping_0578
Ping_1104 Ping_2657
Ping_1104 Ping_3294
Ping_1104 Ping_1275
Ping_1104 Ping_3394
Ping_1104 Ping_3672
Ping_1104 Ping_1007
Ping_1104 Ping_3295
Ping_1104 Ping_1008
Ping_1104 Ping_0064
Ping_1104 Ping_2098
Ping_1104 Ping_1031
Ping_1104 Ping_3234
Ping_1104 Ping_3379
Ping_1109 Ping_0665
Ping_1109 Ping_2361
Ping_1109 Ping_1112
Ping_1109 Ping_0957
Ping_1109 Ping_2879
Ping_1109 Ping_3623
Ping_1109 Ping_2974
Ping_1109 Ping_1094
Ping_1109 Ping_0825
Ping_1109 Ping_3326
Ping_1109 Ping_3014
Ping_1110 Ping_2787
Ping_1110 Ping_2788
Ping_1110 Ping_2807
Ping_1110 Ping_2789
Ping_1110 Ping_2808
Ping_1110 Ping_0342
Ping_1110 Ping_0341
Ping_1112 Ping_1094
Ping_1112 Ping_0957
Ping_1112 Ping_1109
Ping_1112 Ping_0665
Ping_1112 Ping_2974
Ping_1112 Ping_2879
Ping_1112 Ping_3623
Ping_1112 Ping_2361
Ping_1112 Ping_3326
Ping_1112 Ping_0825
Ping_1112 Ping_3014
Ping_1113 Ping_0536
Ping_1113 Ping_2534
Ping_1113 Ping_0609
Ping_1113 Ping_0607
Ping_1115 Ping_0600
Ping_1115 Ping_2446
Ping_1115 Ping_0508
Ping_1115 Ping_1994
Ping_1115 Ping_1048
Ping_1115 Ping_1277
Ping_1116 Ping_0627
Ping_1116 Ping_3468
Ping_1116 Ping_1976
Ping_1116 Ping_3559
Ping_1116 Ping_1654
Ping_1116 Ping_2142
Ping_1116 Ping_2082
Ping_1116 Ping_1655
Ping_1116 Ping_0355
Ping_1116 Ping_0287
Ping_1117 Ping_0163
Ping_1117 Ping_1018
Ping_1135 Ping_3293
Ping_1135 Ping_3027
Ping_1135 Ping_1147
Ping_1141 Ping_3293
Ping_1141 Ping_3027
Ping_1141 Ping_1147
Ping_1142 Ping_1143
Ping_1142 Ping_3334
Ping_1142 Ping_0041
Ping_1142 Ping_1145
Ping_1142 Ping_0040
Ping_1143 Ping_2084
Ping_1143 Ping_0191
Ping_1143 Ping_1142
Ping_1143 Ping_1149
Ping_1143 Ping_0036
Ping_1143 Ping_1144
Ping_1144 Ping_0174
Ping_1144 Ping_1143
Ping_1144 Ping_1491
Ping_1144 Ping_1883
Ping_1144 Ping_1147
Ping_1145 Ping_1142
Ping_1145 Ping_0629
Ping_1145 Ping_1148
Ping_1147 Ping_0157
Ping_1147 Ping_0596
Ping_1147 Ping_3293
Ping_1147 Ping_2163
Ping_1147 Ping_3027
Ping_1147 Ping_1141
Ping_1147 Ping_1144
Ping_1147 Ping_1135
Ping_1148 Ping_0218
Ping_1148 Ping_1145
Ping_1149 Ping_2084
Ping_1149 Ping_0191
Ping_1149 Ping_1143
Ping_1149 Ping_0036
Ping_1153 Ping_0323
Ping_1153 Ping_2966
Ping_1153 Ping_2964
Ping_1157 Ping_2336
Ping_1158 Ping_0675
Ping_1158 Ping_3382
Ping_1158 Ping_1188
Ping_1158 Ping_3223
Ping_1158 Ping_1730
Ping_1158 Ping_0730
Ping_1158 Ping_2695
Ping_1159 Ping_0043
Ping_1159 Ping_2722
Ping_1168 Ping_0673
Ping_1168 Ping_3268
Ping_1178 Ping_2755
Ping_1178 Ping_0298
Ping_1188 Ping_3223
Ping_1188 Ping_1158
Ping_1188 Ping_0566
Ping_1188 Ping_0675
Ping_1188 Ping_0118
Ping_1188 Ping_0915
Ping_1188 Ping_3382
Ping_1188 Ping_3205
Ping_1188 Ping_0565
Ping_1188 Ping_1730
Ping_1188 Ping_2695
Ping_1188 Ping_0344
Ping_1189 Ping_2879
Ping_1189 Ping_1412
Ping_1189 Ping_0756
Ping_1189 Ping_2361
Ping_1189 Ping_0740
Ping_1189 Ping_3326
Ping_1192 Ping_0528
Ping_1194 Ping_2971
Ping_1194 Ping_1975
Ping_1195 Ping_0924
Ping_1206 Ping_2863
Ping_1206 Ping_2278
Ping_1206 Ping_2695
Ping_1206 Ping_3539
Ping_1206 Ping_0692
Ping_1206 Ping_2864
Ping_1206 Ping_1455
Ping_1208 Ping_2603
Ping_1208 Ping_2604
Ping_1228 Ping_1229
Ping_1229 Ping_1228
Ping_1235 Ping_0906
Ping_1235 Ping_2161
Ping_1235 Ping_2396
Ping_1235 Ping_2425
Ping_1235 Ping_0507
Ping_1235 Ping_3700
Ping_1235 Ping_1287
Ping_1242 Ping_2722
Ping_1275 Ping_3379
Ping_1275 Ping_1276
Ping_1275 Ping_3644
Ping_1275 Ping_0064
Ping_1275 Ping_3295
Ping_1275 Ping_2596
Ping_1275 Ping_0683
Ping_1275 Ping_0112
Ping_1275 Ping_2287
Ping_1275 Ping_0231
Ping_1275 Ping_2098
Ping_1275 Ping_1860
Ping_1275 Ping_3386
Ping_1275 Ping_2657
Ping_1275 Ping_3371
Ping_1275 Ping_3294
Ping_1275 Ping_3256
Ping_1275 Ping_0113
Ping_1275 Ping_3234
Ping_1275 Ping_1993
Ping_1275 Ping_2160
Ping_1275 Ping_3394
Ping_1275 Ping_3299
Ping_1275 Ping_3206
Ping_1275 Ping_1104
Ping_1276 Ping_3371
Ping_1276 Ping_3386
Ping_1276 Ping_1275
Ping_1276 Ping_3299
Ping_1276 Ping_1277
Ping_1276 Ping_0113
Ping_1276 Ping_3256
Ping_1276 Ping_2160
Ping_1276 Ping_2596
Ping_1276 Ping_0683
Ping_1276 Ping_3644
Ping_1277 Ping_1115
Ping_1277 Ping_2292
Ping_1277 Ping_0508
Ping_1277 Ping_1276
Ping_1277 Ping_3338
Ping_1277 Ping_1853
Ping_1277 Ping_1048
Ping_1287 Ping_1235
Ping_1287 Ping_2425
Ping_1287 Ping_2161
Ping_1287 Ping_1331
Ping_1287 Ping_3373
Ping_1287 Ping_0894
Ping_1287 Ping_1438
Ping_1287 Ping_0395
Ping_1287 Ping_2344
Ping_1287 Ping_2396
Ping_1287 Ping_0507
Ping_1287 Ping_3700
Ping_1296 Ping_0879
Ping_1296 Ping_0773
Ping_1296 Ping_3035
Ping_1296 Ping_0769
Ping_1296 Ping_1064
Ping_1296 Ping_2600
Ping_1296 Ping_2348
Ping_1296 Ping_0880
Ping_1312 Ping_0341
Ping_1312 Ping_0342
Ping_1312 Ping_2808
Ping_1312 Ping_2787
Ping_1312 Ping_2788
Ping_1312 Ping_2789
Ping_1312 Ping_2807
Ping_1316 Ping_3552
Ping_1316 Ping_0086
Ping_1316 Ping_0339
Ping_1316 Ping_0372
Ping_1316 Ping_0324
Ping_1316 Ping_2054
Ping_1316 Ping_2682
Ping_1316 Ping_3617
Ping_1316 Ping_0971
Ping_1316 Ping_0591
Ping_1316 Ping_3555
Ping_1316 Ping_0089
Ping_1324 Ping_2084
Ping_1324 Ping_0191
Ping_1324 Ping_0225
Ping_1324 Ping_3040
Ping_1324 Ping_2227
Ping_1324 Ping_0854
Ping_1331 Ping_2396
Ping_1331 Ping_2344
Ping_1331 Ping_2425
Ping_1331 Ping_3373
Ping_1331 Ping_0894
Ping_1331 Ping_0683
Ping_1331 Ping_1287
Ping_1331 Ping_2438
Ping_1331 Ping_1438
Ping_1331 Ping_0395
Ping_1335 Ping_3361
Ping_1403 Ping_1404
Ping_1404 Ping_1403
Ping_1410 Ping_2133
Ping_1410 Ping_2206
Ping_1412 Ping_1189
Ping_1412 Ping_0675
Ping_1412 Ping_3715
Ping_1412 Ping_0968
Ping_1412 Ping_0394
Ping_1412 Ping_2961
Ping_1412 Ping_1885
Ping_1412 Ping_0265
Ping_1412 Ping_0495
Ping_1412 Ping_2361
Ping_1412 Ping_0740
Ping_1412 Ping_3231
Ping_1412 Ping_3326
Ping_1412 Ping_2695
Ping_1412 Ping_3185
Ping_1412 Ping_2864
Ping_1412 Ping_1095
Ping_1412 Ping_2277
Ping_1412 Ping_2879
Ping_1416 Ping_0906
Ping_1416 Ping_0860
Ping_1416 Ping_2289
Ping_1421 Ping_2133
Ping_1438 Ping_2726
Ping_1438 Ping_0894
Ping_1438 Ping_2729
Ping_1438 Ping_3471
Ping_1438 Ping_2446
Ping_1438 Ping_1055
Ping_1438 Ping_2779
Ping_1438 Ping_1852
Ping_1438 Ping_1287
Ping_1438 Ping_2292
Ping_1438 Ping_1968
Ping_1438 Ping_1056
Ping_1438 Ping_2424
Ping_1438 Ping_0079
Ping_1438 Ping_3299
Ping_1438 Ping_2234
Ping_1438 Ping_1027
Ping_1438 Ping_3220
Ping_1438 Ping_0113
Ping_1438 Ping_3256
Ping_1438 Ping_3338
Ping_1438 Ping_1473
Ping_1438 Ping_0395
Ping_1438 Ping_2925
Ping_1438 Ping_2728
Ping_1438 Ping_2344
Ping_1438 Ping_1068
Ping_1438 Ping_1331
Ping_1438 Ping_1045
Ping_1438 Ping_1975
Ping_1438 Ping_0112
Ping_1438 Ping_0506
Ping_1440 Ping_0518
Ping_1440 Ping_1442
Ping_1440 Ping_0923
Ping_1441 Ping_3144
Ping_1441 Ping_3272
Ping_1441 Ping_1443
Ping_1441 Ping_3187
Ping_1442 Ping_0203
Ping_1442 Ping_1903
Ping_1442 Ping_2879
Ping_1442 Ping_0518
Ping_1442 Ping_3445
Ping_1442 Ping_0530
Ping_1442 Ping_2614
Ping_1442 Ping_1443
Ping_1442 Ping_3624
Ping_1442 Ping_1440
Ping_1442 Ping_0665
Ping_1442 Ping_2361
Ping_1442 Ping_0740
Ping_1442 Ping_3446
Ping_1442 Ping_3499
Ping_1442 Ping_0061
Ping_1442 Ping_3326
Ping_1443 Ping_3144
Ping_1443 Ping_1441
Ping_1443 Ping_1442
Ping_1455 Ping_0692
Ping_1455 Ping_0675
Ping_1455 Ping_1206
Ping_1455 Ping_1902
Ping_1455 Ping_2695
Ping_1455 Ping_2864
Ping_1471 Ping_0963
Ping_1471 Ping_3443
Ping_1473 Ping_2726
Ping_1473 Ping_0602
Ping_1473 Ping_1438
Ping_1473 Ping_3220
Ping_1473 Ping_1068
Ping_1473 Ping_1027
Ping_1473 Ping_0506
Ping_1473 Ping_0079
Ping_1473 Ping_2234
Ping_1475 Ping_2255
Ping_1475 Ping_3279
Ping_1475 Ping_1738
Ping_1475 Ping_0983
Ping_1475 Ping_2084
Ping_1475 Ping_0091
Ping_1475 Ping_3278
Ping_1475 Ping_2253
Ping_1475 Ping_0191
Ping_1475 Ping_2254
Ping_1475 Ping_3605
Ping_1475 Ping_3353
Ping_1475 Ping_3281
Ping_1475 Ping_0216
Ping_1475 Ping_2252
Ping_1475 Ping_2596
Ping_1475 Ping_0872
Ping_1475 Ping_0346
Ping_1475 Ping_3040
Ping_1475 Ping_0851
Ping_1475 Ping_1977
Ping_1475 Ping_3725
Ping_1475 Ping_0232
Ping_1475 Ping_3280
Ping_1475 Ping_2151
Ping_1475 Ping_2256
Ping_1478 Ping_1726
Ping_1478 Ping_0164
Ping_1478 Ping_0286
Ping_1480 Ping_0390
Ping_1480 Ping_0702
Ping_1480 Ping_1529
Ping_1480 Ping_0226
Ping_1481 Ping_0643
Ping_1489 Ping_0665
Ping_1489 Ping_2974
Ping_1489 Ping_3621
Ping_1489 Ping_3009
Ping_1489 Ping_1628
Ping_1489 Ping_2868
Ping_1489 Ping_2867
Ping_1489 Ping_3014
Ping_1491 Ping_1883
Ping_1491 Ping_0174
Ping_1491 Ping_1144
Ping_1497 Ping_3222
Ping_1505 Ping_2209
Ping_1505 Ping_0284
Ping_1505 Ping_0644
Ping_1529 Ping_0390
Ping_1529 Ping_0226
Ping_1529 Ping_1480
Ping_1529 Ping_0702
Ping_1543 Ping_2728
Ping_1543 Ping_2779
Ping_1543 Ping_2396
Ping_1543 Ping_0851
Ping_1543 Ping_0300
Ping_1543 Ping_2925
Ping_1543 Ping_1626
Ping_1543 Ping_2635
Ping_1543 Ping_1007
Ping_1543 Ping_2540
Ping_1543 Ping_1008
Ping_1543 Ping_2425
Ping_1543 Ping_3041
Ping_1543 Ping_3485
Ping_1543 Ping_3373
Ping_1543 Ping_2726
Ping_1543 Ping_2729
Ping_1543 Ping_3471
Ping_1543 Ping_2128
Ping_1543 Ping_2952
Ping_1543 Ping_1031
Ping_1543 Ping_3484
Ping_1543 Ping_0253
Ping_1543 Ping_2953
Ping_1572 Ping_1868
Ping_1572 Ping_1866
Ping_1572 Ping_1867
Ping_1572 Ping_2899
Ping_1606 Ping_1626
Ping_1606 Ping_3121
Ping_1606 Ping_0163
Ping_1606 Ping_0865
Ping_1611 Ping_2888
Ping_1611 Ping_0617
Ping_1623 Ping_0113
Ping_1623 Ping_0079
Ping_1623 Ping_3386
Ping_1626 Ping_1543
Ping_1626 Ping_1007
Ping_1626 Ping_3485
Ping_1626 Ping_1008
Ping_1626 Ping_0851
Ping_1626 Ping_1606
Ping_1626 Ping_0300
Ping_1626 Ping_3484
Ping_1628 Ping_0665
Ping_1628 Ping_2868
Ping_1628 Ping_1489
Ping_1628 Ping_3014
Ping_1628 Ping_2695
Ping_1628 Ping_2864
Ping_1628 Ping_2865
Ping_1628 Ping_0675
Ping_1628 Ping_2974
Ping_1628 Ping_3621
Ping_1628 Ping_3009
Ping_1635 Ping_0498
Ping_1646 Ping_1657
Ping_1646 Ping_1652
Ping_1647 Ping_1652
Ping_1647 Ping_1653
Ping_1647 Ping_3220
Ping_1647 Ping_1654
Ping_1647 Ping_2278
Ping_1647 Ping_0961
Ping_1652 Ping_1653
Ping_1652 Ping_1647
Ping_1652 Ping_1646
Ping_1653 Ping_0961
Ping_1653 Ping_1647
Ping_1653 Ping_3220
Ping_1653 Ping_1654
Ping_1653 Ping_2278
Ping_1653 Ping_1652
Ping_1654 Ping_1656
Ping_1654 Ping_1655
Ping_1654 Ping_1653
Ping_1654 Ping_1116
Ping_1654 Ping_1647
Ping_1655 Ping_0355
Ping_1655 Ping_1116
Ping_1655 Ping_0627
Ping_1655 Ping_3468
Ping_1655 Ping_3559
Ping_1655 Ping_1976
Ping_1655 Ping_0287
Ping_1655 Ping_2142
Ping_1655 Ping_2082
Ping_1655 Ping_1654
Ping_1656 Ping_1029
Ping_1656 Ping_3559
Ping_1656 Ping_1654
Ping_1657 Ping_3685
Ping_1657 Ping_0911
Ping_1657 Ping_1646
Ping_1668 Ping_3417
Ping_1668 Ping_2450
Ping_1668 Ping_3609
Ping_1668 Ping_2270
Ping_1669 Ping_3602
Ping_1669 Ping_3663
Ping_1669 Ping_3377
Ping_1669 Ping_0537
Ping_1669 Ping_3307
Ping_1669 Ping_1670
Ping_1669 Ping_2879
Ping_1669 Ping_0216
Ping_1669 Ping_3353
Ping_1669 Ping_3375
Ping_1669 Ping_2762
Ping_1669 Ping_0091
Ping_1669 Ping_3601
Ping_1669 Ping_3376
Ping_1669 Ping_2229
Ping_1669 Ping_1744
Ping_1669 Ping_2927
Ping_1669 Ping_2361
Ping_1670 Ping_2879
Ping_1670 Ping_3307
Ping_1670 Ping_3377
Ping_1670 Ping_0216
Ping_1670 Ping_3375
Ping_1670 Ping_3353
Ping_1670 Ping_2762
Ping_1670 Ping_1669
Ping_1670 Ping_0091
Ping_1670 Ping_3601
Ping_1670 Ping_3376
Ping_1670 Ping_1744
Ping_1670 Ping_2229
Ping_1670 Ping_2361
Ping_1670 Ping_2927
Ping_1670 Ping_3663
Ping_1670 Ping_0537
Ping_1670 Ping_3602
Ping_1679 Ping_1681
Ping_1679 Ping_1680
Ping_1679 Ping_2886
Ping_1679 Ping_2884
Ping_1679 Ping_2883
Ping_1679 Ping_2885
Ping_1679 Ping_2887
Ping_1680 Ping_1681
Ping_1680 Ping_1679
Ping_1680 Ping_2885
Ping_1680 Ping_2887
Ping_1680 Ping_2883
Ping_1680 Ping_2884
Ping_1680 Ping_2886
Ping_1681 Ping_2885
Ping_1681 Ping_2887
Ping_1681 Ping_1680
Ping_1681 Ping_1679
Ping_1681 Ping_2884
Ping_1681 Ping_2883
Ping_1681 Ping_2886
Ping_1713 Ping_3232
Ping_1713 Ping_3207
Ping_1713 Ping_2971
Ping_1713 Ping_0863
Ping_1713 Ping_3072
Ping_1713 Ping_0193
Ping_1726 Ping_0164
Ping_1726 Ping_0286
Ping_1726 Ping_1478
Ping_1729 Ping_1730
Ping_1729 Ping_2864
Ping_1729 Ping_1902
Ping_1730 Ping_1158
Ping_1730 Ping_1729
Ping_1730 Ping_0675
Ping_1730 Ping_0417
Ping_1730 Ping_2939
Ping_1730 Ping_3382
Ping_1730 Ping_1188
Ping_1730 Ping_2864
Ping_1730 Ping_2417
Ping_1730 Ping_2426
Ping_1730 Ping_3223
Ping_1730 Ping_2695
Ping_1737 Ping_0749
Ping_1737 Ping_2873
Ping_1737 Ping_2874
Ping_1737 Ping_2872
Ping_1738 Ping_2617
Ping_1738 Ping_2116
Ping_1738 Ping_0303
Ping_1738 Ping_1888
Ping_1738 Ping_3279
Ping_1738 Ping_0297
Ping_1738 Ping_1744
Ping_1738 Ping_3281
Ping_1738 Ping_1475
Ping_1738 Ping_1977
Ping_1738 Ping_0232
Ping_1738 Ping_0537
Ping_1738 Ping_3280
Ping_1738 Ping_2256
Ping_1738 Ping_2783
Ping_1738 Ping_2257
Ping_1738 Ping_1027
Ping_1738 Ping_2255
Ping_1738 Ping_3278
Ping_1738 Ping_2253
