SeryN2_010100000015 SeryN2_010100014574
SeryN2_010100017886 SeryN2_010100017881
SeryN2_010100017886 SeryN2_010100021987
SeryN2_010100017886 SeryN2_010100024484
SeryN2_010100017886 SeryN2_010100017876
SeryN2_010100017886 SeryN2_010100026626
SeryN2_010100017886 SeryN2_010100024464
SeryN2_010100017886 SeryN2_010100017891
SeryN2_010100017886 SeryN2_010100024469
SeryN2_010100017886 SeryN2_010100026631
SeryN2_010100017886 SeryN2_010100024459
SeryN2_010100017891 SeryN2_010100017881
SeryN2_010100017891 SeryN2_010100024464
SeryN2_010100017891 SeryN2_010100024484
SeryN2_010100017891 SeryN2_010100021987
SeryN2_010100017891 SeryN2_010100017886
SeryN2_010100017891 SeryN2_010100017876
SeryN2_010100017891 SeryN2_010100026626
SeryN2_010100017891 SeryN2_010100026631
SeryN2_010100017891 SeryN2_010100024469
SeryN2_010100017891 SeryN2_010100024459
SeryN2_010100017916 SeryN2_010100028161
SeryN2_010100017916 SeryN2_010100037050
SeryN2_010100017916 SeryN2_010100001297
SeryN2_010100017916 SeryN2_010100023073
SeryN2_010100017916 SeryN2_010100010892
SeryN2_010100017916 SeryN2_010100019216
SeryN2_010100017916 SeryN2_010100007577
SeryN2_010100017926 SeryN2_010100034120
SeryN2_010100017926 SeryN2_010100026566
SeryN2_010100017926 SeryN2_010100022357
SeryN2_010100017926 SeryN2_010100000700
SeryN2_010100017926 SeryN2_010100006122
SeryN2_010100017926 SeryN2_010100026916
SeryN2_010100017926 SeryN2_010100015405
SeryN2_010100017926 SeryN2_010100026791
SeryN2_010100017926 SeryN2_010100018151
SeryN2_010100017926 SeryN2_010100015355
SeryN2_010100017926 SeryN2_010100000670
SeryN2_010100017926 SeryN2_010100021947
SeryN2_010100017926 SeryN2_010100032213
SeryN2_010100017926 SeryN2_010100014134
SeryN2_010100017926 SeryN2_010100034405
SeryN2_010100017926 SeryN2_010100018036
SeryN2_010100017926 SeryN2_010100033050
SeryN2_010100017926 SeryN2_010100007787
SeryN2_010100017926 SeryN2_010100022362
SeryN2_010100017926 SeryN2_010100034445
SeryN2_010100017926 SeryN2_010100032453
SeryN2_010100017926 SeryN2_010100030283
SeryN2_010100017926 SeryN2_010100022997
SeryN2_010100017926 SeryN2_010100013192
SeryN2_010100017926 SeryN2_010100013757
SeryN2_010100017926 SeryN2_010100025401
SeryN2_010100017926 SeryN2_010100028983
SeryN2_010100017926 SeryN2_010100003437
SeryN2_010100017926 SeryN2_010100012952
SeryN2_010100017926 SeryN2_010100022462
SeryN2_010100017926 SeryN2_010100000190
SeryN2_010100017926 SeryN2_010100000530
SeryN2_010100017926 SeryN2_010100019728
SeryN2_010100017926 SeryN2_010100022702
SeryN2_010100017926 SeryN2_010100007272
SeryN2_010100017926 SeryN2_010100021912
SeryN2_010100017926 SeryN2_010100010787
SeryN2_010100017926 SeryN2_010100034395
SeryN2_010100017926 SeryN2_010100009144
SeryN2_010100017941 SeryN2_010100019146
SeryN2_010100017941 SeryN2_010100017951
SeryN2_010100017941 SeryN2_010100005622
SeryN2_010100017941 SeryN2_010100022737
SeryN2_010100017941 SeryN2_010100019261
SeryN2_010100017951 SeryN2_010100017941
SeryN2_010100017951 SeryN2_010100023464
SeryN2_010100017951 SeryN2_010100019261
SeryN2_010100017951 SeryN2_010100001854
SeryN2_010100017951 SeryN2_010100023469
SeryN2_010100017951 SeryN2_010100016813
SeryN2_010100018036 SeryN2_010100030918
SeryN2_010100018036 SeryN2_010100029048
SeryN2_010100018036 SeryN2_010100001352
SeryN2_010100018036 SeryN2_010100017003
SeryN2_010100018036 SeryN2_010100023999
SeryN2_010100018036 SeryN2_010100010702
SeryN2_010100018036 SeryN2_010100027456
SeryN2_010100018036 SeryN2_010100000700
SeryN2_010100018036 SeryN2_010100000070
SeryN2_010100018036 SeryN2_010100018201
SeryN2_010100018036 SeryN2_010100026921
SeryN2_010100018036 SeryN2_010100036620
SeryN2_010100018036 SeryN2_010100034420
SeryN2_010100018036 SeryN2_010100012947
SeryN2_010100018036 SeryN2_010100033120
SeryN2_010100018036 SeryN2_010100015860
SeryN2_010100018036 SeryN2_010100026541
SeryN2_010100018036 SeryN2_010100014379
SeryN2_010100018036 SeryN2_010100000395
SeryN2_010100018036 SeryN2_010100033965
SeryN2_010100018036 SeryN2_010100000530
SeryN2_010100018036 SeryN2_010100000075
SeryN2_010100018036 SeryN2_010100026951
SeryN2_010100018036 SeryN2_010100009795
SeryN2_010100018036 SeryN2_010100014614
SeryN2_010100018036 SeryN2_010100031220
SeryN2_010100018036 SeryN2_010100013999
SeryN2_010100018036 SeryN2_010100000550
SeryN2_010100018036 SeryN2_010100000875
SeryN2_010100018036 SeryN2_010100028983
SeryN2_010100018036 SeryN2_010100011097
SeryN2_010100018036 SeryN2_010100006032
SeryN2_010100018036 SeryN2_010100007787
SeryN2_010100018036 SeryN2_010100021952
SeryN2_010100018036 SeryN2_010100008825
SeryN2_010100018036 SeryN2_010100013187
SeryN2_010100018036 SeryN2_010100013757
SeryN2_010100018036 SeryN2_010100019473
SeryN2_010100018036 SeryN2_010100029038
SeryN2_010100018036 SeryN2_010100017926
SeryN2_010100018036 SeryN2_010100030558
SeryN2_010100018036 SeryN2_010100029033
SeryN2_010100018036 SeryN2_010100007272
SeryN2_010100018036 SeryN2_010100034430
SeryN2_010100018041 SeryN2_010100022757
SeryN2_010100018041 SeryN2_010100012472
SeryN2_010100018041 SeryN2_010100014399
SeryN2_010100018041 SeryN2_010100023153
SeryN2_010100018041 SeryN2_010100006862
SeryN2_010100018041 SeryN2_010100014364
SeryN2_010100018041 SeryN2_010100002507
SeryN2_010100018041 SeryN2_010100010687
SeryN2_010100018041 SeryN2_010100006102
SeryN2_010100018041 SeryN2_010100029693
SeryN2_010100018041 SeryN2_010100000590
SeryN2_010100018041 SeryN2_010100006142
SeryN2_010100018041 SeryN2_010100010697
SeryN2_010100018041 SeryN2_010100014374
SeryN2_010100018041 SeryN2_010100014394
SeryN2_010100018041 SeryN2_010100022762
SeryN2_010100018041 SeryN2_010100023143
SeryN2_010100018041 SeryN2_010100012342
SeryN2_010100018041 SeryN2_010100014369
SeryN2_010100018041 SeryN2_010100009259
SeryN2_010100018041 SeryN2_010100000685
SeryN2_010100018041 SeryN2_010100012617
SeryN2_010100018041 SeryN2_010100007737
SeryN2_010100018041 SeryN2_010100019433
SeryN2_010100018041 SeryN2_010100032308
SeryN2_010100018041 SeryN2_010100008760
SeryN2_010100018041 SeryN2_010100020438
SeryN2_010100018046 SeryN2_010100004077
SeryN2_010100018046 SeryN2_010100035550
SeryN2_010100018046 SeryN2_010100021737
SeryN2_010100018046 SeryN2_010100027911
SeryN2_010100018046 SeryN2_010100015700
SeryN2_010100018046 SeryN2_010100005442
SeryN2_010100018046 SeryN2_010100008835
SeryN2_010100018046 SeryN2_010100014304
SeryN2_010100018046 SeryN2_010100023449
SeryN2_010100018051 SeryN2_010100000345
SeryN2_010100018051 SeryN2_010100000350
SeryN2_010100018051 SeryN2_010100008695
SeryN2_010100018116 SeryN2_010100009304
SeryN2_010100018116 SeryN2_010100009309
SeryN2_010100018116 SeryN2_010100030078
SeryN2_010100018116 SeryN2_010100008755
SeryN2_010100018116 SeryN2_010100009319
SeryN2_010100018116 SeryN2_010100015485
SeryN2_010100018116 SeryN2_010100000905
SeryN2_010100018126 SeryN2_010100000085
SeryN2_010100018126 SeryN2_010100000095
SeryN2_010100018126 SeryN2_010100019778
SeryN2_010100018126 SeryN2_010100000090
SeryN2_010100018131 SeryN2_010100000090
SeryN2_010100018131 SeryN2_010100019778
SeryN2_010100018131 SeryN2_010100000085
SeryN2_010100018131 SeryN2_010100013302
SeryN2_010100018131 SeryN2_010100018146
SeryN2_010100018131 SeryN2_010100000095
SeryN2_010100018131 SeryN2_010100012807
SeryN2_010100018131 SeryN2_010100013307
SeryN2_010100018136 SeryN2_010100019778
SeryN2_010100018136 SeryN2_010100000090
SeryN2_010100018136 SeryN2_010100000085
SeryN2_010100018136 SeryN2_010100013302
SeryN2_010100018136 SeryN2_010100018146
SeryN2_010100018136 SeryN2_010100012807
SeryN2_010100018136 SeryN2_010100013307
SeryN2_010100018136 SeryN2_010100000095
SeryN2_010100018141 SeryN2_010100000090
SeryN2_010100018141 SeryN2_010100019778
SeryN2_010100018141 SeryN2_010100000085
SeryN2_010100018141 SeryN2_010100013302
SeryN2_010100018141 SeryN2_010100018146
SeryN2_010100018141 SeryN2_010100012807
SeryN2_010100018141 SeryN2_010100013307
SeryN2_010100018141 SeryN2_010100000095
SeryN2_010100018146 SeryN2_010100018131
SeryN2_010100018146 SeryN2_010100012807
SeryN2_010100018146 SeryN2_010100012817
SeryN2_010100018146 SeryN2_010100013307
SeryN2_010100018146 SeryN2_010100013302
SeryN2_010100018146 SeryN2_010100029208
SeryN2_010100018146 SeryN2_010100012812
SeryN2_010100018146 SeryN2_010100028181
SeryN2_010100018146 SeryN2_010100029203
SeryN2_010100018146 SeryN2_010100012822
SeryN2_010100018146 SeryN2_010100001492
SeryN2_010100018146 SeryN2_010100029198
SeryN2_010100018146 SeryN2_010100028186
SeryN2_010100018146 SeryN2_010100018141
SeryN2_010100018146 SeryN2_010100018136
SeryN2_010100018151 SeryN2_010100018201
SeryN2_010100018151 SeryN2_010100026921
SeryN2_010100018151 SeryN2_010100036620
SeryN2_010100018151 SeryN2_010100029048
SeryN2_010100018151 SeryN2_010100030918
SeryN2_010100018151 SeryN2_010100022712
SeryN2_010100018151 SeryN2_010100015405
SeryN2_010100018151 SeryN2_010100012947
SeryN2_010100018151 SeryN2_010100015860
SeryN2_010100018151 SeryN2_010100000075
SeryN2_010100018151 SeryN2_010100000395
SeryN2_010100018151 SeryN2_010100026541
SeryN2_010100018151 SeryN2_010100034420
SeryN2_010100018151 SeryN2_010100022462
SeryN2_010100018151 SeryN2_010100000695
SeryN2_010100018151 SeryN2_010100014379
SeryN2_010100018151 SeryN2_010100020443
SeryN2_010100018151 SeryN2_010100026951
SeryN2_010100018151 SeryN2_010100009795
SeryN2_010100018151 SeryN2_010100014614
SeryN2_010100018151 SeryN2_010100029038
SeryN2_010100018151 SeryN2_010100019473
SeryN2_010100018151 SeryN2_010100017926
SeryN2_010100018151 SeryN2_010100034445
SeryN2_010100018151 SeryN2_010100034430
SeryN2_010100018151 SeryN2_010100029033
SeryN2_010100018151 SeryN2_010100031220
SeryN2_010100018151 SeryN2_010100013999
SeryN2_010100018151 SeryN2_010100000070
SeryN2_010100018151 SeryN2_010100006032
SeryN2_010100018151 SeryN2_010100000550
SeryN2_010100018151 SeryN2_010100001352
SeryN2_010100018151 SeryN2_010100010702
SeryN2_010100018151 SeryN2_010100017003
SeryN2_010100018151 SeryN2_010100023999
SeryN2_010100018151 SeryN2_010100027456
SeryN2_010100018151 SeryN2_010100030513
SeryN2_010100018151 SeryN2_010100030923
SeryN2_010100018151 SeryN2_010100017008
SeryN2_010100018151 SeryN2_010100003437
SeryN2_010100018151 SeryN2_010100021952
SeryN2_010100018151 SeryN2_010100032203
SeryN2_010100018151 SeryN2_010100013187
SeryN2_010100018151 SeryN2_010100000190
SeryN2_010100018161 SeryN2_010100010687
SeryN2_010100018161 SeryN2_010100000590
SeryN2_010100018161 SeryN2_010100019433
SeryN2_010100018161 SeryN2_010100023153
SeryN2_010100018161 SeryN2_010100010697
SeryN2_010100018161 SeryN2_010100032308
SeryN2_010100018161 SeryN2_010100023143
SeryN2_010100018171 SeryN2_010100034680
SeryN2_010100018171 SeryN2_010100029048
SeryN2_010100018171 SeryN2_010100011107
SeryN2_010100018171 SeryN2_010100026921
SeryN2_010100018171 SeryN2_010100034710
SeryN2_010100018171 SeryN2_010100011232
SeryN2_010100018171 SeryN2_010100005602
SeryN2_010100018171 SeryN2_010100034420
SeryN2_010100018171 SeryN2_010100000695
SeryN2_010100018171 SeryN2_010100022712
SeryN2_010100018171 SeryN2_010100015405
SeryN2_010100018171 SeryN2_010100036620
SeryN2_010100018171 SeryN2_010100007552
SeryN2_010100018171 SeryN2_010100030378
SeryN2_010100018171 SeryN2_010100020443
SeryN2_010100018171 SeryN2_010100000075
SeryN2_010100018171 SeryN2_010100026951
SeryN2_010100018171 SeryN2_010100010967
SeryN2_010100018171 SeryN2_010100011112
SeryN2_010100018171 SeryN2_010100014614
SeryN2_010100018171 SeryN2_010100018196
SeryN2_010100018171 SeryN2_010100005517
SeryN2_010100018171 SeryN2_010100019281
SeryN2_010100018171 SeryN2_010100014374
SeryN2_010100018171 SeryN2_010100016998
SeryN2_010100018171 SeryN2_010100010762
SeryN2_010100018171 SeryN2_010100015855
SeryN2_010100018171 SeryN2_010100024119
SeryN2_010100018171 SeryN2_010100021957
SeryN2_010100018171 SeryN2_010100022762
SeryN2_010100018171 SeryN2_010100017003
SeryN2_010100018171 SeryN2_010100023999
SeryN2_010100018171 SeryN2_010100003112
SeryN2_010100018171 SeryN2_010100013762
SeryN2_010100018171 SeryN2_010100023679
SeryN2_010100018171 SeryN2_010100010702
SeryN2_010100018171 SeryN2_010100005512
SeryN2_010100018171 SeryN2_010100011407
SeryN2_010100018171 SeryN2_010100030513
SeryN2_010100018171 SeryN2_010100014369
SeryN2_010100018171 SeryN2_010100019898
SeryN2_010100018171 SeryN2_010100009525
SeryN2_010100018171 SeryN2_010100030923
SeryN2_010100018171 SeryN2_010100009419
SeryN2_010100018171 SeryN2_010100001267
SeryN2_010100018171 SeryN2_010100017008
SeryN2_010100018171 SeryN2_010100005062
SeryN2_010100018171 SeryN2_010100015400
SeryN2_010100018171 SeryN2_010100008330
SeryN2_010100018171 SeryN2_010100036445
SeryN2_010100018171 SeryN2_010100002129
SeryN2_010100018171 SeryN2_010100010662
SeryN2_010100018171 SeryN2_010100024759
SeryN2_010100018171 SeryN2_010100032203
SeryN2_010100018171 SeryN2_010100019913
SeryN2_010100018171 SeryN2_010100031205
SeryN2_010100018171 SeryN2_010100006127
SeryN2_010100018171 SeryN2_010100020653
SeryN2_010100018171 SeryN2_010100019473
SeryN2_010100018171 SeryN2_010100004327
SeryN2_010100018171 SeryN2_010100014364
SeryN2_010100018171 SeryN2_010100008989
SeryN2_010100018171 SeryN2_010100031285
SeryN2_010100018171 SeryN2_010100036635
SeryN2_010100018171 SeryN2_010100034430
SeryN2_010100018171 SeryN2_010100020438
SeryN2_010100018171 SeryN2_010100037225
SeryN2_010100018171 SeryN2_010100034175
SeryN2_010100018186 SeryN2_010100026886
SeryN2_010100018186 SeryN2_010100029408
SeryN2_010100018186 SeryN2_010100028166
SeryN2_010100018186 SeryN2_010100018191
SeryN2_010100018186 SeryN2_010100000340
SeryN2_010100018186 SeryN2_010100028171
SeryN2_010100018186 SeryN2_010100000335
SeryN2_010100018186 SeryN2_010100029413
SeryN2_010100018191 SeryN2_010100026886
SeryN2_010100018191 SeryN2_010100029408
SeryN2_010100018191 SeryN2_010100028166
SeryN2_010100018191 SeryN2_010100018186
SeryN2_010100018191 SeryN2_010100000340
SeryN2_010100018191 SeryN2_010100028171
SeryN2_010100018191 SeryN2_010100029413
SeryN2_010100018191 SeryN2_010100000335
SeryN2_010100018196 SeryN2_010100018171
SeryN2_010100018196 SeryN2_010100013192
SeryN2_010100018196 SeryN2_010100034710
SeryN2_010100018196 SeryN2_010100015405
SeryN2_010100018196 SeryN2_010100009144
SeryN2_010100018196 SeryN2_010100015400
SeryN2_010100018196 SeryN2_010100036445
SeryN2_010100018196 SeryN2_010100008330
SeryN2_010100018196 SeryN2_010100002129
SeryN2_010100018196 SeryN2_010100010787
SeryN2_010100018196 SeryN2_010100021947
SeryN2_010100018196 SeryN2_010100008989
SeryN2_010100018196 SeryN2_010100013762
SeryN2_010100018196 SeryN2_010100011407
SeryN2_010100018201 SeryN2_010100032213
SeryN2_010100018201 SeryN2_010100007787
SeryN2_010100018201 SeryN2_010100003437
SeryN2_010100018201 SeryN2_010100022357
SeryN2_010100018201 SeryN2_010100026566
SeryN2_010100018201 SeryN2_010100000670
SeryN2_010100018201 SeryN2_010100034120
SeryN2_010100018201 SeryN2_010100018151
SeryN2_010100018201 SeryN2_010100000190
SeryN2_010100018201 SeryN2_010100022997
SeryN2_010100018201 SeryN2_010100022702
SeryN2_010100018201 SeryN2_010100019728
SeryN2_010100018201 SeryN2_010100013757
SeryN2_010100018201 SeryN2_010100010787
SeryN2_010100018201 SeryN2_010100034395
SeryN2_010100018201 SeryN2_010100026916
SeryN2_010100018201 SeryN2_010100015355
SeryN2_010100018201 SeryN2_010100025401
SeryN2_010100018201 SeryN2_010100021947
SeryN2_010100018201 SeryN2_010100026791
SeryN2_010100018201 SeryN2_010100018036
SeryN2_010100018201 SeryN2_010100034405
SeryN2_010100018201 SeryN2_010100034445
SeryN2_010100018201 SeryN2_010100012952
SeryN2_010100018201 SeryN2_010100007272
SeryN2_010100018201 SeryN2_010100013192
SeryN2_010100018201 SeryN2_010100006122
SeryN2_010100018201 SeryN2_010100014134
SeryN2_010100018201 SeryN2_010100033050
SeryN2_010100018201 SeryN2_010100015405
SeryN2_010100018201 SeryN2_010100022362
SeryN2_010100018201 SeryN2_010100032453
SeryN2_010100018201 SeryN2_010100030283
SeryN2_010100018201 SeryN2_010100009144
SeryN2_010100018201 SeryN2_010100021912
SeryN2_010100018201 SeryN2_010100022462
SeryN2_010100018201 SeryN2_010100000530
SeryN2_010100018201 SeryN2_010100028983
SeryN2_010100018201 SeryN2_010100000700
SeryN2_010100018206 SeryN2_010100013492
SeryN2_010100018206 SeryN2_010100021170
SeryN2_010100018206 SeryN2_010100006302
SeryN2_010100018206 SeryN2_010100034665
SeryN2_010100018206 SeryN2_010100032603
SeryN2_010100018206 SeryN2_010100023037
SeryN2_010100018206 SeryN2_010100019593
SeryN2_010100018216 SeryN2_010100008007
SeryN2_010100018216 SeryN2_010100016848
SeryN2_010100018231 SeryN2_010100022642
SeryN2_010100018231 SeryN2_010100022322
SeryN2_010100018231 SeryN2_010100028331
SeryN2_010100018231 SeryN2_010100006522
SeryN2_010100018231 SeryN2_010100032298
SeryN2_010100018231 SeryN2_010100033720
SeryN2_010100018231 SeryN2_010100008924
SeryN2_010100018231 SeryN2_010100012067
SeryN2_010100018231 SeryN2_010100012062
SeryN2_010100018231 SeryN2_010100018531
SeryN2_010100018241 SeryN2_010100027766
SeryN2_010100018241 SeryN2_010100022532
SeryN2_010100018241 SeryN2_010100033030
SeryN2_010100018241 SeryN2_010100011237
SeryN2_010100018241 SeryN2_010100018246
SeryN2_010100018241 SeryN2_010100021205
SeryN2_010100018246 SeryN2_010100024149
SeryN2_010100018246 SeryN2_010100035320
SeryN2_010100018246 SeryN2_010100026561
SeryN2_010100018246 SeryN2_010100012467
SeryN2_010100018246 SeryN2_010100006512
SeryN2_010100018246 SeryN2_010100004762
SeryN2_010100018246 SeryN2_010100010887
SeryN2_010100018246 SeryN2_010100016778
SeryN2_010100018246 SeryN2_010100018241
SeryN2_010100018246 SeryN2_010100029093
SeryN2_010100018246 SeryN2_010100030063
SeryN2_010100018341 SeryN2_010100000155
SeryN2_010100018341 SeryN2_010100021642
SeryN2_010100018391 SeryN2_010100033585
SeryN2_010100018401 SeryN2_010100016978
SeryN2_010100018411 SeryN2_010100020443
SeryN2_010100018436 SeryN2_010100022642
SeryN2_010100018436 SeryN2_010100020058
SeryN2_010100018436 SeryN2_010100022417
SeryN2_010100018436 SeryN2_010100012062
SeryN2_010100018436 SeryN2_010100019513
SeryN2_010100018436 SeryN2_010100030098
SeryN2_010100018436 SeryN2_010100006522
SeryN2_010100018436 SeryN2_010100020658
SeryN2_010100018436 SeryN2_010100025194
SeryN2_010100018436 SeryN2_010100035650
SeryN2_010100018436 SeryN2_010100000190
SeryN2_010100018436 SeryN2_010100033720
SeryN2_010100018436 SeryN2_010100001654
SeryN2_010100018436 SeryN2_010100008924
SeryN2_010100018436 SeryN2_010100012067
SeryN2_010100018436 SeryN2_010100017403
SeryN2_010100018441 SeryN2_010100018451
SeryN2_010100018441 SeryN2_010100030178
SeryN2_010100018441 SeryN2_010100020933
SeryN2_010100018441 SeryN2_010100031340
SeryN2_010100018441 SeryN2_010100018446
SeryN2_010100018441 SeryN2_010100018456
SeryN2_010100018446 SeryN2_010100020933
SeryN2_010100018446 SeryN2_010100030178
SeryN2_010100018446 SeryN2_010100018456
SeryN2_010100018446 SeryN2_010100018441
SeryN2_010100018446 SeryN2_010100031340
SeryN2_010100018446 SeryN2_010100018451
SeryN2_010100018451 SeryN2_010100018456
SeryN2_010100018451 SeryN2_010100030178
SeryN2_010100018451 SeryN2_010100018446
SeryN2_010100018451 SeryN2_010100020933
SeryN2_010100018451 SeryN2_010100018441
SeryN2_010100018451 SeryN2_010100031340
SeryN2_010100018456 SeryN2_010100021165
SeryN2_010100018456 SeryN2_010100018451
SeryN2_010100018456 SeryN2_010100007412
SeryN2_010100018456 SeryN2_010100021160
SeryN2_010100018456 SeryN2_010100018446
SeryN2_010100018456 SeryN2_010100007422
SeryN2_010100018456 SeryN2_010100018441
SeryN2_010100018456 SeryN2_010100021155
SeryN2_010100018456 SeryN2_010100007417
SeryN2_010100018531 SeryN2_010100012062
SeryN2_010100018531 SeryN2_010100022322
SeryN2_010100018531 SeryN2_010100028331
SeryN2_010100018531 SeryN2_010100006522
SeryN2_010100018531 SeryN2_010100018231
SeryN2_010100018531 SeryN2_010100032298
SeryN2_010100018531 SeryN2_010100012067
SeryN2_010100018531 SeryN2_010100033720
SeryN2_010100018531 SeryN2_010100008924
SeryN2_010100018531 SeryN2_010100022642
SeryN2_010100018631 SeryN2_010100020893
SeryN2_010100018681 SeryN2_010100010060
SeryN2_010100018681 SeryN2_010100008725
SeryN2_010100018681 SeryN2_010100003717
SeryN2_010100018681 SeryN2_010100003977
SeryN2_010100018681 SeryN2_010100019948
SeryN2_010100018701 SeryN2_010100010687
SeryN2_010100018701 SeryN2_010100010697
SeryN2_010100018701 SeryN2_010100032308
SeryN2_010100018701 SeryN2_010100023143
SeryN2_010100018701 SeryN2_010100019433
SeryN2_010100018701 SeryN2_010100000590
SeryN2_010100018701 SeryN2_010100023153
SeryN2_010100018731 SeryN2_010100019433
SeryN2_010100018731 SeryN2_010100032308
SeryN2_010100018731 SeryN2_010100023153
SeryN2_010100018731 SeryN2_010100010697
SeryN2_010100018731 SeryN2_010100023143
SeryN2_010100018731 SeryN2_010100000590
SeryN2_010100018731 SeryN2_010100010687
SeryN2_010100018766 SeryN2_010100000090
SeryN2_010100018766 SeryN2_010100010182
SeryN2_010100018766 SeryN2_010100012687
SeryN2_010100018766 SeryN2_010100004632
SeryN2_010100018766 SeryN2_010100010742
SeryN2_010100018766 SeryN2_010100023504
SeryN2_010100018766 SeryN2_010100003317
SeryN2_010100018766 SeryN2_010100001979
SeryN2_010100018766 SeryN2_010100001884
SeryN2_010100018766 SeryN2_010100010187
SeryN2_010100018766 SeryN2_010100020633
SeryN2_010100018766 SeryN2_010100036765
SeryN2_010100018766 SeryN2_010100034915
SeryN2_010100018766 SeryN2_010100016140
SeryN2_010100018766 SeryN2_010100022677
SeryN2_010100018766 SeryN2_010100022632
SeryN2_010100018766 SeryN2_010100033915
SeryN2_010100018766 SeryN2_010100037215
SeryN2_010100018766 SeryN2_010100009635
SeryN2_010100018766 SeryN2_010100019778
SeryN2_010100018766 SeryN2_010100026306
SeryN2_010100018766 SeryN2_010100029913
SeryN2_010100018766 SeryN2_010100000085
SeryN2_010100018766 SeryN2_010100030108
SeryN2_010100018766 SeryN2_010100021367
SeryN2_010100018766 SeryN2_010100022837
SeryN2_010100018766 SeryN2_010100036965
SeryN2_010100018766 SeryN2_010100005062
SeryN2_010100018766 SeryN2_010100006697
SeryN2_010100018766 SeryN2_010100015555
SeryN2_010100018766 SeryN2_010100008157
SeryN2_010100018766 SeryN2_010100031205
SeryN2_010100018766 SeryN2_010100026376
SeryN2_010100018766 SeryN2_010100000095
SeryN2_010100018766 SeryN2_010100023499
SeryN2_010100018766 SeryN2_010100031285
SeryN2_010100018766 SeryN2_010100010747
SeryN2_010100018791 SeryN2_010100018796
SeryN2_010100018791 SeryN2_010100008860
SeryN2_010100018796 SeryN2_010100008860
SeryN2_010100018796 SeryN2_010100018791
SeryN2_010100018811 SeryN2_010100011947
SeryN2_010100018811 SeryN2_010100005752
SeryN2_010100018831 SeryN2_010100028798
SeryN2_010100018831 SeryN2_010100014494
SeryN2_010100018831 SeryN2_010100013662
SeryN2_010100018931 SeryN2_010100027206
SeryN2_010100018956 SeryN2_010100008320
SeryN2_010100018956 SeryN2_010100015325
SeryN2_010100018956 SeryN2_010100033260
SeryN2_010100018956 SeryN2_010100003132
SeryN2_010100018956 SeryN2_010100004322
SeryN2_010100018956 SeryN2_010100023469
SeryN2_010100018956 SeryN2_010100033265
SeryN2_010100018956 SeryN2_010100033345
SeryN2_010100018956 SeryN2_010100029718
SeryN2_010100018956 SeryN2_010100011237
SeryN2_010100018956 SeryN2_010100010322
SeryN2_010100018956 SeryN2_010100033275
SeryN2_010100018956 SeryN2_010100005017
SeryN2_010100018956 SeryN2_010100015315
SeryN2_010100018956 SeryN2_010100010312
SeryN2_010100018956 SeryN2_010100023464
SeryN2_010100018956 SeryN2_010100023989
SeryN2_010100018956 SeryN2_010100022692
SeryN2_010100018956 SeryN2_010100033920
SeryN2_010100018956 SeryN2_010100015395
SeryN2_010100018956 SeryN2_010100003237
SeryN2_010100018956 SeryN2_010100032960
SeryN2_010100018956 SeryN2_010100024104
SeryN2_010100018956 SeryN2_010100015330
SeryN2_010100018956 SeryN2_010100024259
SeryN2_010100018956 SeryN2_010100021992
SeryN2_010100018956 SeryN2_010100010292
SeryN2_010100018956 SeryN2_010100022817
SeryN2_010100018956 SeryN2_010100015270
SeryN2_010100018956 SeryN2_010100005062
SeryN2_010100018956 SeryN2_010100022637
SeryN2_010100018956 SeryN2_010100031973
SeryN2_010100018956 SeryN2_010100007547
SeryN2_010100018956 SeryN2_010100000900
SeryN2_010100018956 SeryN2_010100033270
SeryN2_010100018956 SeryN2_010100010307
SeryN2_010100018956 SeryN2_010100005182
SeryN2_010100018956 SeryN2_010100022597
SeryN2_010100018956 SeryN2_010100006717
SeryN2_010100018956 SeryN2_010100035825
SeryN2_010100018956 SeryN2_010100026321
SeryN2_010100018956 SeryN2_010100033255
SeryN2_010100018956 SeryN2_010100016808
SeryN2_010100018956 SeryN2_010100013782
SeryN2_010100018956 SeryN2_010100015385
SeryN2_010100018956 SeryN2_010100035325
SeryN2_010100018956 SeryN2_010100001964
SeryN2_010100018956 SeryN2_010100026506
SeryN2_010100018956 SeryN2_010100015390
SeryN2_010100018956 SeryN2_010100031325
SeryN2_010100018956 SeryN2_010100010317
SeryN2_010100018956 SeryN2_010100007047
SeryN2_010100018956 SeryN2_010100005192
SeryN2_010100018971 SeryN2_010100019236
SeryN2_010100018971 SeryN2_010100014554
SeryN2_010100018971 SeryN2_010100009489
SeryN2_010100018971 SeryN2_010100029563
SeryN2_010100018971 SeryN2_010100000100
SeryN2_010100018971 SeryN2_010100003502
SeryN2_010100018971 SeryN2_010100034905
SeryN2_010100018971 SeryN2_010100015655
SeryN2_010100018971 SeryN2_010100033425
SeryN2_010100019021 SeryN2_010100028828
SeryN2_010100019021 SeryN2_010100023258
SeryN2_010100019021 SeryN2_010100014484
SeryN2_010100019021 SeryN2_010100009885
SeryN2_010100019021 SeryN2_010100031694
SeryN2_010100019021 SeryN2_010100017233
SeryN2_010100019021 SeryN2_010100004562
SeryN2_010100019021 SeryN2_010100021240
SeryN2_010100019021 SeryN2_010100003457
SeryN2_010100019021 SeryN2_010100022042
SeryN2_010100019021 SeryN2_010100019396
SeryN2_010100019021 SeryN2_010100023614
SeryN2_010100019126 SeryN2_010100001939
SeryN2_010100019126 SeryN2_010100005212
