SNE_A00060 SNE_A22210
SNE_A19550 SNE_A00840
SNE_A19550 SNE_A08110
SNE_A19550 SNE_A13940
SNE_A19550 SNE_A05370
SNE_A19550 SNE_A23430
SNE_A19550 SNE_A08120
SNE_A19550 SNE_A02530
SNE_A19720 SNE_A19780
SNE_A19780 SNE_A19720
SNE_A20010 SNE_A11180
SNE_A20010 SNE_A06310
SNE_A20250 SNE_A10370
SNE_A20250 SNE_A04990
SNE_A20270 SNE_A04670
SNE_A20270 SNE_A11100
SNE_A20270 SNE_A15700
SNE_A20270 SNE_A01990
SNE_A20270 SNE_A06980
SNE_A20270 SNE_A21380
SNE_A20270 SNE_A10220
SNE_A20270 SNE_A09650
SNE_A20270 SNE_A10210
SNE_A20270 SNE_A09340
SNE_A20270 SNE_A08530
SNE_A20270 SNE_A13970
SNE_A20270 SNE_A16540
SNE_A21050 SNE_A06740
SNE_A21050 SNE_A09530
SNE_A21050 SNE_A07830
SNE_A21050 SNE_A04190
SNE_A21050 SNE_A15010
SNE_A21050 SNE_A22100
SNE_A21050 SNE_A11650
SNE_A21050 SNE_A08910
SNE_A21050 SNE_A12900
SNE_A21050 SNE_A12670
SNE_A21070 SNE_A08670
SNE_A21070 SNE_A11690
SNE_A21070 SNE_A09570
SNE_A21070 SNE_A19480
SNE_A21070 SNE_A14500
SNE_A21070 SNE_A15120
SNE_A21070 SNE_A07490
SNE_A21070 SNE_A15110
SNE_A21380 SNE_A20270
SNE_A21380 SNE_A07670
SNE_A21380 SNE_A09340
SNE_A21390 SNE_A22000
SNE_A21390 SNE_A02210
SNE_A21390 SNE_A21410
SNE_A21400 SNE_A08240
SNE_A21400 SNE_A10060
SNE_A21400 SNE_A10990
SNE_A21410 SNE_A21390
SNE_A21410 SNE_A08150
SNE_A21500 SNE_A23600
SNE_A21500 SNE_A17250
SNE_A21600 SNE_A08670
SNE_A21600 SNE_A12610
SNE_A21600 SNE_A19480
SNE_A21600 SNE_A14080
SNE_A21600 SNE_A14500
SNE_A21600 SNE_A22200
SNE_A21600 SNE_A11020
SNE_A21600 SNE_A09140
SNE_A21600 SNE_A08080
SNE_A21600 SNE_A05700
SNE_A21600 SNE_A22090
SNE_A21730 SNE_A21750
SNE_A21730 SNE_A18530
SNE_A21730 SNE_A02230
SNE_A21730 SNE_A13560
SNE_A21730 SNE_A18550
SNE_A21740 SNE_A12750
SNE_A21740 SNE_A05990
SNE_A21740 SNE_A02400
SNE_A21740 SNE_A16570
SNE_A21740 SNE_A16560
SNE_A21740 SNE_A10020
SNE_A21740 SNE_A19480
SNE_A21740 SNE_A07490
SNE_A21750 SNE_A18150
SNE_A21750 SNE_A21730
SNE_A21750 SNE_A22140
SNE_A21750 SNE_A16540
SNE_A21760 SNE_A09430
SNE_A21760 SNE_A00690
SNE_A21770 SNE_A00490
SNE_A21770 SNE_A00840
SNE_A21770 SNE_A17420
SNE_A21770 SNE_A05990
SNE_A21770 SNE_A12300
SNE_A21770 SNE_A17520
SNE_A21770 SNE_A13940
SNE_A21950 SNE_A19310
SNE_A21950 SNE_A05370
SNE_A21950 SNE_A22620
SNE_A21980 SNE_A18050
SNE_A21980 SNE_A09710
SNE_A22000 SNE_A02210
SNE_A22000 SNE_A21390
SNE_A22000 SNE_A13990
SNE_A22050 SNE_A05470
SNE_A22050 SNE_A11940
SNE_A22050 SNE_A05300
SNE_A22050 SNE_A03820
SNE_A22090 SNE_A08080
SNE_A22090 SNE_A05700
SNE_A22090 SNE_A21600
SNE_A22090 SNE_A12610
SNE_A22090 SNE_A19480
SNE_A22090 SNE_A14080
SNE_A22090 SNE_A14500
SNE_A22090 SNE_A22200
SNE_A22090 SNE_A09140
SNE_A22090 SNE_A08670
SNE_A22090 SNE_A11020
SNE_A22100 SNE_A15430
SNE_A22100 SNE_A02430
SNE_A22100 SNE_A09950
SNE_A22100 SNE_A03070
SNE_A22100 SNE_A21050
SNE_A22140 SNE_A18150
SNE_A22140 SNE_A16540
SNE_A22140 SNE_A21750
SNE_A22200 SNE_A11020
SNE_A22200 SNE_A22090
SNE_A22200 SNE_A08670
SNE_A22200 SNE_A08080
SNE_A22200 SNE_A12610
SNE_A22200 SNE_A21600
SNE_A22200 SNE_A19480
SNE_A22200 SNE_A14080
SNE_A22200 SNE_A14500
SNE_A22200 SNE_A09140
SNE_A22200 SNE_A05700
SNE_A22210 SNE_A08400
SNE_A22210 SNE_A00060
SNE_A22300 SNE_A12670
SNE_A22300 SNE_A09660
SNE_A22300 SNE_A01480
SNE_A22300 SNE_A13270
SNE_A22350 SNE_A09530
SNE_A22350 SNE_A11650
SNE_A22350 SNE_A07830
SNE_A22350 SNE_A00740
SNE_A22350 SNE_A04190
SNE_A22350 SNE_A06740
SNE_A22350 SNE_A15010
SNE_A22350 SNE_A12900
SNE_A22350 SNE_A12670
SNE_A22370 SNE_A18450
SNE_A22490 SNE_A07830
SNE_A22490 SNE_A08670
SNE_A22490 SNE_A19550
SNE_A22490 SNE_A15430
SNE_A22490 SNE_A04190
SNE_A22490 SNE_A02430
SNE_A22490 SNE_A09950
SNE_A22490 SNE_A06740
SNE_A22490 SNE_A15010
SNE_A22490 SNE_A03070
SNE_A22490 SNE_A09530
SNE_A22490 SNE_A08720
SNE_A22490 SNE_A11650
SNE_A22490 SNE_A12900
SNE_A22490 SNE_A12670
SNE_A22590 SNE_A05870
SNE_A22590 SNE_A07850
SNE_A22620 SNE_A05370
SNE_A22620 SNE_A11100
SNE_A22620 SNE_A04670
SNE_A22620 SNE_A21950
SNE_A22620 SNE_A09880
SNE_A22620 SNE_A15700
SNE_A22620 SNE_A16320
SNE_A22620 SNE_A00840
SNE_A22620 SNE_A01990
SNE_A22620 SNE_A10500
SNE_A22620 SNE_A16310
SNE_A22620 SNE_A16300
SNE_A22620 SNE_A16330
SNE_A22680 SNE_A18380
SNE_A22850 SNE_A06740
SNE_A22850 SNE_A07830
SNE_A22850 SNE_A19550
SNE_A22850 SNE_A08670
SNE_A22850 SNE_A12240
SNE_A22850 SNE_A11100
SNE_A22850 SNE_A04190
SNE_A22850 SNE_A15700
SNE_A22850 SNE_A08100
SNE_A22850 SNE_A01990
SNE_A22850 SNE_A08110
SNE_A22850 SNE_A15010
SNE_A22850 SNE_A16730
SNE_A22850 SNE_A11650
SNE_A22850 SNE_A08720
SNE_A22850 SNE_A16720
SNE_A22850 SNE_A09530
SNE_A22850 SNE_A12670
SNE_A22850 SNE_A08120
SNE_A22850 SNE_A12900
SNE_A22890 SNE_A22900
SNE_A22900 SNE_A22890
SNE_A23010 SNE_A10880
SNE_A23010 SNE_A04370
SNE_A23140 SNE_A05990
SNE_A23140 SNE_A19480
SNE_A23140 SNE_A12300
SNE_A23140 SNE_A09570
SNE_A23140 SNE_A17420
SNE_A23170 SNE_A11630
SNE_A23170 SNE_A11610
SNE_A23170 SNE_A10700
SNE_A23170 SNE_A11620
SNE_A23170 SNE_A10490
SNE_A23270 SNE_A09340
SNE_A23330 SNE_A16920
SNE_A23430 SNE_A07010
SNE_A23430 SNE_A19550
SNE_A23430 SNE_A12240
SNE_A23430 SNE_A14840
SNE_A23430 SNE_A04020
SNE_A23430 SNE_A04010
SNE_A23600 SNE_A21500
SNE_A23600 SNE_A17250
SNE_A23610 SNE_A07690
