CHU_0004 CHU_2823
CHU_1735 CHU_1331
CHU_1735 CHU_2612
CHU_1735 CHU_2502
CHU_1735 CHU_0030
CHU_1735 CHU_3838
CHU_1735 CHU_1734
CHU_1735 CHU_3134
CHU_1735 CHU_1741
CHU_1735 CHU_3495
CHU_1735 CHU_0053
CHU_1735 CHU_1086
CHU_1735 CHU_3463
CHU_1741 CHU_1088
CHU_1741 CHU_1734
CHU_1741 CHU_3838
CHU_1741 CHU_2612
CHU_1741 CHU_2502
CHU_1741 CHU_0030
CHU_1741 CHU_3776
CHU_1741 CHU_2824
CHU_1741 CHU_3134
CHU_1741 CHU_2741
CHU_1741 CHU_1670
CHU_1741 CHU_2624
CHU_1741 CHU_3495
CHU_1741 CHU_0053
CHU_1741 CHU_3463
CHU_1741 CHU_1086
CHU_1741 CHU_1735
CHU_1741 CHU_1021
CHU_1741 CHU_3360
CHU_1741 CHU_3373
CHU_1741 CHU_3777
CHU_1741 CHU_3062
CHU_1741 CHU_0703
CHU_1741 CHU_3278
CHU_1753 CHU_2824
CHU_1753 CHU_3049
CHU_1753 CHU_1570
CHU_1753 CHU_3309
CHU_1753 CHU_1542
CHU_1753 CHU_1289
CHU_1753 CHU_3633
CHU_1753 CHU_3310
CHU_1753 CHU_3360
CHU_1753 CHU_1297
CHU_1753 CHU_1433
CHU_1753 CHU_2917
CHU_1753 CHU_1434
CHU_1753 CHU_1569
CHU_1753 CHU_2397
CHU_1753 CHU_3078
CHU_1753 CHU_0402
CHU_1755 CHU_2402
CHU_1755 CHU_2982
CHU_1755 CHU_2680
CHU_1755 CHU_3741
CHU_1755 CHU_3360
CHU_1755 CHU_1622
CHU_1755 CHU_0390
CHU_1755 CHU_1086
CHU_1755 CHU_1275
CHU_1755 CHU_3718
CHU_1755 CHU_1517
CHU_1755 CHU_2240
CHU_1755 CHU_3463
CHU_1755 CHU_1896
CHU_1755 CHU_1436
CHU_1755 CHU_2249
CHU_1755 CHU_1624
CHU_1755 CHU_2429
CHU_1755 CHU_1623
CHU_1755 CHU_3281
CHU_1755 CHU_3590
CHU_1755 CHU_1910
CHU_1756 CHU_2250
CHU_1756 CHU_0996
CHU_1756 CHU_1661
CHU_1756 CHU_0472
CHU_1756 CHU_3060
CHU_1756 CHU_1630
CHU_1756 CHU_0301
CHU_1756 CHU_1895
CHU_1756 CHU_1894
CHU_1756 CHU_3731
CHU_1756 CHU_2529
CHU_1756 CHU_3133
CHU_1756 CHU_1341
CHU_1756 CHU_2229
CHU_1756 CHU_1992
CHU_1757 CHU_1897
CHU_1757 CHU_0326
CHU_1758 CHU_0784
CHU_1758 CHU_0369
CHU_1758 CHU_0719
CHU_1758 CHU_3290
CHU_1758 CHU_3291
CHU_1758 CHU_3025
CHU_1758 CHU_1269
CHU_1758 CHU_1759
CHU_1759 CHU_1758
CHU_1759 CHU_2140
CHU_1775 CHU_3403
CHU_1778 CHU_0975
CHU_1778 CHU_1815
CHU_1786 CHU_1400
CHU_1786 CHU_0599
CHU_1786 CHU_2390
CHU_1786 CHU_0451
CHU_1786 CHU_3168
CHU_1786 CHU_0577
CHU_1786 CHU_0452
CHU_1786 CHU_3136
CHU_1786 CHU_0068
CHU_1786 CHU_3648
CHU_1786 CHU_0086
CHU_1786 CHU_3169
CHU_1788 CHU_1198
CHU_1788 CHU_3669
CHU_1793 CHU_1007
CHU_1793 CHU_2701
CHU_1793 CHU_0084
CHU_1804 CHU_2726
CHU_1804 CHU_0615
CHU_1804 CHU_1391
CHU_1808 CHU_0369
CHU_1808 CHU_3290
CHU_1808 CHU_1302
CHU_1808 CHU_3291
CHU_1808 CHU_0719
CHU_1812 CHU_3320
CHU_1812 CHU_0073
CHU_1812 CHU_0207
CHU_1812 CHU_0274
CHU_1812 CHU_0074
CHU_1812 CHU_0610
CHU_1812 CHU_0684
CHU_1812 CHU_1433
CHU_1812 CHU_0136
CHU_1812 CHU_2639
CHU_1812 CHU_1434
CHU_1815 CHU_1778
CHU_1815 CHU_0975
CHU_1816 CHU_3236
CHU_1816 CHU_3633
CHU_1816 CHU_3296
CHU_1816 CHU_0207
CHU_1816 CHU_3297
CHU_1816 CHU_0074
CHU_1816 CHU_0073
CHU_1816 CHU_0684
CHU_1816 CHU_0685
CHU_1842 CHU_1655
CHU_1842 CHU_3784
CHU_1842 CHU_2273
CHU_1842 CHU_2268
CHU_1842 CHU_1280
CHU_1842 CHU_1107
CHU_1842 CHU_1401
CHU_1842 CHU_3577
CHU_1842 CHU_2802
CHU_1842 CHU_3811
CHU_1842 CHU_2103
CHU_1861 CHU_2124
CHU_1861 CHU_1270
CHU_1862 CHU_2337
CHU_1862 CHU_2422
CHU_1862 CHU_2627
CHU_1875 CHU_0656
CHU_1875 CHU_0998
CHU_1875 CHU_2529
CHU_1875 CHU_1661
CHU_1875 CHU_1341
CHU_1875 CHU_0472
CHU_1875 CHU_3060
CHU_1875 CHU_2290
CHU_1875 CHU_2602
CHU_1875 CHU_0301
CHU_1875 CHU_1895
CHU_1875 CHU_1992
CHU_1875 CHU_1894
CHU_1877 CHU_2140
CHU_1877 CHU_1897
CHU_1888 CHU_2739
CHU_1894 CHU_2250
CHU_1894 CHU_1605
CHU_1894 CHU_3133
CHU_1894 CHU_3731
CHU_1894 CHU_3060
CHU_1894 CHU_3277
CHU_1894 CHU_1600
CHU_1894 CHU_1895
CHU_1894 CHU_1756
CHU_1894 CHU_3718
CHU_1894 CHU_2773
CHU_1894 CHU_0251
CHU_1894 CHU_2422
CHU_1894 CHU_2680
CHU_1894 CHU_0998
CHU_1894 CHU_0301
CHU_1894 CHU_2896
CHU_1894 CHU_1992
CHU_1894 CHU_1875
CHU_1894 CHU_2627
CHU_1894 CHU_2529
CHU_1894 CHU_1400
CHU_1894 CHU_0472
CHU_1894 CHU_2987
CHU_1894 CHU_1341
CHU_1894 CHU_3631
CHU_1895 CHU_2896
CHU_1895 CHU_2250
CHU_1895 CHU_1875
CHU_1895 CHU_1894
CHU_1895 CHU_2627
CHU_1895 CHU_2529
CHU_1895 CHU_3277
CHU_1895 CHU_1600
CHU_1895 CHU_3060
CHU_1895 CHU_3133
CHU_1895 CHU_1605
CHU_1895 CHU_3731
CHU_1895 CHU_2680
CHU_1895 CHU_1992
CHU_1895 CHU_0998
CHU_1895 CHU_1756
CHU_1895 CHU_0301
CHU_1895 CHU_0251
CHU_1895 CHU_2773
CHU_1895 CHU_3718
CHU_1895 CHU_2422
CHU_1895 CHU_1341
CHU_1895 CHU_0472
CHU_1895 CHU_2987
CHU_1895 CHU_1400
CHU_1895 CHU_3631
CHU_1896 CHU_1755
CHU_1896 CHU_1622
CHU_1896 CHU_1275
CHU_1896 CHU_1517
CHU_1896 CHU_2123
CHU_1896 CHU_0390
CHU_1896 CHU_2469
CHU_1896 CHU_1397
CHU_1896 CHU_2863
CHU_1896 CHU_2115
CHU_1896 CHU_1624
CHU_1896 CHU_3281
CHU_1896 CHU_1623
CHU_1896 CHU_0327
CHU_1896 CHU_1085
CHU_1897 CHU_1877
CHU_1897 CHU_1757
CHU_1910 CHU_1275
CHU_1910 CHU_2982
CHU_1910 CHU_2527
CHU_1910 CHU_2240
CHU_1910 CHU_3741
CHU_1910 CHU_2019
CHU_1910 CHU_1755
CHU_1910 CHU_1622
CHU_1910 CHU_1436
CHU_1910 CHU_2429
CHU_1910 CHU_3591
CHU_1910 CHU_3281
CHU_1910 CHU_3361
CHU_1910 CHU_3590
CHU_1910 CHU_1623
CHU_1910 CHU_2402
CHU_1910 CHU_1517
CHU_1912 CHU_3733
CHU_1912 CHU_1563
CHU_1912 CHU_3734
CHU_1918 CHU_1574
CHU_1918 CHU_1144
CHU_1918 CHU_0202
CHU_1918 CHU_0165
CHU_1918 CHU_0774
CHU_1919 CHU_0949
CHU_1919 CHU_2742
CHU_1926 CHU_3720
CHU_1926 CHU_0947
CHU_1966 CHU_1320
CHU_1966 CHU_1968
CHU_1966 CHU_1967
CHU_1966 CHU_1969
CHU_1967 CHU_1969
CHU_1967 CHU_1966
CHU_1967 CHU_1968
CHU_1967 CHU_1320
CHU_1968 CHU_1320
CHU_1968 CHU_1966
CHU_1968 CHU_1967
CHU_1968 CHU_1969
CHU_1969 CHU_1967
CHU_1969 CHU_1966
CHU_1969 CHU_1968
CHU_1969 CHU_1320
CHU_1978 CHU_0658
CHU_1983 CHU_1984
CHU_1984 CHU_1983
CHU_1992 CHU_2896
CHU_1992 CHU_2422
CHU_1992 CHU_0251
CHU_1992 CHU_3718
CHU_1992 CHU_3731
CHU_1992 CHU_1600
CHU_1992 CHU_3277
CHU_1992 CHU_1400
CHU_1992 CHU_2250
CHU_1992 CHU_2987
CHU_1992 CHU_2773
CHU_1992 CHU_0998
CHU_1992 CHU_2680
CHU_1992 CHU_2627
CHU_1992 CHU_0472
CHU_1992 CHU_3631
CHU_1992 CHU_1756
CHU_1992 CHU_3060
CHU_1992 CHU_0301
CHU_1992 CHU_1895
CHU_1992 CHU_1875
CHU_1992 CHU_1894
CHU_1992 CHU_2529
CHU_1992 CHU_1341
CHU_1992 CHU_3133
CHU_1992 CHU_1605
CHU_1995 CHU_2439
CHU_1995 CHU_3724
CHU_1998 CHU_0932
CHU_1998 CHU_0068
CHU_1998 CHU_1563
CHU_2002 CHU_1549
CHU_2002 CHU_3168
CHU_2002 CHU_1233
CHU_2002 CHU_3657
CHU_2002 CHU_3483
CHU_2002 CHU_1347
CHU_2002 CHU_0009
CHU_2002 CHU_3136
CHU_2002 CHU_0019
CHU_2002 CHU_0094
CHU_2002 CHU_0491
CHU_2002 CHU_3648
CHU_2002 CHU_3169
CHU_2002 CHU_1680
CHU_2002 CHU_1537
CHU_2004 CHU_0610
CHU_2005 CHU_3309
CHU_2005 CHU_2684
CHU_2005 CHU_0068
CHU_2005 CHU_1271
CHU_2005 CHU_1563
CHU_2005 CHU_0599
CHU_2005 CHU_0932
CHU_2005 CHU_0934
CHU_2005 CHU_1273
CHU_2019 CHU_3591
CHU_2019 CHU_0017
CHU_2019 CHU_1910
CHU_2022 CHU_2563
CHU_2022 CHU_0647
CHU_2022 CHU_0765
CHU_2025 CHU_2026
CHU_2025 CHU_2028
CHU_2025 CHU_2027
CHU_2026 CHU_2027
CHU_2026 CHU_2028
CHU_2026 CHU_2025
CHU_2027 CHU_2025
CHU_2027 CHU_2026
CHU_2027 CHU_2028
CHU_2028 CHU_2025
CHU_2028 CHU_2027
CHU_2028 CHU_2026
CHU_2061 CHU_3497
CHU_2078 CHU_1237
CHU_2079 CHU_1237
CHU_2101 CHU_3657
CHU_2101 CHU_1233
CHU_2101 CHU_1347
CHU_2101 CHU_0932
CHU_2101 CHU_1549
CHU_2101 CHU_0009
CHU_2101 CHU_0094
CHU_2101 CHU_3648
CHU_2101 CHU_0491
CHU_2101 CHU_1680
CHU_2101 CHU_1400
CHU_2101 CHU_1537
CHU_2103 CHU_2268
CHU_2103 CHU_2802
CHU_2103 CHU_3577
CHU_2103 CHU_3811
CHU_2103 CHU_1842
CHU_2103 CHU_1655
CHU_2103 CHU_3784
CHU_2103 CHU_2273
CHU_2103 CHU_1280
CHU_2103 CHU_1401
CHU_2103 CHU_1107
CHU_2110 CHU_1037
CHU_2110 CHU_2123
CHU_2110 CHU_3672
CHU_2110 CHU_0969
CHU_2110 CHU_1071
CHU_2110 CHU_1085
CHU_2110 CHU_3011
CHU_2110 CHU_0327
CHU_2115 CHU_3011
CHU_2115 CHU_0466
CHU_2115 CHU_0390
CHU_2115 CHU_2123
CHU_2115 CHU_2863
CHU_2115 CHU_2469
CHU_2115 CHU_1397
CHU_2115 CHU_1896
CHU_2115 CHU_3189
CHU_2115 CHU_1624
CHU_2115 CHU_3672
CHU_2115 CHU_0327
CHU_2115 CHU_1071
CHU_2115 CHU_1085
CHU_2123 CHU_2110
CHU_2123 CHU_2863
CHU_2123 CHU_1397
CHU_2123 CHU_1896
CHU_2123 CHU_1037
CHU_2123 CHU_2115
CHU_2123 CHU_1624
CHU_2123 CHU_0390
CHU_2123 CHU_0327
CHU_2123 CHU_0969
CHU_2123 CHU_1085
CHU_2124 CHU_1861
CHU_2125 CHU_1564
CHU_2126 CHU_2441
CHU_2140 CHU_1877
CHU_2140 CHU_1759
CHU_2166 CHU_1354
CHU_2166 CHU_3297
CHU_2166 CHU_3296
CHU_2166 CHU_0207
CHU_2168 CHU_3176
CHU_2168 CHU_3373
CHU_2168 CHU_2625
CHU_2168 CHU_1447
CHU_2168 CHU_2829
CHU_2168 CHU_0025
CHU_2172 CHU_2424
CHU_2192 CHU_3180
CHU_2192 CHU_0087
CHU_2194 CHU_2986
CHU_2194 CHU_2195
CHU_2194 CHU_0751
CHU_2194 CHU_2985
CHU_2194 CHU_2984
CHU_2195 CHU_2194
CHU_2195 CHU_2986
CHU_2195 CHU_2985
CHU_2195 CHU_2984
CHU_2195 CHU_0751
CHU_2202 CHU_2204
CHU_2202 CHU_2206
CHU_2202 CHU_2203
CHU_2202 CHU_2205
CHU_2202 CHU_2207
CHU_2202 CHU_1138
CHU_2203 CHU_2204
CHU_2203 CHU_2205
CHU_2203 CHU_2207
CHU_2203 CHU_2202
CHU_2203 CHU_1138
CHU_2203 CHU_2206
CHU_2204 CHU_3490
CHU_2204 CHU_2205
CHU_2204 CHU_2207
CHU_2204 CHU_1138
CHU_2204 CHU_2206
CHU_2204 CHU_2202
CHU_2204 CHU_2203
CHU_2205 CHU_2202
CHU_2205 CHU_2203
CHU_2205 CHU_2207
CHU_2205 CHU_1138
CHU_2205 CHU_2206
CHU_2205 CHU_2204
CHU_2206 CHU_2205
CHU_2206 CHU_2202
CHU_2206 CHU_2207
CHU_2206 CHU_1138
CHU_2206 CHU_2204
CHU_2206 CHU_2203
CHU_2207 CHU_2202
CHU_2207 CHU_2206
CHU_2207 CHU_2204
CHU_2207 CHU_2203
CHU_2207 CHU_2205
CHU_2207 CHU_1138
CHU_2214 CHU_2738
CHU_2214 CHU_1552
CHU_2214 CHU_2463
CHU_2215 CHU_0932
CHU_2215 CHU_1289
CHU_2215 CHU_0019
CHU_2215 CHU_0086
CHU_2223 CHU_1275
CHU_2223 CHU_1228
CHU_2229 CHU_2250
CHU_2229 CHU_2987
CHU_2229 CHU_1756
CHU_2229 CHU_0301
CHU_2229 CHU_0251
CHU_2229 CHU_3731
CHU_2232 CHU_1598
CHU_2232 CHU_0297
CHU_2233 CHU_3821
CHU_2233 CHU_3628
CHU_2233 CHU_1572
CHU_2240 CHU_2982
CHU_2240 CHU_1755
CHU_2240 CHU_3741
CHU_2240 CHU_2472
CHU_2240 CHU_1622
CHU_2240 CHU_2474
CHU_2240 CHU_1436
CHU_2240 CHU_1517
CHU_2240 CHU_2527
CHU_2240 CHU_2429
CHU_2240 CHU_2473
CHU_2240 CHU_3281
CHU_2240 CHU_1623
CHU_2240 CHU_3590
CHU_2240 CHU_3361
CHU_2240 CHU_1910
CHU_2240 CHU_2402
CHU_2245 CHU_0488
CHU_2245 CHU_0083
CHU_2249 CHU_2429
CHU_2249 CHU_0053
CHU_2249 CHU_2680
CHU_2249 CHU_3741
CHU_2249 CHU_2982
CHU_2249 CHU_1086
CHU_2249 CHU_1755
CHU_2249 CHU_3360
CHU_2249 CHU_2980
CHU_2249 CHU_3746
CHU_2249 CHU_3743
CHU_2249 CHU_1275
CHU_2249 CHU_2527
CHU_2249 CHU_3718
CHU_2249 CHU_1268
CHU_2249 CHU_3742
CHU_2249 CHU_1400
CHU_2249 CHU_0027
CHU_2250 CHU_0996
CHU_2250 CHU_3731
CHU_2250 CHU_1661
CHU_2250 CHU_1894
CHU_2250 CHU_2529
CHU_2250 CHU_2229
CHU_2250 CHU_3060
CHU_2250 CHU_3133
CHU_2250 CHU_0472
CHU_2250 CHU_1341
CHU_2250 CHU_1992
CHU_2250 CHU_1756
CHU_2250 CHU_1630
CHU_2250 CHU_0301
CHU_2250 CHU_1895
CHU_2268 CHU_2802
CHU_2268 CHU_2103
CHU_2268 CHU_0803
CHU_2268 CHU_1842
CHU_2268 CHU_1655
CHU_2268 CHU_1280
CHU_2268 CHU_1401
CHU_2268 CHU_1107
CHU_2273 CHU_1842
CHU_2273 CHU_0803
CHU_2273 CHU_2802
CHU_2273 CHU_2103
CHU_2273 CHU_1655
CHU_2273 CHU_1107
CHU_2273 CHU_1280
CHU_2273 CHU_1401
CHU_2276 CHU_3411
CHU_2276 CHU_0461
CHU_2276 CHU_0326
CHU_2276 CHU_3311
CHU_2280 CHU_2726
CHU_2280 CHU_1078
CHU_2290 CHU_0803
CHU_2290 CHU_0399
CHU_2290 CHU_1875
CHU_2290 CHU_0308
CHU_2315 CHU_3561
CHU_2327 CHU_1354
CHU_2337 CHU_1862
CHU_2337 CHU_1272
CHU_2374 CHU_2424
CHU_2387 CHU_1091
CHU_2390 CHU_3648
CHU_2390 CHU_0599
CHU_2390 CHU_0451
CHU_2390 CHU_1704
CHU_2390 CHU_0316
CHU_2390 CHU_1432
CHU_2390 CHU_0452
CHU_2390 CHU_1786
CHU_2390 CHU_1400
CHU_2395 CHU_0638
CHU_2395 CHU_3649
CHU_2395 CHU_0637
CHU_2395 CHU_0635
CHU_2395 CHU_0636
CHU_2395 CHU_0957
CHU_2397 CHU_1289
CHU_2397 CHU_3633
CHU_2397 CHU_1542
CHU_2397 CHU_3310
CHU_2397 CHU_0402
CHU_2397 CHU_3360
CHU_2397 CHU_1297
CHU_2397 CHU_1753
CHU_2397 CHU_2917
CHU_2397 CHU_1433
CHU_2397 CHU_3049
CHU_2397 CHU_1570
CHU_2397 CHU_3309
CHU_2397 CHU_3078
CHU_2397 CHU_2824
CHU_2397 CHU_1434
CHU_2397 CHU_1569
CHU_2398 CHU_3360
CHU_2398 CHU_1542
CHU_2398 CHU_1289
CHU_2402 CHU_2982
CHU_2402 CHU_3741
CHU_2402 CHU_1910
CHU_2402 CHU_1622
CHU_2402 CHU_2472
CHU_2402 CHU_1755
CHU_2402 CHU_2474
CHU_2402 CHU_2527
CHU_2402 CHU_1517
CHU_2402 CHU_2240
CHU_2402 CHU_1623
CHU_2402 CHU_3361
CHU_2402 CHU_3590
CHU_2402 CHU_1436
CHU_2402 CHU_2429
CHU_2402 CHU_3281
CHU_2402 CHU_2473
CHU_2409 CHU_0308
CHU_2409 CHU_1345
CHU_2409 CHU_0801
CHU_2409 CHU_0959
CHU_2409 CHU_0399
CHU_2411 CHU_3394
CHU_2411 CHU_0901
CHU_2417 CHU_0598
CHU_2417 CHU_3408
CHU_2422 CHU_3495
CHU_2422 CHU_1992
CHU_2422 CHU_2612
CHU_2422 CHU_0998
CHU_2422 CHU_2627
CHU_2422 CHU_3631
CHU_2422 CHU_1895
CHU_2422 CHU_1894
CHU_2422 CHU_2669
CHU_2422 CHU_1862
CHU_2424 CHU_2172
CHU_2424 CHU_2374
CHU_2424 CHU_0932
CHU_2424 CHU_2526
CHU_2424 CHU_0598
CHU_2429 CHU_1517
CHU_2429 CHU_2240
CHU_2429 CHU_3718
CHU_2429 CHU_2982
CHU_2429 CHU_2680
CHU_2429 CHU_3741
CHU_2429 CHU_1755
CHU_2429 CHU_1622
CHU_2429 CHU_2249
CHU_2429 CHU_3281
CHU_2429 CHU_0053
CHU_2429 CHU_3590
CHU_2429 CHU_0914
CHU_2429 CHU_1623
CHU_2429 CHU_1910
CHU_2429 CHU_2402
CHU_2429 CHU_0027
CHU_2439 CHU_1995
CHU_2439 CHU_3724
CHU_2439 CHU_3408
CHU_2441 CHU_2667
CHU_2441 CHU_2126
CHU_2452 CHU_3590
CHU_2463 CHU_2214
CHU_2466 CHU_2977
CHU_2466 CHU_0611
CHU_2468 CHU_3223
CHU_2468 CHU_0761
CHU_2469 CHU_1517
CHU_2469 CHU_2863
CHU_2469 CHU_1397
CHU_2469 CHU_1896
CHU_2469 CHU_2115
CHU_2469 CHU_1624
CHU_2469 CHU_3281
CHU_2469 CHU_1623
CHU_2469 CHU_1622
CHU_2469 CHU_0390
CHU_2472 CHU_3285
CHU_2472 CHU_2473
CHU_2472 CHU_3664
CHU_2472 CHU_3088
CHU_2472 CHU_2240
CHU_2472 CHU_2474
CHU_2472 CHU_2402
CHU_2472 CHU_0784
CHU_2473 CHU_2472
CHU_2473 CHU_3088
CHU_2473 CHU_0784
CHU_2473 CHU_2474
CHU_2473 CHU_2240
CHU_2473 CHU_3285
CHU_2473 CHU_3664
CHU_2473 CHU_2402
CHU_2474 CHU_2240
CHU_2474 CHU_3088
CHU_2474 CHU_0784
CHU_2474 CHU_2472
CHU_2474 CHU_3285
CHU_2474 CHU_2473
CHU_2474 CHU_3664
CHU_2474 CHU_2402
CHU_2502 CHU_3776
CHU_2502 CHU_3134
CHU_2502 CHU_1734
CHU_2502 CHU_3777
CHU_2502 CHU_3062
CHU_2502 CHU_0703
CHU_2502 CHU_0030
CHU_2502 CHU_3463
CHU_2502 CHU_1332
CHU_2502 CHU_0053
CHU_2502 CHU_3495
CHU_2502 CHU_1021
CHU_2502 CHU_1735
CHU_2502 CHU_2824
CHU_2502 CHU_1331
CHU_2502 CHU_3469
CHU_2502 CHU_2612
CHU_2502 CHU_1741
CHU_2502 CHU_1086
CHU_2502 CHU_3373
CHU_2502 CHU_3360
CHU_2502 CHU_3278
CHU_2502 CHU_3838
CHU_2512 CHU_0827
CHU_2521 CHU_0246
CHU_2521 CHU_0242
CHU_2526 CHU_0932
CHU_2526 CHU_3729
CHU_2526 CHU_2424
CHU_2526 CHU_0598
CHU_2527 CHU_3361
CHU_2527 CHU_1910
CHU_2527 CHU_2402
CHU_2527 CHU_2680
CHU_2527 CHU_2817
CHU_2527 CHU_3360
CHU_2527 CHU_3827
CHU_2527 CHU_1086
CHU_2527 CHU_3362
CHU_2527 CHU_1408
CHU_2527 CHU_2240
CHU_2527 CHU_3718
CHU_2527 CHU_3463
CHU_2527 CHU_3590
CHU_2527 CHU_2249
CHU_2527 CHU_1436
CHU_2529 CHU_2680
CHU_2529 CHU_1756
CHU_2529 CHU_0998
CHU_2529 CHU_3060
CHU_2529 CHU_2250
CHU_2529 CHU_2773
CHU_2529 CHU_0472
CHU_2529 CHU_1875
CHU_2529 CHU_0301
CHU_2529 CHU_1895
CHU_2529 CHU_1894
CHU_2529 CHU_2987
CHU_2529 CHU_1600
CHU_2529 CHU_3731
CHU_2529 CHU_3277
CHU_2529 CHU_0251
CHU_2529 CHU_3718
CHU_2529 CHU_1341
CHU_2529 CHU_3133
CHU_2529 CHU_2896
CHU_2529 CHU_1992
CHU_2529 CHU_1400
CHU_2533 CHU_1354
CHU_2536 CHU_3169
CHU_2536 CHU_3648
CHU_2536 CHU_3136
CHU_2536 CHU_3168
CHU_2563 CHU_1312
CHU_2563 CHU_2022
CHU_2563 CHU_0765
CHU_2564 CHU_2565
CHU_2565 CHU_2564
CHU_2581 CHU_0358
CHU_2581 CHU_2690
CHU_2581 CHU_1004
CHU_2581 CHU_1307
CHU_2581 CHU_2828
CHU_2589 CHU_0298
CHU_2589 CHU_3312
CHU_2602 CHU_0400
CHU_2602 CHU_1875
CHU_2612 CHU_3777
CHU_2612 CHU_3776
CHU_2612 CHU_2627
CHU_2612 CHU_1741
CHU_2612 CHU_2502
CHU_2612 CHU_3278
CHU_2612 CHU_3838
CHU_2612 CHU_1735
CHU_2612 CHU_3495
CHU_2612 CHU_2422
CHU_2612 CHU_0296
CHU_2612 CHU_3134
CHU_2612 CHU_1734
CHU_2613 CHU_1369
CHU_2614 CHU_1370
CHU_2616 CHU_1371
CHU_2617 CHU_1372
CHU_2618 CHU_1373
CHU_2619 CHU_1374
CHU_2620 CHU_1375
CHU_2624 CHU_1741
CHU_2624 CHU_1670
CHU_2624 CHU_2741
CHU_2624 CHU_1088
CHU_2625 CHU_2168
CHU_2627 CHU_0998
CHU_2627 CHU_3631
CHU_2627 CHU_1895
CHU_2627 CHU_1894
CHU_2627 CHU_2669
CHU_2627 CHU_1862
CHU_2627 CHU_3495
CHU_2627 CHU_2422
CHU_2627 CHU_1992
CHU_2627 CHU_2612
CHU_2635 CHU_2636
CHU_2636 CHU_2635
CHU_2636 CHU_0774
CHU_2636 CHU_0169
CHU_2637 CHU_2639
CHU_2637 CHU_0684
CHU_2637 CHU_0257
CHU_2637 CHU_0957
CHU_2639 CHU_1433
CHU_2639 CHU_0684
CHU_2639 CHU_0207
CHU_2639 CHU_0610
CHU_2639 CHU_0074
CHU_2639 CHU_2637
CHU_2639 CHU_0073
CHU_2639 CHU_1434
CHU_2639 CHU_3320
CHU_2639 CHU_0274
CHU_2639 CHU_1812
CHU_2648 CHU_0147
CHU_2657 CHU_1146
CHU_2667 CHU_2441
CHU_2667 CHU_3272
CHU_2667 CHU_3015
CHU_2669 CHU_2627
CHU_2669 CHU_2698
CHU_2669 CHU_2422
CHU_2669 CHU_2701
CHU_2680 CHU_1341
CHU_2680 CHU_1661
CHU_2680 CHU_0472
CHU_2680 CHU_2529
CHU_2680 CHU_1755
CHU_2680 CHU_3360
CHU_2680 CHU_2249
CHU_2680 CHU_3746
CHU_2680 CHU_3741
CHU_2680 CHU_2527
CHU_2680 CHU_3463
CHU_2680 CHU_3718
CHU_2680 CHU_2982
CHU_2680 CHU_2429
CHU_2680 CHU_3060
CHU_2680 CHU_2980
CHU_2680 CHU_1086
CHU_2680 CHU_1894
CHU_2680 CHU_3742
CHU_2680 CHU_1895
CHU_2680 CHU_1268
CHU_2680 CHU_1992
CHU_2680 CHU_0301
CHU_2680 CHU_3743
CHU_2680 CHU_1400
CHU_2680 CHU_0027
CHU_2681 CHU_1573
CHU_2684 CHU_2005
CHU_2689 CHU_3320
CHU_2689 CHU_1433
CHU_2689 CHU_1570
CHU_2689 CHU_1434
CHU_2690 CHU_2581
CHU_2690 CHU_0358
CHU_2690 CHU_3274
CHU_2690 CHU_1004
CHU_2690 CHU_1625
CHU_2690 CHU_2828
CHU_2690 CHU_1307
CHU_2698 CHU_0932
CHU_2698 CHU_0086
CHU_2698 CHU_0488
CHU_2698 CHU_0577
CHU_2698 CHU_0083
CHU_2698 CHU_0115
CHU_2698 CHU_2669
CHU_2701 CHU_1793
CHU_2701 CHU_2669
CHU_2701 CHU_1007
CHU_2703 CHU_0718
CHU_2703 CHU_0006
CHU_2704 CHU_0996
CHU_2704 CHU_1630
CHU_2704 CHU_0075
CHU_2704 CHU_1627
CHU_2704 CHU_0995
CHU_2707 CHU_3289
CHU_2710 CHU_0326
CHU_2726 CHU_1683
CHU_2726 CHU_2845
CHU_2726 CHU_1078
CHU_2726 CHU_1804
CHU_2726 CHU_2280
CHU_2738 CHU_2741
CHU_2738 CHU_2214
CHU_2739 CHU_3131
CHU_2739 CHU_1888
CHU_2739 CHU_1252
CHU_2739 CHU_2742
CHU_2739 CHU_1192
CHU_2739 CHU_1314
CHU_2739 CHU_3305
CHU_2739 CHU_2746
CHU_2739 CHU_0176
CHU_2739 CHU_1364
CHU_2741 CHU_1741
CHU_2741 CHU_2745
CHU_2741 CHU_2624
CHU_2741 CHU_1670
CHU_2741 CHU_2738
CHU_2741 CHU_1088
CHU_2742 CHU_2739
CHU_2742 CHU_0699
CHU_2742 CHU_0949
CHU_2742 CHU_1919
CHU_2745 CHU_3289
CHU_2745 CHU_0699
CHU_2745 CHU_2741
CHU_2745 CHU_0127
CHU_2746 CHU_2739
CHU_2752 CHU_1004
CHU_2752 CHU_1005
CHU_2752 CHU_3053
CHU_2752 CHU_3052
CHU_2758 CHU_2761
CHU_2758 CHU_2775
CHU_2761 CHU_2758
CHU_2773 CHU_2529
CHU_2773 CHU_1341
CHU_2773 CHU_0467
CHU_2773 CHU_1992
CHU_2773 CHU_2896
CHU_2773 CHU_0472
CHU_2773 CHU_3060
CHU_2773 CHU_1895
CHU_2773 CHU_1894
CHU_2773 CHU_1600
CHU_2775 CHU_3392
