CKO_00003 CKO_00004
CKO_02382 CKO_01207
CKO_02382 CKO_02571
CKO_02382 CKO_02659
CKO_02382 CKO_03742
CKO_02383 CKO_03838
CKO_02383 CKO_03834
CKO_02383 CKO_02842
CKO_02383 CKO_01208
CKO_02383 CKO_02660
CKO_02383 CKO_02655
CKO_02383 CKO_00834
CKO_02383 CKO_02382
CKO_02383 CKO_03216
CKO_02383 CKO_01267
CKO_02383 CKO_04383
CKO_02383 CKO_02846
CKO_02383 CKO_01265
CKO_02383 CKO_02384
CKO_02383 CKO_00850
CKO_02383 CKO_00919
CKO_02383 CKO_02573
CKO_02383 CKO_02569
CKO_02383 CKO_00851
CKO_02383 CKO_03743
CKO_02383 CKO_03741
CKO_02383 CKO_01206
CKO_02383 CKO_03217
CKO_02384 CKO_03215
CKO_02384 CKO_03836
CKO_02384 CKO_02843
CKO_02384 CKO_01265
CKO_02384 CKO_02660
CKO_02384 CKO_03743
CKO_02384 CKO_01206
CKO_02384 CKO_02572
CKO_02384 CKO_00852
CKO_02384 CKO_00921
CKO_02384 CKO_03217
CKO_02384 CKO_02844
CKO_02384 CKO_02382
CKO_02384 CKO_00850
CKO_02384 CKO_01266
CKO_02384 CKO_02846
CKO_02384 CKO_02383
CKO_02384 CKO_00832
CKO_02384 CKO_02573
CKO_02384 CKO_03837
CKO_02384 CKO_03742
CKO_02384 CKO_02571
CKO_02384 CKO_02659
CKO_02384 CKO_03838
CKO_02384 CKO_01207
CKO_02386 CKO_01728
CKO_02386 CKO_04811
CKO_02386 CKO_03921
CKO_02390 CKO_03267
CKO_02390 CKO_00208
CKO_02409 CKO_01227
CKO_02409 CKO_01262
CKO_02409 CKO_01228
CKO_02409 CKO_01263
CKO_02409 CKO_02410
CKO_02410 CKO_02409
CKO_02410 CKO_01227
CKO_02410 CKO_01262
CKO_02410 CKO_01228
CKO_02410 CKO_01263
CKO_02413 CKO_04521
CKO_02414 CKO_00377
CKO_02416 CKO_02418
CKO_02416 CKO_04622
CKO_02416 CKO_01789
CKO_02416 CKO_02419
CKO_02416 CKO_02042
CKO_02416 CKO_01543
CKO_02416 CKO_04620
CKO_02416 CKO_03140
CKO_02418 CKO_01543
CKO_02418 CKO_01789
CKO_02418 CKO_02416
CKO_02418 CKO_02419
CKO_02418 CKO_04622
CKO_02418 CKO_03140
CKO_02418 CKO_04620
CKO_02418 CKO_02042
CKO_02419 CKO_02418
CKO_02419 CKO_02416
CKO_02424 CKO_03681
CKO_02424 CKO_02436
CKO_02424 CKO_04451
CKO_02424 CKO_02139
CKO_02424 CKO_00332
CKO_02424 CKO_03119
CKO_02424 CKO_03800
CKO_02424 CKO_03116
CKO_02424 CKO_04646
CKO_02424 CKO_04641
CKO_02424 CKO_00565
CKO_02424 CKO_03118
CKO_02424 CKO_01621
CKO_02424 CKO_00505
CKO_02424 CKO_02435
CKO_02424 CKO_03680
CKO_02424 CKO_04452
CKO_02424 CKO_03034
CKO_02424 CKO_01310
CKO_02424 CKO_02437
CKO_02424 CKO_01517
CKO_02424 CKO_03678
CKO_02424 CKO_03117
CKO_02424 CKO_02438
CKO_02424 CKO_03906
CKO_02424 CKO_00652
CKO_02424 CKO_04008
CKO_02424 CKO_01623
CKO_02424 CKO_03679
CKO_02424 CKO_03803
CKO_02424 CKO_02439
CKO_02424 CKO_03749
CKO_02424 CKO_01821
CKO_02425 CKO_00820
CKO_02425 CKO_01344
CKO_02425 CKO_00336
CKO_02425 CKO_00819
CKO_02425 CKO_00804
CKO_02425 CKO_00821
CKO_02425 CKO_02476
CKO_02429 CKO_03181
CKO_02429 CKO_02435
CKO_02429 CKO_03256
CKO_02429 CKO_00337
CKO_02429 CKO_04514
CKO_02429 CKO_03850
CKO_02429 CKO_03853
CKO_02429 CKO_03680
CKO_02429 CKO_02433
CKO_02429 CKO_04667
CKO_02429 CKO_03043
CKO_02429 CKO_02287
CKO_02429 CKO_02437
CKO_02429 CKO_03678
CKO_02429 CKO_03304
CKO_02429 CKO_02438
CKO_02429 CKO_03851
CKO_02429 CKO_00545
CKO_02429 CKO_02431
CKO_02429 CKO_03906
CKO_02429 CKO_02830
CKO_02429 CKO_00448
CKO_02429 CKO_00497
CKO_02429 CKO_00340
CKO_02429 CKO_03679
CKO_02429 CKO_03816
CKO_02429 CKO_03258
CKO_02429 CKO_00470
CKO_02429 CKO_03854
CKO_02429 CKO_04222
CKO_02429 CKO_03681
CKO_02429 CKO_04666
CKO_02429 CKO_02436
CKO_02429 CKO_01425
CKO_02429 CKO_02434
CKO_02429 CKO_00187
CKO_02429 CKO_02168
CKO_02429 CKO_01318
CKO_02431 CKO_03906
CKO_02431 CKO_01517
CKO_02431 CKO_00545
CKO_02431 CKO_04667
CKO_02431 CKO_02287
CKO_02431 CKO_03043
CKO_02431 CKO_02830
CKO_02431 CKO_03851
CKO_02431 CKO_00448
CKO_02431 CKO_02429
CKO_02431 CKO_00497
CKO_02431 CKO_00340
CKO_02431 CKO_03679
CKO_02431 CKO_03816
CKO_02431 CKO_03258
CKO_02431 CKO_02434
CKO_02431 CKO_02436
CKO_02431 CKO_01425
CKO_02431 CKO_03256
CKO_02431 CKO_00337
CKO_02431 CKO_04514
CKO_02431 CKO_03680
CKO_02431 CKO_04641
CKO_02431 CKO_03717
CKO_02431 CKO_03850
CKO_02431 CKO_03853
CKO_02431 CKO_02435
CKO_02431 CKO_02433
CKO_02431 CKO_03304
CKO_02431 CKO_03181
CKO_02431 CKO_02437
CKO_02431 CKO_03678
CKO_02431 CKO_02438
CKO_02431 CKO_00470
CKO_02431 CKO_04222
CKO_02431 CKO_03681
CKO_02431 CKO_03854
CKO_02431 CKO_01318
CKO_02431 CKO_02168
CKO_02431 CKO_04666
CKO_02431 CKO_00187
CKO_02433 CKO_02429
CKO_02433 CKO_03851
CKO_02433 CKO_00448
CKO_02433 CKO_03256
CKO_02433 CKO_03850
CKO_02433 CKO_03853
CKO_02433 CKO_00545
CKO_02433 CKO_02431
CKO_02433 CKO_03852
CKO_02433 CKO_04222
CKO_02433 CKO_03854
CKO_02433 CKO_00187
CKO_02433 CKO_02434
CKO_02434 CKO_03256
CKO_02434 CKO_04646
CKO_02434 CKO_03034
CKO_02434 CKO_03853
CKO_02434 CKO_00505
CKO_02434 CKO_02433
CKO_02434 CKO_01789
CKO_02434 CKO_04622
CKO_02434 CKO_04620
CKO_02434 CKO_02431
CKO_02434 CKO_01545
CKO_02434 CKO_02429
CKO_02434 CKO_01840
CKO_02434 CKO_00208
CKO_02434 CKO_04008
CKO_02434 CKO_02139
CKO_02434 CKO_03852
CKO_02434 CKO_03854
CKO_02434 CKO_01835
CKO_02434 CKO_03696
CKO_02435 CKO_03034
CKO_02435 CKO_02429
CKO_02435 CKO_02437
CKO_02435 CKO_02729
CKO_02435 CKO_03678
CKO_02435 CKO_03905
CKO_02435 CKO_02438
CKO_02435 CKO_01545
CKO_02435 CKO_02431
CKO_02435 CKO_00652
CKO_02435 CKO_03851
CKO_02435 CKO_04008
CKO_02435 CKO_03679
CKO_02435 CKO_01623
CKO_02435 CKO_03749
CKO_02435 CKO_02731
CKO_02435 CKO_02139
CKO_02435 CKO_03681
CKO_02435 CKO_04637
CKO_02435 CKO_02436
CKO_02435 CKO_03680
CKO_02435 CKO_02424
CKO_02435 CKO_04646
CKO_02435 CKO_03850
CKO_02435 CKO_01621
CKO_02435 CKO_02732
CKO_02435 CKO_00505
CKO_02436 CKO_02429
CKO_02436 CKO_03851
CKO_02436 CKO_02139
CKO_02436 CKO_00652
CKO_02436 CKO_04646
CKO_02436 CKO_02732
CKO_02436 CKO_03850
CKO_02436 CKO_01621
CKO_02436 CKO_02435
CKO_02436 CKO_00505
CKO_02436 CKO_03749
CKO_02436 CKO_02424
CKO_02436 CKO_03680
CKO_02436 CKO_03034
CKO_02436 CKO_02431
CKO_02436 CKO_02437
CKO_02436 CKO_01545
CKO_02436 CKO_02729
CKO_02436 CKO_03678
CKO_02436 CKO_03905
CKO_02436 CKO_02438
CKO_02436 CKO_04008
CKO_02436 CKO_03679
CKO_02436 CKO_01623
CKO_02436 CKO_03681
CKO_02436 CKO_02731
CKO_02436 CKO_04637
CKO_02437 CKO_02435
CKO_02437 CKO_03678
CKO_02437 CKO_00505
CKO_02437 CKO_02424
CKO_02437 CKO_02438
CKO_02437 CKO_03749
CKO_02437 CKO_03680
CKO_02437 CKO_01545
CKO_02437 CKO_02431
CKO_02437 CKO_04646
CKO_02437 CKO_03034
CKO_02437 CKO_00652
CKO_02437 CKO_03681
CKO_02437 CKO_02139
CKO_02437 CKO_03851
CKO_02437 CKO_02429
CKO_02437 CKO_02436
CKO_02437 CKO_03850
CKO_02437 CKO_04008
CKO_02437 CKO_03679
CKO_02437 CKO_01623
CKO_02437 CKO_01621
CKO_02438 CKO_03749
CKO_02438 CKO_04646
CKO_02438 CKO_03680
CKO_02438 CKO_03034
CKO_02438 CKO_03681
CKO_02438 CKO_02424
CKO_02438 CKO_00505
CKO_02438 CKO_01621
CKO_02438 CKO_03850
CKO_02438 CKO_02435
CKO_02438 CKO_02437
CKO_02438 CKO_03678
CKO_02438 CKO_01545
CKO_02438 CKO_02431
CKO_02438 CKO_00652
CKO_02438 CKO_02429
CKO_02438 CKO_03851
CKO_02438 CKO_01623
CKO_02438 CKO_03679
CKO_02438 CKO_04008
CKO_02438 CKO_02436
CKO_02438 CKO_02139
CKO_02439 CKO_03259
CKO_02439 CKO_04008
CKO_02439 CKO_01623
CKO_02439 CKO_03258
CKO_02439 CKO_03252
CKO_02439 CKO_01358
CKO_02439 CKO_03749
CKO_02439 CKO_04825
CKO_02439 CKO_03038
CKO_02439 CKO_03717
CKO_02439 CKO_04646
CKO_02439 CKO_04514
CKO_02439 CKO_04641
CKO_02439 CKO_00565
CKO_02439 CKO_01621
CKO_02439 CKO_02209
CKO_02439 CKO_04452
CKO_02439 CKO_01789
CKO_02439 CKO_03034
CKO_02439 CKO_02424
CKO_02439 CKO_03181
CKO_02439 CKO_04667
CKO_02439 CKO_02287
CKO_02439 CKO_03043
CKO_02439 CKO_00208
CKO_02439 CKO_04622
CKO_02439 CKO_02363
CKO_02439 CKO_01545
CKO_02439 CKO_00545
CKO_02439 CKO_01517
CKO_02439 CKO_03906
CKO_02439 CKO_01967
CKO_02439 CKO_00448
CKO_02439 CKO_04620
CKO_02439 CKO_01840
CKO_02439 CKO_00470
CKO_02439 CKO_04222
CKO_02439 CKO_01425
CKO_02439 CKO_04451
CKO_02439 CKO_02139
CKO_02439 CKO_02168
CKO_02439 CKO_00187
CKO_02439 CKO_04666
CKO_02439 CKO_03696
CKO_02439 CKO_00332
CKO_02463 CKO_02465
CKO_02463 CKO_02464
CKO_02464 CKO_02465
CKO_02464 CKO_02463
CKO_02465 CKO_02463
CKO_02465 CKO_02464
CKO_02466 CKO_02467
CKO_02467 CKO_02466
CKO_02469 CKO_04486
CKO_02469 CKO_01578
CKO_02469 CKO_03247
CKO_02469 CKO_02930
CKO_02469 CKO_04314
CKO_02469 CKO_04340
CKO_02471 CKO_02049
CKO_02471 CKO_01271
CKO_02471 CKO_04849
CKO_02471 CKO_00329
CKO_02471 CKO_00092
CKO_02471 CKO_00745
CKO_02471 CKO_04280
CKO_02471 CKO_00375
CKO_02471 CKO_04820
CKO_02471 CKO_01801
CKO_02471 CKO_03782
CKO_02471 CKO_03243
CKO_02471 CKO_00492
CKO_02471 CKO_00687
CKO_02471 CKO_04847
CKO_02471 CKO_04838
CKO_02471 CKO_00493
CKO_02471 CKO_03378
CKO_02471 CKO_01628
CKO_02471 CKO_03410
CKO_02471 CKO_02377
CKO_02471 CKO_01314
CKO_02471 CKO_00130
CKO_02471 CKO_04426
CKO_02471 CKO_04309
CKO_02471 CKO_04538
CKO_02471 CKO_05127
CKO_02471 CKO_03797
CKO_02471 CKO_00330
CKO_02471 CKO_00412
CKO_02471 CKO_03893
CKO_02471 CKO_03578
CKO_02471 CKO_04295
CKO_02471 CKO_01957
CKO_02471 CKO_01113
CKO_02471 CKO_01116
CKO_02476 CKO_01344
CKO_02476 CKO_02425
CKO_02485 CKO_00377
CKO_02485 CKO_04626
CKO_02485 CKO_01932
CKO_02485 CKO_02487
CKO_02485 CKO_00359
CKO_02485 CKO_00222
CKO_02486 CKO_01624
CKO_02486 CKO_03893
CKO_02486 CKO_02947
CKO_02486 CKO_00066
CKO_02486 CKO_02777
CKO_02486 CKO_02487
CKO_02486 CKO_04577
CKO_02487 CKO_04577
CKO_02487 CKO_00359
CKO_02487 CKO_02485
CKO_02487 CKO_00222
CKO_02487 CKO_04536
CKO_02487 CKO_00066
CKO_02487 CKO_02486
CKO_02487 CKO_04626
CKO_02487 CKO_01932
CKO_02490 CKO_03657
CKO_02490 CKO_03385
CKO_02490 CKO_04332
CKO_02490 CKO_03563
CKO_02490 CKO_01796
CKO_02490 CKO_00084
CKO_02490 CKO_04622
CKO_02490 CKO_03230
CKO_02490 CKO_04620
CKO_02490 CKO_03894
CKO_02490 CKO_04574
CKO_02490 CKO_02359
CKO_02490 CKO_00208
CKO_02490 CKO_03562
CKO_02490 CKO_02139
CKO_02490 CKO_03054
CKO_02490 CKO_03696
CKO_02490 CKO_02076
CKO_02501 CKO_00176
CKO_02501 CKO_00542
CKO_02507 CKO_02511
CKO_02507 CKO_02510
CKO_02507 CKO_02509
CKO_02509 CKO_02511
CKO_02509 CKO_02507
CKO_02509 CKO_02510
CKO_02510 CKO_02509
CKO_02510 CKO_02507
CKO_02510 CKO_02511
CKO_02511 CKO_02509
CKO_02511 CKO_02507
CKO_02511 CKO_02510
CKO_02516 CKO_00716
CKO_02516 CKO_03580
CKO_02516 CKO_01959
CKO_02516 CKO_01709
CKO_02516 CKO_03207
CKO_02516 CKO_03151
CKO_02516 CKO_01124
CKO_02516 CKO_03182
CKO_02516 CKO_00265
CKO_02516 CKO_00047
CKO_02516 CKO_03541
CKO_02516 CKO_03421
CKO_02516 CKO_01110
CKO_02516 CKO_02679
CKO_02516 CKO_02968
CKO_02517 CKO_00092
CKO_02517 CKO_01611
CKO_02517 CKO_03418
CKO_02517 CKO_03267
CKO_02517 CKO_04051
CKO_02517 CKO_04105
CKO_02517 CKO_03937
CKO_02517 CKO_01610
CKO_02517 CKO_01765
CKO_02517 CKO_03031
CKO_02517 CKO_02669
CKO_02517 CKO_03396
CKO_02517 CKO_02990
CKO_02517 CKO_02134
CKO_02518 CKO_00778
CKO_02518 CKO_00804
CKO_02519 CKO_00822
CKO_02519 CKO_00821
CKO_02522 CKO_03285
CKO_02522 CKO_01083
CKO_02526 CKO_00774
CKO_02526 CKO_03285
CKO_02526 CKO_04583
CKO_02526 CKO_04819
CKO_02526 CKO_02270
CKO_02528 CKO_02530
CKO_02528 CKO_04921
CKO_02528 CKO_00462
CKO_02528 CKO_01375
CKO_02528 CKO_03402
CKO_02528 CKO_04924
CKO_02528 CKO_01963
CKO_02530 CKO_04921
CKO_02530 CKO_02528
CKO_02530 CKO_00462
CKO_02530 CKO_01375
CKO_02530 CKO_04924
CKO_02530 CKO_03402
CKO_02530 CKO_01963
CKO_02539 CKO_02540
CKO_02539 CKO_03361
CKO_02539 CKO_03362
CKO_02540 CKO_03362
CKO_02540 CKO_02539
CKO_02540 CKO_03361
CKO_02546 CKO_04763
CKO_02559 CKO_04317
CKO_02565 CKO_02575
CKO_02565 CKO_02580
CKO_02565 CKO_02567
CKO_02565 CKO_02566
CKO_02566 CKO_02575
CKO_02566 CKO_02568
CKO_02566 CKO_00525
CKO_02566 CKO_02580
CKO_02566 CKO_00916
CKO_02566 CKO_02565
CKO_02566 CKO_01253
CKO_02566 CKO_02567
CKO_02567 CKO_02565
CKO_02567 CKO_02575
CKO_02567 CKO_02580
CKO_02567 CKO_02566
CKO_02568 CKO_03876
CKO_02568 CKO_00525
CKO_02568 CKO_00456
CKO_02568 CKO_01339
CKO_02568 CKO_03919
CKO_02568 CKO_03920
CKO_02568 CKO_03855
CKO_02568 CKO_01340
CKO_02568 CKO_00916
CKO_02568 CKO_02566
CKO_02568 CKO_02139
CKO_02568 CKO_00764
CKO_02568 CKO_00526
CKO_02568 CKO_01253
CKO_02569 CKO_02382
CKO_02569 CKO_02660
CKO_02569 CKO_02844
CKO_02569 CKO_02659
CKO_02569 CKO_02571
CKO_02569 CKO_03742
CKO_02569 CKO_03743
CKO_02569 CKO_01266
CKO_02569 CKO_01206
CKO_02569 CKO_02572
CKO_02569 CKO_00852
CKO_02569 CKO_02846
CKO_02569 CKO_00850
CKO_02569 CKO_00921
CKO_02569 CKO_03836
CKO_02569 CKO_03217
CKO_02569 CKO_00832
CKO_02569 CKO_03838
CKO_02569 CKO_02573
CKO_02569 CKO_02383
CKO_02569 CKO_03215
CKO_02569 CKO_01265
CKO_02569 CKO_03837
CKO_02569 CKO_02843
CKO_02569 CKO_01207
CKO_02571 CKO_01208
CKO_02571 CKO_03838
CKO_02571 CKO_03834
CKO_02571 CKO_03217
CKO_02571 CKO_02842
CKO_02571 CKO_03216
CKO_02571 CKO_01267
CKO_02571 CKO_02382
CKO_02571 CKO_04383
CKO_02571 CKO_02655
CKO_02571 CKO_02846
CKO_02571 CKO_00850
CKO_02571 CKO_02384
CKO_02571 CKO_00919
CKO_02571 CKO_02573
CKO_02571 CKO_03743
CKO_02571 CKO_00851
CKO_02571 CKO_02569
CKO_02571 CKO_01265
CKO_02571 CKO_00834
CKO_02571 CKO_02660
CKO_02571 CKO_03741
CKO_02571 CKO_01206
CKO_02572 CKO_00834
CKO_02572 CKO_03216
CKO_02572 CKO_01267
CKO_02572 CKO_02660
CKO_02572 CKO_02382
CKO_02572 CKO_02655
CKO_02572 CKO_04383
CKO_02572 CKO_03743
CKO_02572 CKO_01206
CKO_02572 CKO_03741
CKO_02572 CKO_02846
CKO_02572 CKO_03217
CKO_02572 CKO_00850
CKO_02572 CKO_02384
CKO_02572 CKO_00919
CKO_02572 CKO_03834
CKO_02572 CKO_03838
CKO_02572 CKO_02573
CKO_02572 CKO_01208
CKO_02572 CKO_02569
CKO_02572 CKO_02842
CKO_02572 CKO_00851
CKO_02572 CKO_01265
CKO_02573 CKO_01267
CKO_02573 CKO_04383
CKO_02573 CKO_03836
CKO_02573 CKO_02384
CKO_02573 CKO_00919
CKO_02573 CKO_00851
CKO_02573 CKO_00834
CKO_02573 CKO_03741
CKO_02573 CKO_00852
CKO_02573 CKO_02572
CKO_02573 CKO_00921
CKO_02573 CKO_02844
CKO_02573 CKO_01208
CKO_02573 CKO_03834
CKO_02573 CKO_02842
CKO_02573 CKO_03215
CKO_02573 CKO_02843
CKO_02573 CKO_03216
CKO_02573 CKO_02655
CKO_02573 CKO_01266
CKO_02573 CKO_02383
CKO_02573 CKO_00832
CKO_02573 CKO_03837
CKO_02573 CKO_02569
CKO_02573 CKO_02659
CKO_02573 CKO_02571
CKO_02573 CKO_03742
CKO_02573 CKO_01207
CKO_02575 CKO_02565
CKO_02575 CKO_02580
CKO_02575 CKO_02567
CKO_02575 CKO_02566
CKO_02579 CKO_01682
CKO_02580 CKO_02575
CKO_02580 CKO_02566
CKO_02580 CKO_02567
CKO_02580 CKO_02565
CKO_02583 CKO_02584
CKO_02584 CKO_00160
CKO_02584 CKO_02583
CKO_02584 CKO_03674
CKO_02584 CKO_04208
CKO_02596 CKO_01662
CKO_02596 CKO_02256
CKO_02615 CKO_02616
CKO_02616 CKO_02615
CKO_02629 CKO_04269
CKO_02629 CKO_04277
CKO_02629 CKO_01117
CKO_02629 CKO_04194
CKO_02629 CKO_02211
CKO_02629 CKO_00237
CKO_02629 CKO_03051
CKO_02629 CKO_01310
CKO_02629 CKO_04700
CKO_02629 CKO_02983
CKO_02629 CKO_00289
CKO_02631 CKO_00929
CKO_02634 CKO_03184
CKO_02634 CKO_03187
CKO_02635 CKO_00311
CKO_02635 CKO_02636
CKO_02636 CKO_02992
CKO_02636 CKO_00291
CKO_02636 CKO_00311
CKO_02636 CKO_02984
CKO_02636 CKO_02635
CKO_02638 CKO_03166
CKO_02638 CKO_01704
CKO_02638 CKO_02640
CKO_02638 CKO_02639
CKO_02638 CKO_03167
CKO_02638 CKO_05126
CKO_02638 CKO_01702
CKO_02638 CKO_03168
CKO_02638 CKO_01703
CKO_02639 CKO_05126
CKO_02639 CKO_02640
CKO_02639 CKO_03166
CKO_02639 CKO_02638
CKO_02639 CKO_01704
CKO_02639 CKO_03167
CKO_02639 CKO_01702
CKO_02639 CKO_01703
CKO_02639 CKO_03168
CKO_02640 CKO_01703
CKO_02640 CKO_03167
CKO_02640 CKO_01704
CKO_02640 CKO_02639
CKO_02640 CKO_02638
CKO_02640 CKO_03166
CKO_02655 CKO_03215
CKO_02655 CKO_02383
CKO_02655 CKO_03838
CKO_02655 CKO_02573
CKO_02655 CKO_01207
CKO_02655 CKO_03837
CKO_02655 CKO_02843
CKO_02655 CKO_01265
CKO_02655 CKO_00832
CKO_02655 CKO_03217
CKO_02655 CKO_03836
CKO_02655 CKO_02660
CKO_02655 CKO_02382
CKO_02655 CKO_03742
CKO_02655 CKO_02844
CKO_02655 CKO_03743
CKO_02655 CKO_02659
CKO_02655 CKO_02571
CKO_02655 CKO_00850
CKO_02655 CKO_01266
CKO_02655 CKO_00921
CKO_02655 CKO_02572
CKO_02655 CKO_01206
CKO_02655 CKO_00852
CKO_02655 CKO_02846
CKO_02656 CKO_00350
CKO_02656 CKO_03145
CKO_02656 CKO_02989
CKO_02656 CKO_00193
CKO_02656 CKO_04331
CKO_02659 CKO_03743
CKO_02659 CKO_02569
CKO_02659 CKO_00851
CKO_02659 CKO_01267
CKO_02659 CKO_03216
CKO_02659 CKO_04383
CKO_02659 CKO_02382
CKO_02659 CKO_02655
CKO_02659 CKO_00919
CKO_02659 CKO_02846
CKO_02659 CKO_02384
CKO_02659 CKO_00850
CKO_02659 CKO_02573
CKO_02659 CKO_01265
CKO_02659 CKO_02660
CKO_02659 CKO_00834
CKO_02659 CKO_01206
CKO_02659 CKO_03741
CKO_02659 CKO_02842
CKO_02659 CKO_03217
CKO_02659 CKO_03838
CKO_02659 CKO_03834
CKO_02659 CKO_01208
CKO_02660 CKO_01207
CKO_02660 CKO_02844
CKO_02660 CKO_03216
CKO_02660 CKO_00834
CKO_02660 CKO_01267
CKO_02660 CKO_02571
CKO_02660 CKO_02659
CKO_02660 CKO_02655
CKO_02660 CKO_04383
CKO_02660 CKO_03742
CKO_02660 CKO_03743
CKO_02660 CKO_01266
CKO_02660 CKO_02572
CKO_02660 CKO_03741
CKO_02660 CKO_00921
CKO_02660 CKO_00852
CKO_02660 CKO_02384
CKO_02660 CKO_00919
CKO_02660 CKO_03836
CKO_02660 CKO_03834
CKO_02660 CKO_00832
CKO_02660 CKO_02383
CKO_02660 CKO_01208
CKO_02660 CKO_00851
CKO_02660 CKO_02842
CKO_02660 CKO_03215
CKO_02660 CKO_02843
CKO_02660 CKO_03837
CKO_02660 CKO_02569
CKO_02669 CKO_00504
CKO_02669 CKO_03407
CKO_02669 CKO_01960
CKO_02669 CKO_04194
CKO_02669 CKO_01365
CKO_02669 CKO_03657
CKO_02669 CKO_00173
CKO_02669 CKO_03418
CKO_02669 CKO_04330
CKO_02669 CKO_02672
CKO_02669 CKO_00280
CKO_02669 CKO_02675
CKO_02669 CKO_03196
CKO_02669 CKO_02680
CKO_02669 CKO_04051
CKO_02669 CKO_03267
CKO_02669 CKO_04105
CKO_02669 CKO_03207
CKO_02669 CKO_00370
CKO_02669 CKO_05097
CKO_02669 CKO_00389
CKO_02669 CKO_03616
CKO_02669 CKO_00293
CKO_02669 CKO_00646
CKO_02669 CKO_05105
CKO_02669 CKO_03271
CKO_02669 CKO_00279
CKO_02669 CKO_02990
CKO_02669 CKO_01317
CKO_02669 CKO_01840
CKO_02669 CKO_03396
CKO_02669 CKO_00118
CKO_02669 CKO_02134
CKO_02669 CKO_03409
CKO_02669 CKO_04136
CKO_02669 CKO_00848
CKO_02669 CKO_02983
CKO_02669 CKO_01630
CKO_02669 CKO_02163
CKO_02669 CKO_03242
CKO_02669 CKO_02958
CKO_02669 CKO_02517
CKO_02672 CKO_02680
CKO_02672 CKO_04105
CKO_02672 CKO_00370
CKO_02672 CKO_02669
CKO_02672 CKO_05105
CKO_02672 CKO_03616
CKO_02672 CKO_03271
CKO_02672 CKO_03407
CKO_02672 CKO_02983
CKO_02672 CKO_01630
CKO_02672 CKO_03242
CKO_02672 CKO_02958
CKO_02672 CKO_00279
CKO_02672 CKO_03657
CKO_02672 CKO_03418
CKO_02672 CKO_00280
CKO_02672 CKO_04136
CKO_02674 CKO_02733
CKO_02674 CKO_00193
CKO_02674 CKO_04743
CKO_02675 CKO_00075
CKO_02675 CKO_03418
CKO_02675 CKO_00541
CKO_02675 CKO_04562
CKO_02675 CKO_01709
CKO_02675 CKO_02680
CKO_02675 CKO_00070
CKO_02675 CKO_00077
CKO_02675 CKO_04025
CKO_02675 CKO_04105
CKO_02675 CKO_00078
CKO_02675 CKO_00079
CKO_02675 CKO_00265
CKO_02675 CKO_02669
CKO_02675 CKO_00069
CKO_02675 CKO_01002
CKO_02675 CKO_01840
CKO_02675 CKO_00540
CKO_02675 CKO_04024
CKO_02675 CKO_00076
CKO_02675 CKO_04136
CKO_02675 CKO_00848
CKO_02675 CKO_00073
CKO_02675 CKO_01110
CKO_02675 CKO_00071
CKO_02679 CKO_03207
CKO_02679 CKO_03151
CKO_02679 CKO_02968
CKO_02679 CKO_02516
CKO_02679 CKO_03182
CKO_02679 CKO_01124
CKO_02679 CKO_00265
CKO_02679 CKO_00047
CKO_02679 CKO_03421
CKO_02679 CKO_03541
CKO_02679 CKO_01110
CKO_02679 CKO_03580
CKO_02679 CKO_00716
CKO_02679 CKO_01959
CKO_02679 CKO_01709
CKO_02680 CKO_02672
CKO_02680 CKO_03418
CKO_02680 CKO_00280
CKO_02680 CKO_02675
CKO_02680 CKO_00370
CKO_02680 CKO_04105
CKO_02680 CKO_00389
CKO_02680 CKO_05105
CKO_02680 CKO_02669
CKO_02680 CKO_03357
CKO_02680 CKO_03271
CKO_02680 CKO_03407
CKO_02680 CKO_00760
CKO_02680 CKO_01840
CKO_02680 CKO_04136
CKO_02680 CKO_02983
CKO_02680 CKO_03242
CKO_02680 CKO_02958
CKO_02680 CKO_00762
CKO_02688 CKO_02835
CKO_02688 CKO_04427
CKO_02688 CKO_02836
CKO_02688 CKO_02689
CKO_02688 CKO_02837
CKO_02689 CKO_02837
CKO_02689 CKO_02688
CKO_02689 CKO_02836
CKO_02689 CKO_02835
CKO_02689 CKO_04427
CKO_02713 CKO_03902
CKO_02713 CKO_01706
CKO_02713 CKO_01695
CKO_02713 CKO_00379
CKO_02713 CKO_03055
CKO_02713 CKO_03539
CKO_02713 CKO_01707
CKO_02713 CKO_02129
CKO_02713 CKO_04119
CKO_02713 CKO_04036
CKO_02713 CKO_04539
CKO_02713 CKO_00261
CKO_02713 CKO_01629
CKO_02713 CKO_04402
CKO_02713 CKO_01783
CKO_02713 CKO_05064
CKO_02713 CKO_03454
CKO_02713 CKO_02941
CKO_02713 CKO_00171
CKO_02713 CKO_00258
CKO_02713 CKO_05096
CKO_02713 CKO_02959
CKO_02713 CKO_00369
CKO_02713 CKO_04117
CKO_02713 CKO_00296
CKO_02713 CKO_04038
CKO_02713 CKO_01563
CKO_02713 CKO_02822
CKO_02713 CKO_02139
CKO_02716 CKO_04150
CKO_02716 CKO_04133
CKO_02729 CKO_00509
CKO_02729 CKO_00517
CKO_02729 CKO_02730
CKO_02729 CKO_02435
CKO_02729 CKO_00514
CKO_02729 CKO_02732
CKO_02729 CKO_00516
CKO_02729 CKO_00512
CKO_02729 CKO_02436
CKO_02729 CKO_00519
CKO_02729 CKO_00518
CKO_02729 CKO_00510
CKO_02729 CKO_00520
