CBFG_00012 CBFG_00478
CBFG_04580 CBFG_02380
CBFG_04580 CBFG_02019
CBFG_04605 CBFG_01025
CBFG_04605 CBFG_05889
CBFG_04605 CBFG_01801
CBFG_04605 CBFG_05796
CBFG_04605 CBFG_06031
CBFG_04605 CBFG_04013
CBFG_04607 CBFG_04353
CBFG_04607 CBFG_04932
CBFG_04610 CBFG_02785
CBFG_04610 CBFG_02372
CBFG_04610 CBFG_03250
CBFG_04610 CBFG_04723
CBFG_04610 CBFG_04916
CBFG_04647 CBFG_04873
CBFG_04647 CBFG_04299
CBFG_04647 CBFG_03995
CBFG_04647 CBFG_01907
CBFG_04647 CBFG_03178
CBFG_04647 CBFG_03990
CBFG_04647 CBFG_05846
CBFG_04647 CBFG_00789
CBFG_04647 CBFG_05851
CBFG_04671 CBFG_03823
CBFG_04675 CBFG_02843
CBFG_04675 CBFG_02844
CBFG_04675 CBFG_03174
CBFG_04679 CBFG_03250
CBFG_04679 CBFG_04723
CBFG_04679 CBFG_04916
CBFG_04679 CBFG_02785
CBFG_04679 CBFG_02372
CBFG_04707 CBFG_02378
CBFG_04722 CBFG_01388
CBFG_04722 CBFG_00084
CBFG_04722 CBFG_02643
CBFG_04722 CBFG_02211
CBFG_04722 CBFG_03039
CBFG_04722 CBFG_04549
CBFG_04722 CBFG_03194
CBFG_04722 CBFG_04153
CBFG_04722 CBFG_04724
CBFG_04722 CBFG_02642
CBFG_04723 CBFG_04610
CBFG_04723 CBFG_04578
CBFG_04723 CBFG_02785
CBFG_04723 CBFG_04679
CBFG_04724 CBFG_04330
CBFG_04724 CBFG_02617
CBFG_04724 CBFG_03035
CBFG_04724 CBFG_02084
CBFG_04724 CBFG_03975
CBFG_04724 CBFG_04722
CBFG_04724 CBFG_03978
CBFG_04724 CBFG_04578
CBFG_04724 CBFG_00273
CBFG_04724 CBFG_06074
CBFG_04724 CBFG_04760
CBFG_04727 CBFG_01375
CBFG_04727 CBFG_00504
CBFG_04727 CBFG_00472
CBFG_04727 CBFG_00666
CBFG_04727 CBFG_02594
CBFG_04727 CBFG_05207
CBFG_04727 CBFG_03290
CBFG_04727 CBFG_00880
CBFG_04727 CBFG_06072
CBFG_04760 CBFG_03039
CBFG_04760 CBFG_04549
CBFG_04760 CBFG_03194
CBFG_04760 CBFG_01388
CBFG_04760 CBFG_02643
CBFG_04760 CBFG_00084
CBFG_04760 CBFG_02211
CBFG_04760 CBFG_04724
CBFG_04760 CBFG_02642
CBFG_04760 CBFG_04153
CBFG_04813 CBFG_06017
CBFG_04844 CBFG_04475
CBFG_04844 CBFG_04465
CBFG_04853 CBFG_04867
CBFG_04853 CBFG_04868
CBFG_04867 CBFG_04868
CBFG_04867 CBFG_04853
CBFG_04868 CBFG_04867
CBFG_04868 CBFG_04853
CBFG_04872 CBFG_04466
CBFG_04873 CBFG_05840
CBFG_04873 CBFG_03175
CBFG_04873 CBFG_04449
CBFG_04873 CBFG_02187
CBFG_04873 CBFG_03989
CBFG_04873 CBFG_03176
CBFG_04873 CBFG_04647
CBFG_04884 CBFG_04187
CBFG_04912 CBFG_02590
CBFG_04912 CBFG_01340
CBFG_04912 CBFG_00433
CBFG_04912 CBFG_02395
CBFG_04912 CBFG_01825
CBFG_04912 CBFG_02396
CBFG_04916 CBFG_04610
CBFG_04916 CBFG_04679
CBFG_04924 CBFG_04432
CBFG_04924 CBFG_02392
CBFG_04932 CBFG_04353
CBFG_04932 CBFG_04607
CBFG_05054 CBFG_00362
CBFG_05066 CBFG_05404
CBFG_05066 CBFG_05405
CBFG_05085 CBFG_05586
CBFG_05160 CBFG_03174
CBFG_05160 CBFG_03881
CBFG_05160 CBFG_06091
CBFG_05160 CBFG_02843
CBFG_05160 CBFG_03235
CBFG_05160 CBFG_00902
CBFG_05160 CBFG_01974
CBFG_05160 CBFG_06116
CBFG_05160 CBFG_01967
CBFG_05160 CBFG_02844
CBFG_05160 CBFG_06117
CBFG_05196 CBFG_02378
CBFG_05207 CBFG_00655
CBFG_05207 CBFG_01375
CBFG_05207 CBFG_04727
CBFG_05207 CBFG_00883
CBFG_05207 CBFG_00667
CBFG_05207 CBFG_05840
CBFG_05207 CBFG_02594
CBFG_05207 CBFG_04159
CBFG_05207 CBFG_00666
CBFG_05207 CBFG_05662
CBFG_05222 CBFG_00773
CBFG_05222 CBFG_03044
CBFG_05222 CBFG_02785
CBFG_05222 CBFG_03141
CBFG_05222 CBFG_01917
CBFG_05222 CBFG_02036
CBFG_05222 CBFG_03550
CBFG_05231 CBFG_01501
CBFG_05231 CBFG_02412
CBFG_05231 CBFG_04132
CBFG_05253 CBFG_00865
CBFG_05345 CBFG_05347
CBFG_05345 CBFG_05481
CBFG_05345 CBFG_05346
CBFG_05346 CBFG_05347
CBFG_05346 CBFG_05481
CBFG_05346 CBFG_05345
CBFG_05347 CBFG_05346
CBFG_05347 CBFG_05345
CBFG_05347 CBFG_05481
CBFG_05404 CBFG_05066
CBFG_05405 CBFG_05066
CBFG_05412 CBFG_02227
CBFG_05412 CBFG_00972
CBFG_05412 CBFG_02225
CBFG_05481 CBFG_05345
CBFG_05481 CBFG_05347
CBFG_05481 CBFG_05346
CBFG_05498 CBFG_03458
CBFG_05586 CBFG_05085
CBFG_05586 CBFG_00417
CBFG_05628 CBFG_01111
CBFG_05634 CBFG_01990
CBFG_05634 CBFG_02222
CBFG_05662 CBFG_00552
CBFG_05662 CBFG_00880
CBFG_05662 CBFG_00550
CBFG_05662 CBFG_05207
CBFG_05683 CBFG_03655
CBFG_05683 CBFG_03118
CBFG_05778 CBFG_00865
CBFG_05788 CBFG_00433
CBFG_05788 CBFG_02393
CBFG_05788 CBFG_00435
CBFG_05788 CBFG_02395
CBFG_05788 CBFG_01820
CBFG_05788 CBFG_02396
CBFG_05796 CBFG_04605
CBFG_05796 CBFG_00760
CBFG_05812 CBFG_03250
CBFG_05813 CBFG_05814
CBFG_05814 CBFG_05813
CBFG_05840 CBFG_04873
CBFG_05840 CBFG_00880
CBFG_05840 CBFG_04449
CBFG_05840 CBFG_01907
CBFG_05840 CBFG_00789
CBFG_05840 CBFG_05851
CBFG_05840 CBFG_05207
CBFG_05846 CBFG_04449
CBFG_05846 CBFG_02187
CBFG_05846 CBFG_04647
CBFG_05851 CBFG_02187
CBFG_05851 CBFG_03176
CBFG_05851 CBFG_05840
CBFG_05851 CBFG_03989
CBFG_05851 CBFG_04449
CBFG_05851 CBFG_03175
CBFG_05851 CBFG_04647
CBFG_05874 CBFG_03174
CBFG_05874 CBFG_02843
CBFG_05874 CBFG_02844
CBFG_05876 CBFG_00631
CBFG_05876 CBFG_01313
CBFG_05876 CBFG_05962
CBFG_05876 CBFG_00630
CBFG_05876 CBFG_00600
CBFG_05876 CBFG_00633
CBFG_05876 CBFG_01315
CBFG_05876 CBFG_00632
CBFG_05876 CBFG_05963
CBFG_05876 CBFG_02378
CBFG_05882 CBFG_00404
CBFG_05889 CBFG_04605
CBFG_05889 CBFG_00760
CBFG_05962 CBFG_00630
CBFG_05962 CBFG_00600
CBFG_05962 CBFG_01315
CBFG_05962 CBFG_00633
CBFG_05962 CBFG_05963
CBFG_05962 CBFG_02378
CBFG_05962 CBFG_00632
CBFG_05962 CBFG_05876
CBFG_05962 CBFG_00631
CBFG_05962 CBFG_01313
CBFG_05963 CBFG_00633
CBFG_05963 CBFG_01315
CBFG_05963 CBFG_00632
CBFG_05963 CBFG_02378
CBFG_05963 CBFG_00631
CBFG_05963 CBFG_01313
CBFG_05963 CBFG_05876
CBFG_05963 CBFG_05962
CBFG_05963 CBFG_00630
CBFG_05963 CBFG_00600
CBFG_06004 CBFG_02110
CBFG_06004 CBFG_00300
CBFG_06009 CBFG_04298
CBFG_06010 CBFG_02946
CBFG_06010 CBFG_00520
CBFG_06017 CBFG_04813
CBFG_06031 CBFG_04605
CBFG_06031 CBFG_00760
CBFG_06036 CBFG_00972
CBFG_06036 CBFG_02227
CBFG_06036 CBFG_02225
CBFG_06072 CBFG_00655
CBFG_06072 CBFG_04727
CBFG_06072 CBFG_04159
CBFG_06072 CBFG_00667
CBFG_06074 CBFG_04724
CBFG_06074 CBFG_06075
CBFG_06075 CBFG_02617
CBFG_06075 CBFG_02785
CBFG_06075 CBFG_04330
CBFG_06075 CBFG_06074
CBFG_06082 CBFG_02227
CBFG_06082 CBFG_00972
CBFG_06082 CBFG_02225
CBFG_06091 CBFG_03881
CBFG_06091 CBFG_05160
CBFG_06091 CBFG_01974
CBFG_06091 CBFG_06117
CBFG_06099 CBFG_03392
CBFG_06116 CBFG_00472
CBFG_06116 CBFG_01445
CBFG_06116 CBFG_03881
CBFG_06116 CBFG_02740
CBFG_06116 CBFG_00470
CBFG_06116 CBFG_05160
CBFG_06116 CBFG_02746
CBFG_06116 CBFG_01974
CBFG_06116 CBFG_02739
CBFG_06116 CBFG_03290
CBFG_06116 CBFG_06117
CBFG_06117 CBFG_02844
CBFG_06117 CBFG_01967
CBFG_06117 CBFG_06116
CBFG_06117 CBFG_03174
CBFG_06117 CBFG_03881
CBFG_06117 CBFG_06091
CBFG_06117 CBFG_03235
CBFG_06117 CBFG_05160
CBFG_06117 CBFG_01974
CBFG_06117 CBFG_00902
CBFG_06117 CBFG_02843
