Htur_0003 Htur_3509
Htur_1169 Htur_0896
Htur_1170 Htur_0029
Htur_1170 Htur_3198
Htur_1170 Htur_1510
Htur_1170 Htur_0935
Htur_1170 Htur_1121
Htur_1170 Htur_2811
Htur_1170 Htur_3673
Htur_1170 Htur_3036
Htur_1170 Htur_0252
Htur_1170 Htur_1424
Htur_1170 Htur_0805
Htur_1170 Htur_0016
Htur_1170 Htur_1784
Htur_1170 Htur_1153
Htur_1170 Htur_1158
Htur_1170 Htur_1985
Htur_1170 Htur_1057
Htur_1170 Htur_1013
Htur_1170 Htur_2942
Htur_1170 Htur_3728
Htur_1170 Htur_1986
Htur_1170 Htur_0936
Htur_1170 Htur_0529
Htur_1170 Htur_0924
Htur_1170 Htur_0783
Htur_1170 Htur_0222
Htur_1170 Htur_1664
Htur_1170 Htur_0933
Htur_1170 Htur_0886
Htur_1170 Htur_0254
Htur_1170 Htur_1900
Htur_1170 Htur_1074
Htur_1170 Htur_0547
Htur_1170 Htur_0331
Htur_1170 Htur_1754
Htur_1170 Htur_1663
Htur_1170 Htur_0934
Htur_1170 Htur_1983
Htur_1170 Htur_1812
Htur_1170 Htur_3570
Htur_1170 Htur_1674
Htur_1170 Htur_0927
Htur_1170 Htur_3133
Htur_1170 Htur_0253
Htur_1173 Htur_2538
Htur_1173 Htur_3335
Htur_1173 Htur_3252
Htur_1181 Htur_2093
Htur_1181 Htur_0464
Htur_1181 Htur_2249
Htur_1181 Htur_1880
Htur_1181 Htur_1874
Htur_1181 Htur_1875
Htur_1181 Htur_0463
Htur_1197 Htur_3665
Htur_1200 Htur_2942
Htur_1200 Htur_1729
Htur_1200 Htur_0498
Htur_1200 Htur_2198
Htur_1200 Htur_1072
Htur_1200 Htur_0010
Htur_1200 Htur_1099
Htur_1200 Htur_0196
Htur_1200 Htur_1328
Htur_1200 Htur_3198
Htur_1200 Htur_0525
Htur_1200 Htur_1074
Htur_1200 Htur_1442
Htur_1200 Htur_2666
Htur_1200 Htur_0978
Htur_1200 Htur_2675
Htur_1200 Htur_1690
Htur_1200 Htur_2346
Htur_1200 Htur_2447
Htur_1200 Htur_2811
Htur_1200 Htur_0805
Htur_1200 Htur_1153
Htur_1200 Htur_1158
Htur_1200 Htur_0976
Htur_1200 Htur_3740
Htur_1200 Htur_1735
Htur_1200 Htur_2867
Htur_1200 Htur_2935
Htur_1200 Htur_1946
Htur_1200 Htur_0011
Htur_1200 Htur_1877
Htur_1200 Htur_0944
Htur_1200 Htur_0927
Htur_1200 Htur_1443
Htur_1200 Htur_2363
Htur_1200 Htur_3015
Htur_1200 Htur_1719
Htur_1200 Htur_0503
Htur_1202 Htur_0084
Htur_1202 Htur_2460
Htur_1202 Htur_1344
Htur_1222 Htur_2413
Htur_1222 Htur_2781
Htur_1222 Htur_3026
Htur_1223 Htur_0084
Htur_1224 Htur_1630
Htur_1224 Htur_0751
Htur_1224 Htur_2658
Htur_1224 Htur_0779
Htur_1224 Htur_3198
Htur_1224 Htur_1344
Htur_1224 Htur_2165
Htur_1224 Htur_0084
Htur_1224 Htur_2460
Htur_1224 Htur_3296
Htur_1224 Htur_1143
Htur_1224 Htur_3015
Htur_1301 Htur_3191
Htur_1301 Htur_1016
Htur_1301 Htur_2683
Htur_1307 Htur_0918
Htur_1307 Htur_2902
Htur_1307 Htur_2343
Htur_1314 Htur_2654
Htur_1317 Htur_3307
Htur_1317 Htur_1320
Htur_1317 Htur_1563
Htur_1317 Htur_2892
Htur_1317 Htur_1738
Htur_1317 Htur_2894
Htur_1317 Htur_1740
Htur_1317 Htur_1318
Htur_1317 Htur_1560
Htur_1317 Htur_1562
Htur_1317 Htur_1321
Htur_1317 Htur_1561
Htur_1317 Htur_2893
Htur_1317 Htur_1739
Htur_1318 Htur_1320
Htur_1318 Htur_3307
Htur_1318 Htur_1737
Htur_1318 Htur_2894
Htur_1318 Htur_1740
Htur_1318 Htur_1560
Htur_1318 Htur_1317
Htur_1318 Htur_1564
Htur_1318 Htur_1562
Htur_1318 Htur_1321
Htur_1318 Htur_1561
Htur_1318 Htur_2893
Htur_1318 Htur_2891
Htur_1318 Htur_1739
Htur_1320 Htur_1564
Htur_1320 Htur_3307
Htur_1320 Htur_1563
Htur_1320 Htur_1737
Htur_1320 Htur_2892
Htur_1320 Htur_1738
Htur_1320 Htur_2894
Htur_1320 Htur_1317
Htur_1320 Htur_1318
Htur_1320 Htur_1560
Htur_1320 Htur_1562
Htur_1320 Htur_1321
Htur_1320 Htur_2893
Htur_1320 Htur_2891
Htur_1320 Htur_1739
Htur_1321 Htur_1564
Htur_1321 Htur_1563
Htur_1321 Htur_2892
Htur_1321 Htur_1317
Htur_1321 Htur_1737
Htur_1321 Htur_1738
Htur_1321 Htur_1740
Htur_1321 Htur_1318
Htur_1321 Htur_1562
Htur_1321 Htur_1561
Htur_1321 Htur_2893
Htur_1321 Htur_2891
Htur_1321 Htur_1739
Htur_1321 Htur_1320
Htur_1323 Htur_1768
Htur_1323 Htur_0584
Htur_1323 Htur_1837
Htur_1323 Htur_1472
Htur_1323 Htur_1769
Htur_1323 Htur_2681
Htur_1328 Htur_0978
Htur_1328 Htur_2061
Htur_1328 Htur_2345
Htur_1328 Htur_2346
Htur_1328 Htur_2447
Htur_1328 Htur_0896
Htur_1328 Htur_1510
Htur_1328 Htur_1440
Htur_1328 Htur_1437
Htur_1328 Htur_1985
Htur_1328 Htur_1946
Htur_1328 Htur_0389
Htur_1328 Htur_3595
Htur_1328 Htur_0525
Htur_1328 Htur_1605
Htur_1328 Htur_0976
Htur_1328 Htur_0944
Htur_1328 Htur_1590
Htur_1328 Htur_1442
Htur_1328 Htur_0011
Htur_1328 Htur_1604
Htur_1328 Htur_3597
Htur_1328 Htur_1735
Htur_1328 Htur_1438
Htur_1328 Htur_1986
Htur_1328 Htur_2770
Htur_1328 Htur_1729
Htur_1328 Htur_1711
Htur_1328 Htur_0498
Htur_1328 Htur_1926
Htur_1328 Htur_1443
Htur_1328 Htur_1607
Htur_1328 Htur_1099
Htur_1328 Htur_0010
Htur_1328 Htur_2062
Htur_1328 Htur_0503
Htur_1328 Htur_3596
Htur_1328 Htur_1200
Htur_1328 Htur_3008
Htur_1332 Htur_1469
Htur_1332 Htur_3232
Htur_1332 Htur_1625
Htur_1332 Htur_1119
Htur_1344 Htur_1143
Htur_1344 Htur_1202
Htur_1344 Htur_2165
Htur_1344 Htur_1224
Htur_1349 Htur_0070
Htur_1357 Htur_0084
Htur_1364 Htur_1365
Htur_1364 Htur_2573
Htur_1364 Htur_0818
Htur_1364 Htur_2686
Htur_1364 Htur_2139
Htur_1364 Htur_3034
Htur_1364 Htur_3149
Htur_1364 Htur_2114
Htur_1364 Htur_1442
Htur_1364 Htur_3627
Htur_1364 Htur_2793
Htur_1364 Htur_2770
Htur_1364 Htur_3310
Htur_1364 Htur_1443
Htur_1364 Htur_2937
Htur_1364 Htur_0041
Htur_1365 Htur_1784
Htur_1365 Htur_2139
Htur_1365 Htur_1366
Htur_1365 Htur_2142
Htur_1365 Htur_2140
Htur_1365 Htur_0513
Htur_1365 Htur_1364
Htur_1365 Htur_1434
Htur_1366 Htur_1784
Htur_1366 Htur_2139
Htur_1366 Htur_1365
Htur_1366 Htur_2142
Htur_1366 Htur_2140
Htur_1366 Htur_0513
Htur_1366 Htur_1434
Htur_1368 Htur_0817
Htur_1391 Htur_1051
Htur_1391 Htur_1392
Htur_1392 Htur_1393
Htur_1392 Htur_1391
Htur_1393 Htur_1392
Htur_1422 Htur_0884
Htur_1422 Htur_2461
Htur_1422 Htur_3045
Htur_1422 Htur_1682
Htur_1422 Htur_0528
Htur_1422 Htur_0567
Htur_1422 Htur_1489
Htur_1422 Htur_3384
Htur_1422 Htur_3149
Htur_1422 Htur_0861
Htur_1422 Htur_2255
Htur_1422 Htur_2490
Htur_1422 Htur_1057
Htur_1422 Htur_1105
Htur_1422 Htur_2790
Htur_1422 Htur_2203
Htur_1422 Htur_0637
Htur_1422 Htur_2004
Htur_1422 Htur_3627
Htur_1422 Htur_0761
Htur_1422 Htur_1478
Htur_1422 Htur_0786
Htur_1422 Htur_0119
Htur_1422 Htur_2464
Htur_1422 Htur_0402
Htur_1422 Htur_3048
Htur_1422 Htur_2617
Htur_1422 Htur_3479
Htur_1422 Htur_2252
Htur_1422 Htur_1947
Htur_1422 Htur_3745
Htur_1422 Htur_0785
Htur_1422 Htur_1945
Htur_1422 Htur_0041
Htur_1422 Htur_1901
Htur_1424 Htur_1121
Htur_1424 Htur_3673
Htur_1424 Htur_1170
Htur_1424 Htur_1900
Htur_1424 Htur_1983
Htur_1429 Htur_1434
Htur_1434 Htur_2140
Htur_1434 Htur_1784
Htur_1434 Htur_2139
Htur_1434 Htur_1366
Htur_1434 Htur_1365
Htur_1434 Htur_1429
Htur_1437 Htur_0801
Htur_1437 Htur_1328
Htur_1437 Htur_0751
Htur_1437 Htur_0978
Htur_1437 Htur_0572
Htur_1437 Htur_1440
Htur_1437 Htur_1510
Htur_1437 Htur_2764
Htur_1437 Htur_1166
Htur_1437 Htur_1975
Htur_1437 Htur_3212
Htur_1437 Htur_1985
Htur_1437 Htur_3595
Htur_1437 Htur_1946
Htur_1437 Htur_2489
Htur_1437 Htur_2769
Htur_1437 Htur_1629
Htur_1437 Htur_2765
Htur_1437 Htur_1605
Htur_1437 Htur_0256
Htur_1437 Htur_0734
Htur_1437 Htur_0976
Htur_1437 Htur_1442
Htur_1437 Htur_0011
Htur_1437 Htur_2645
Htur_1437 Htur_1443
Htur_1437 Htur_1604
Htur_1437 Htur_3597
Htur_1437 Htur_1438
Htur_1437 Htur_1986
Htur_1437 Htur_2770
Htur_1437 Htur_2768
Htur_1437 Htur_0853
Htur_1437 Htur_0435
Htur_1437 Htur_0844
Htur_1437 Htur_2471
Htur_1437 Htur_1607
Htur_1437 Htur_2877
Htur_1437 Htur_3594
Htur_1437 Htur_1099
Htur_1437 Htur_3596
Htur_1437 Htur_3008
Htur_1437 Htur_2738
Htur_1438 Htur_1985
Htur_1438 Htur_0572
Htur_1438 Htur_0978
Htur_1438 Htur_0751
Htur_1438 Htur_1440
Htur_1438 Htur_1510
Htur_1438 Htur_1328
Htur_1438 Htur_0801
Htur_1438 Htur_2764
Htur_1438 Htur_1975
Htur_1438 Htur_1166
Htur_1438 Htur_1437
Htur_1438 Htur_1946
Htur_1438 Htur_3595
Htur_1438 Htur_2489
Htur_1438 Htur_1605
Htur_1438 Htur_2769
Htur_1438 Htur_3212
Htur_1438 Htur_2765
Htur_1438 Htur_1629
Htur_1438 Htur_0256
Htur_1438 Htur_0011
Htur_1438 Htur_0976
Htur_1438 Htur_1442
Htur_1438 Htur_0734
Htur_1438 Htur_2645
Htur_1438 Htur_1604
Htur_1438 Htur_3597
Htur_1438 Htur_1986
Htur_1438 Htur_2770
Htur_1438 Htur_2768
Htur_1438 Htur_0853
Htur_1438 Htur_0435
Htur_1438 Htur_0844
Htur_1438 Htur_2471
Htur_1438 Htur_3594
Htur_1438 Htur_1443
Htur_1438 Htur_2877
Htur_1438 Htur_3596
Htur_1438 Htur_1607
Htur_1438 Htur_1099
Htur_1438 Htur_3008
Htur_1438 Htur_2738
Htur_1440 Htur_0978
Htur_1440 Htur_2345
Htur_1440 Htur_1510
Htur_1440 Htur_2061
Htur_1440 Htur_3036
Htur_1440 Htur_0896
Htur_1440 Htur_1992
Htur_1440 Htur_1328
Htur_1440 Htur_1437
Htur_1440 Htur_3595
Htur_1440 Htur_1985
Htur_1440 Htur_0389
Htur_1440 Htur_1946
Htur_1440 Htur_1605
Htur_1440 Htur_3212
Htur_1440 Htur_2310
Htur_1440 Htur_0256
Htur_1440 Htur_0976
Htur_1440 Htur_0011
Htur_1440 Htur_1442
Htur_1440 Htur_1604
Htur_1440 Htur_3597
Htur_1440 Htur_1438
Htur_1440 Htur_1102
Htur_1440 Htur_1986
Htur_1440 Htur_2770
Htur_1440 Htur_1729
Htur_1440 Htur_1711
Htur_1440 Htur_1926
Htur_1440 Htur_1443
Htur_1440 Htur_1607
Htur_1440 Htur_3594
Htur_1440 Htur_0900
Htur_1440 Htur_1099
Htur_1440 Htur_2062
Htur_1440 Htur_3596
Htur_1440 Htur_3008
Htur_1440 Htur_2738
Htur_1442 Htur_0751
Htur_1442 Htur_0978
Htur_1442 Htur_2345
Htur_1442 Htur_0572
Htur_1442 Htur_2061
Htur_1442 Htur_1510
Htur_1442 Htur_2346
Htur_1442 Htur_3036
Htur_1442 Htur_0896
Htur_1442 Htur_1440
Htur_1442 Htur_1992
Htur_1442 Htur_0801
Htur_1442 Htur_1328
Htur_1442 Htur_2764
Htur_1442 Htur_2686
Htur_1442 Htur_1975
Htur_1442 Htur_3034
Htur_1442 Htur_1166
Htur_1442 Htur_1437
Htur_1442 Htur_1985
Htur_1442 Htur_1629
Htur_1442 Htur_0389
Htur_1442 Htur_2489
Htur_1442 Htur_1946
Htur_1442 Htur_3595
Htur_1442 Htur_3212
Htur_1442 Htur_2769
Htur_1442 Htur_2765
Htur_1442 Htur_0525
Htur_1442 Htur_1605
Htur_1442 Htur_2310
Htur_1442 Htur_0256
Htur_1442 Htur_0944
Htur_1442 Htur_1590
Htur_1442 Htur_0976
Htur_1442 Htur_0011
Htur_1442 Htur_0734
Htur_1442 Htur_2645
Htur_1442 Htur_1986
Htur_1442 Htur_1604
Htur_1442 Htur_1735
Htur_1442 Htur_3597
Htur_1442 Htur_1102
Htur_1442 Htur_1438
Htur_1442 Htur_2793
Htur_1442 Htur_2770
Htur_1442 Htur_1729
Htur_1442 Htur_1711
Htur_1442 Htur_0853
Htur_1442 Htur_2768
Htur_1442 Htur_0435
Htur_1442 Htur_0498
Htur_1442 Htur_0844
Htur_1442 Htur_2471
Htur_1442 Htur_1926
Htur_1442 Htur_3594
Htur_1442 Htur_1443
Htur_1442 Htur_2937
Htur_1442 Htur_2877
Htur_1442 Htur_0503
Htur_1442 Htur_1607
Htur_1442 Htur_0900
Htur_1442 Htur_0010
Htur_1442 Htur_1364
Htur_1442 Htur_2062
Htur_1442 Htur_1099
Htur_1442 Htur_3596
Htur_1442 Htur_1200
Htur_1442 Htur_3008
Htur_1442 Htur_2738
Htur_1443 Htur_3008
Htur_1443 Htur_0256
Htur_1443 Htur_2310
Htur_1443 Htur_2645
Htur_1443 Htur_1590
Htur_1443 Htur_0976
Htur_1443 Htur_0944
Htur_1443 Htur_0011
Htur_1443 Htur_1442
Htur_1443 Htur_0734
Htur_1443 Htur_0853
Htur_1443 Htur_2793
Htur_1443 Htur_3597
Htur_1443 Htur_1604
Htur_1443 Htur_1438
Htur_1443 Htur_1735
Htur_1443 Htur_1102
Htur_1443 Htur_1986
Htur_1443 Htur_2768
Htur_1443 Htur_2770
Htur_1443 Htur_1729
Htur_1443 Htur_2471
Htur_1443 Htur_1711
Htur_1443 Htur_0498
Htur_1443 Htur_0435
Htur_1443 Htur_0844
Htur_1443 Htur_2937
Htur_1443 Htur_1926
Htur_1443 Htur_1607
Htur_1443 Htur_2877
Htur_1443 Htur_3594
Htur_1443 Htur_0900
Htur_1443 Htur_0010
Htur_1443 Htur_1364
Htur_1443 Htur_2062
Htur_1443 Htur_1099
Htur_1443 Htur_3596
Htur_1443 Htur_1200
Htur_1443 Htur_2738
Htur_1443 Htur_0503
Htur_1443 Htur_0978
Htur_1443 Htur_2345
Htur_1443 Htur_0572
Htur_1443 Htur_0751
Htur_1443 Htur_1605
Htur_1443 Htur_2061
Htur_1443 Htur_2764
Htur_1443 Htur_3036
Htur_1443 Htur_2346
Htur_1443 Htur_2686
Htur_1443 Htur_0896
Htur_1443 Htur_1992
Htur_1443 Htur_1440
Htur_1443 Htur_0801
Htur_1443 Htur_1510
Htur_1443 Htur_1328
Htur_1443 Htur_1629
Htur_1443 Htur_0389
Htur_1443 Htur_0525
Htur_1443 Htur_1437
Htur_1443 Htur_1985
Htur_1443 Htur_1975
Htur_1443 Htur_3034
Htur_1443 Htur_1166
Htur_1443 Htur_2765
Htur_1443 Htur_2769
Htur_1443 Htur_1946
Htur_1443 Htur_3212
Htur_1443 Htur_3595
Htur_1443 Htur_2489
Htur_1469 Htur_3232
Htur_1469 Htur_1332
Htur_1469 Htur_0246
Htur_1470 Htur_0351
Htur_1470 Htur_2524
Htur_1470 Htur_2389
Htur_1470 Htur_3384
Htur_1470 Htur_0353
Htur_1470 Htur_2551
Htur_1470 Htur_0004
Htur_1470 Htur_3455
Htur_1470 Htur_2546
Htur_1470 Htur_1793
Htur_1470 Htur_1482
Htur_1470 Htur_0350
Htur_1470 Htur_0352
Htur_1470 Htur_1499
Htur_1470 Htur_2547
Htur_1470 Htur_3454
Htur_1470 Htur_0354
Htur_1470 Htur_3690
Htur_1472 Htur_1768
Htur_1472 Htur_1769
Htur_1472 Htur_0584
Htur_1472 Htur_1837
Htur_1472 Htur_1323
Htur_1478 Htur_2490
Htur_1478 Htur_0884
Htur_1478 Htur_3045
Htur_1478 Htur_2461
Htur_1478 Htur_1682
Htur_1478 Htur_0528
Htur_1478 Htur_0567
Htur_1478 Htur_3384
Htur_1478 Htur_1489
Htur_1478 Htur_2255
Htur_1478 Htur_3149
Htur_1478 Htur_0861
Htur_1478 Htur_1105
Htur_1478 Htur_1057
Htur_1478 Htur_0637
Htur_1478 Htur_2203
Htur_1478 Htur_2004
Htur_1478 Htur_2790
Htur_1478 Htur_3627
Htur_1478 Htur_0786
Htur_1478 Htur_1422
Htur_1478 Htur_0761
Htur_1478 Htur_2464
Htur_1478 Htur_0402
Htur_1478 Htur_0119
Htur_1478 Htur_2617
Htur_1478 Htur_3479
Htur_1478 Htur_3048
Htur_1478 Htur_1947
Htur_1478 Htur_2252
Htur_1478 Htur_3745
Htur_1478 Htur_1945
Htur_1478 Htur_0785
Htur_1478 Htur_0041
Htur_1478 Htur_1901
Htur_1482 Htur_2524
Htur_1482 Htur_0760
Htur_1482 Htur_0844
Htur_1482 Htur_1470
Htur_1482 Htur_2451
Htur_1482 Htur_1668
Htur_1482 Htur_2557
Htur_1489 Htur_0884
Htur_1489 Htur_3045
Htur_1489 Htur_2490
Htur_1489 Htur_3149
Htur_1489 Htur_1105
Htur_1489 Htur_2790
Htur_1489 Htur_2004
Htur_1489 Htur_3627
Htur_1489 Htur_1422
Htur_1489 Htur_1478
Htur_1489 Htur_0761
Htur_1489 Htur_3048
Htur_1489 Htur_1947
Htur_1489 Htur_0041
Htur_1492 Htur_3362
Htur_1499 Htur_0844
Htur_1499 Htur_3690
Htur_1499 Htur_2524
Htur_1499 Htur_0004
Htur_1499 Htur_1470
Htur_1508 Htur_3184
Htur_1508 Htur_3034
Htur_1508 Htur_1701
Htur_1508 Htur_3747
Htur_1508 Htur_0855
Htur_1508 Htur_0070
Htur_1508 Htur_0854
Htur_1508 Htur_2937
Htur_1508 Htur_3291
Htur_1508 Htur_1862
Htur_1510 Htur_1121
Htur_1510 Htur_0978
Htur_1510 Htur_1992
Htur_1510 Htur_2811
Htur_1510 Htur_3036
Htur_1510 Htur_1038
Htur_1510 Htur_1440
Htur_1510 Htur_1328
Htur_1510 Htur_2494
Htur_1510 Htur_0801
Htur_1510 Htur_1158
Htur_1510 Htur_1159
Htur_1510 Htur_1437
Htur_1510 Htur_1985
Htur_1510 Htur_0330
Htur_1510 Htur_1153
Htur_1510 Htur_0654
Htur_1510 Htur_1946
Htur_1510 Htur_3595
Htur_1510 Htur_1605
Htur_1510 Htur_3198
Htur_1510 Htur_1170
Htur_1510 Htur_1074
Htur_1510 Htur_2352
Htur_1510 Htur_0685
Htur_1510 Htur_0976
Htur_1510 Htur_0011
Htur_1510 Htur_1442
Htur_1510 Htur_1604
Htur_1510 Htur_3597
Htur_1510 Htur_2942
Htur_1510 Htur_1438
Htur_1510 Htur_1102
Htur_1510 Htur_1986
Htur_1510 Htur_0529
Htur_1510 Htur_2545
Htur_1510 Htur_3728
Htur_1510 Htur_1983
Htur_1510 Htur_0786
Htur_1510 Htur_0844
Htur_1510 Htur_2351
Htur_1510 Htur_1443
Htur_1510 Htur_3133
Htur_1510 Htur_1607
Htur_1510 Htur_0900
Htur_1510 Htur_1099
Htur_1510 Htur_3596
Htur_1510 Htur_3008
Htur_1536 Htur_2266
Htur_1536 Htur_1073
Htur_1539 Htur_0656
Htur_1539 Htur_0655
Htur_1539 Htur_0785
Htur_1539 Htur_1625
Htur_1544 Htur_2587
Htur_1547 Htur_1548
Htur_1548 Htur_1547
Htur_1557 Htur_1558
Htur_1557 Htur_2266
Htur_1557 Htur_1073
Htur_1557 Htur_1559
Htur_1558 Htur_1073
Htur_1558 Htur_2266
Htur_1558 Htur_1559
Htur_1558 Htur_1557
Htur_1559 Htur_1558
Htur_1559 Htur_1073
Htur_1559 Htur_2266
Htur_1559 Htur_1557
Htur_1560 Htur_1563
Htur_1560 Htur_1320
Htur_1560 Htur_1738
Htur_1560 Htur_2892
Htur_1560 Htur_1737
Htur_1560 Htur_1318
Htur_1560 Htur_1740
Htur_1560 Htur_1317
Htur_1560 Htur_1564
Htur_1560 Htur_1562
Htur_1560 Htur_2893
Htur_1560 Htur_1561
Htur_1560 Htur_2891
Htur_1560 Htur_1739
Htur_1561 Htur_2892
Htur_1561 Htur_3307
Htur_1561 Htur_1563
Htur_1561 Htur_1737
Htur_1561 Htur_1738
Htur_1561 Htur_2894
Htur_1561 Htur_1318
Htur_1561 Htur_1560
Htur_1561 Htur_1317
Htur_1561 Htur_1564
Htur_1561 Htur_1562
Htur_1561 Htur_1321
Htur_1561 Htur_2893
Htur_1561 Htur_2891
Htur_1561 Htur_1739
Htur_1562 Htur_1738
Htur_1562 Htur_3307
Htur_1562 Htur_1320
Htur_1562 Htur_1563
Htur_1562 Htur_1737
Htur_1562 Htur_2892
Htur_1562 Htur_2894
Htur_1562 Htur_1740
Htur_1562 Htur_1318
Htur_1562 Htur_1560
Htur_1562 Htur_1317
Htur_1562 Htur_1564
Htur_1562 Htur_1321
Htur_1562 Htur_2893
Htur_1562 Htur_1561
Htur_1562 Htur_2891
Htur_1562 Htur_1739
Htur_1563 Htur_1317
Htur_1563 Htur_1737
Htur_1563 Htur_1564
Htur_1563 Htur_2893
Htur_1563 Htur_1561
Htur_1563 Htur_3307
Htur_1563 Htur_1320
Htur_1563 Htur_2894
Htur_1563 Htur_1321
Htur_1563 Htur_1562
Htur_1563 Htur_2891
Htur_1563 Htur_1740
Htur_1563 Htur_1560
Htur_1563 Htur_1739
Htur_1564 Htur_1562
Htur_1564 Htur_3307
Htur_1564 Htur_1320
Htur_1564 Htur_1563
Htur_1564 Htur_2892
Htur_1564 Htur_1738
Htur_1564 Htur_2894
Htur_1564 Htur_1318
Htur_1564 Htur_1740
Htur_1564 Htur_1560
Htur_1564 Htur_1321
Htur_1564 Htur_2893
Htur_1564 Htur_1561
Htur_1564 Htur_1739
Htur_1568 Htur_2272
Htur_1590 Htur_1862
Htur_1590 Htur_0503
Htur_1590 Htur_0978
Htur_1590 Htur_1591
Htur_1590 Htur_2346
Htur_1590 Htur_1328
Htur_1590 Htur_2421
Htur_1590 Htur_1946
Htur_1590 Htur_0944
Htur_1590 Htur_0011
Htur_1590 Htur_2645
Htur_1590 Htur_0976
Htur_1590 Htur_1442
Htur_1590 Htur_1735
Htur_1590 Htur_1729
Htur_1590 Htur_1099
Htur_1590 Htur_1443
Htur_1590 Htur_0008
Htur_1590 Htur_0010
Htur_1591 Htur_1595
Htur_1591 Htur_1590
Htur_1592 Htur_1595
Htur_1592 Htur_1593
Htur_1592 Htur_2791
Htur_1592 Htur_1594
Htur_1593 Htur_1074
Htur_1593 Htur_2811
Htur_1593 Htur_1592
Htur_1593 Htur_2942
Htur_1593 Htur_3198
Htur_1593 Htur_1153
Htur_1593 Htur_1158
Htur_1593 Htur_1594
Htur_1593 Htur_2791
Htur_1593 Htur_3015
Htur_1594 Htur_2791
Htur_1594 Htur_1153
Htur_1594 Htur_1158
Htur_1594 Htur_1592
Htur_1594 Htur_3198
Htur_1594 Htur_2942
Htur_1594 Htur_1074
Htur_1594 Htur_1593
Htur_1594 Htur_3015
Htur_1594 Htur_2811
Htur_1595 Htur_1592
Htur_1595 Htur_1591
Htur_1600 Htur_1629
Htur_1600 Htur_0622
Htur_1600 Htur_0284
Htur_1604 Htur_0751
Htur_1604 Htur_0978
Htur_1604 Htur_0572
Htur_1604 Htur_1328
Htur_1604 Htur_1510
Htur_1604 Htur_1440
Htur_1604 Htur_0801
Htur_1604 Htur_2764
Htur_1604 Htur_1985
Htur_1604 Htur_1166
Htur_1604 Htur_1437
Htur_1604 Htur_1975
Htur_1604 Htur_1629
Htur_1604 Htur_3212
Htur_1604 Htur_2489
Htur_1604 Htur_1946
Htur_1604 Htur_3595
Htur_1604 Htur_2769
Htur_1604 Htur_2765
Htur_1604 Htur_0256
Htur_1604 Htur_1605
Htur_1604 Htur_1442
Htur_1604 Htur_0011
Htur_1604 Htur_0976
Htur_1604 Htur_0734
Htur_1604 Htur_2645
Htur_1604 Htur_3597
Htur_1604 Htur_1438
Htur_1604 Htur_1986
Htur_1604 Htur_2770
Htur_1604 Htur_2768
Htur_1604 Htur_0853
Htur_1604 Htur_0435
Htur_1604 Htur_0844
Htur_1604 Htur_2471
Htur_1604 Htur_1099
Htur_1604 Htur_1443
Htur_1604 Htur_3594
Htur_1604 Htur_2877
Htur_1604 Htur_1607
Htur_1604 Htur_3596
Htur_1604 Htur_3008
Htur_1604 Htur_2738
Htur_1605 Htur_1438
Htur_1605 Htur_0978
Htur_1605 Htur_0751
Htur_1605 Htur_0572
Htur_1605 Htur_2764
Htur_1605 Htur_1440
Htur_1605 Htur_1510
Htur_1605 Htur_1328
Htur_1605 Htur_0801
Htur_1605 Htur_1975
Htur_1605 Htur_1166
Htur_1605 Htur_1437
Htur_1605 Htur_1985
Htur_1605 Htur_3212
Htur_1605 Htur_1946
Htur_1605 Htur_3595
Htur_1605 Htur_2489
Htur_1605 Htur_2769
Htur_1605 Htur_1629
Htur_1605 Htur_2765
Htur_1605 Htur_0256
Htur_1605 Htur_1442
Htur_1605 Htur_0011
Htur_1605 Htur_0976
Htur_1605 Htur_0734
Htur_1605 Htur_2645
Htur_1605 Htur_1604
Htur_1605 Htur_3597
Htur_1605 Htur_1986
Htur_1605 Htur_2471
Htur_1605 Htur_0853
Htur_1605 Htur_2770
Htur_1605 Htur_2768
Htur_1605 Htur_0435
Htur_1605 Htur_0844
Htur_1605 Htur_1443
Htur_1605 Htur_3594
Htur_1605 Htur_2877
Htur_1605 Htur_3596
Htur_1605 Htur_1607
Htur_1605 Htur_1099
Htur_1605 Htur_3008
Htur_1605 Htur_2738
Htur_1607 Htur_1926
Htur_1607 Htur_2310
Htur_1607 Htur_0978
Htur_1607 Htur_2345
Htur_1607 Htur_2061
Htur_1607 Htur_1510
Htur_1607 Htur_3036
Htur_1607 Htur_1992
Htur_1607 Htur_0896
Htur_1607 Htur_1440
Htur_1607 Htur_1328
Htur_1607 Htur_1605
Htur_1607 Htur_0256
Htur_1607 Htur_0976
Htur_1607 Htur_0011
Htur_1607 Htur_1442
Htur_1607 Htur_1604
Htur_1607 Htur_1986
Htur_1607 Htur_3597
Htur_1607 Htur_1438
Htur_1607 Htur_1102
Htur_1607 Htur_2793
Htur_1607 Htur_2770
Htur_1607 Htur_1729
Htur_1607 Htur_1711
Htur_1607 Htur_1443
Htur_1607 Htur_3594
Htur_1607 Htur_1099
Htur_1607 Htur_0900
Htur_1607 Htur_2062
Htur_1607 Htur_3596
Htur_1607 Htur_2738
Htur_1607 Htur_3008
Htur_1607 Htur_1946
Htur_1607 Htur_1437
Htur_1607 Htur_1985
Htur_1607 Htur_0389
Htur_1607 Htur_3595
Htur_1607 Htur_3212
Htur_1609 Htur_0377
Htur_1610 Htur_0918
