FPR_00500 FPR_16850
FPR_18560 FPR_19400
FPR_18560 FPR_16200
FPR_18570 FPR_14930
FPR_18570 FPR_27610
FPR_18570 FPR_17190
FPR_18570 FPR_10190
FPR_18570 FPR_06520
FPR_18570 FPR_02150
FPR_18570 FPR_16210
FPR_18570 FPR_14560
FPR_18570 FPR_05820
FPR_18570 FPR_15320
FPR_18570 FPR_17450
FPR_18570 FPR_28530
FPR_18570 FPR_10200
FPR_18570 FPR_08860
FPR_18570 FPR_18470
FPR_18570 FPR_25170
FPR_18610 FPR_29120
FPR_18610 FPR_29100
FPR_18610 FPR_29140
FPR_18750 FPR_08600
FPR_18930 FPR_13230
FPR_18930 FPR_26610
FPR_18930 FPR_09540
FPR_18930 FPR_02170
FPR_18930 FPR_17660
FPR_18930 FPR_23140
FPR_19400 FPR_09680
FPR_19400 FPR_02700
FPR_19400 FPR_18560
FPR_19400 FPR_15060
FPR_19400 FPR_26180
FPR_19400 FPR_27850
FPR_19740 FPR_24200
FPR_19740 FPR_24190
FPR_19740 FPR_01370
FPR_19740 FPR_24210
FPR_19790 FPR_14750
FPR_19790 FPR_21090
FPR_19790 FPR_18050
FPR_19790 FPR_14790
FPR_19790 FPR_06510
FPR_19790 FPR_12760
FPR_19790 FPR_31710
FPR_19790 FPR_23870
FPR_19790 FPR_27990
FPR_19790 FPR_09310
FPR_19830 FPR_14350
FPR_19950 FPR_14830
FPR_19950 FPR_03120
FPR_19950 FPR_11900
FPR_19950 FPR_00970
FPR_19950 FPR_11890
FPR_19950 FPR_29580
FPR_19950 FPR_14840
FPR_19950 FPR_18290
FPR_19950 FPR_03130
FPR_19950 FPR_08670
FPR_20120 FPR_14560
FPR_20120 FPR_20200
FPR_20200 FPR_08970
FPR_20200 FPR_20120
FPR_20200 FPR_24590
FPR_20200 FPR_14560
FPR_20320 FPR_14810
FPR_20320 FPR_03480
FPR_20320 FPR_20330
FPR_20320 FPR_21430
FPR_20330 FPR_30530
FPR_20330 FPR_03480
FPR_20330 FPR_20320
FPR_20390 FPR_31640
FPR_20390 FPR_10200
FPR_20390 FPR_01340
FPR_20390 FPR_17180
FPR_20390 FPR_05450
FPR_20390 FPR_28550
FPR_20390 FPR_05820
FPR_20390 FPR_10190
FPR_20390 FPR_06520
FPR_20400 FPR_01340
FPR_20400 FPR_05820
FPR_20400 FPR_05450
FPR_20400 FPR_10200
FPR_20400 FPR_10190
FPR_20400 FPR_17180
FPR_20400 FPR_06520
FPR_20400 FPR_31640
FPR_20400 FPR_28550
FPR_20570 FPR_20590
FPR_20580 FPR_20610
FPR_20580 FPR_17660
FPR_20580 FPR_20590
FPR_20590 FPR_20580
FPR_20590 FPR_20570
FPR_20600 FPR_21430
FPR_20610 FPR_20580
FPR_20700 FPR_07020
FPR_20700 FPR_30460
FPR_20700 FPR_03830
FPR_20750 FPR_01990
FPR_20750 FPR_20760
FPR_20750 FPR_16530
FPR_20750 FPR_21670
FPR_20750 FPR_18450
FPR_20750 FPR_06940
FPR_20750 FPR_07860
FPR_20750 FPR_06040
FPR_20750 FPR_28390
FPR_20750 FPR_06700
FPR_20750 FPR_05410
FPR_20750 FPR_21750
FPR_20750 FPR_29660
FPR_20750 FPR_21760
FPR_20750 FPR_16670
FPR_20760 FPR_21760
FPR_20760 FPR_27720
FPR_20760 FPR_07860
FPR_20760 FPR_06940
FPR_20760 FPR_20750
FPR_20760 FPR_01990
FPR_20760 FPR_16530
FPR_20760 FPR_13360
FPR_20760 FPR_02890
FPR_20850 FPR_10240
FPR_20850 FPR_20860
FPR_20850 FPR_10230
FPR_20850 FPR_20870
FPR_20850 FPR_20880
FPR_20850 FPR_10210
FPR_20850 FPR_20890
FPR_20860 FPR_10240
FPR_20860 FPR_10230
FPR_20860 FPR_20890
FPR_20860 FPR_20870
FPR_20860 FPR_20850
FPR_20860 FPR_20880
FPR_20860 FPR_10210
FPR_20870 FPR_10240
FPR_20870 FPR_20860
FPR_20870 FPR_10230
FPR_20870 FPR_20890
FPR_20870 FPR_10210
FPR_20870 FPR_20850
FPR_20870 FPR_20880
FPR_20880 FPR_20890
FPR_20880 FPR_10230
FPR_20880 FPR_20860
FPR_20880 FPR_10240
FPR_20880 FPR_10210
FPR_20880 FPR_20870
FPR_20880 FPR_20850
FPR_20890 FPR_20870
FPR_20890 FPR_20880
FPR_20890 FPR_20850
FPR_20890 FPR_10210
FPR_20890 FPR_10230
FPR_20890 FPR_20860
FPR_20890 FPR_10240
FPR_21040 FPR_14790
FPR_21060 FPR_21730
FPR_21060 FPR_06240
FPR_21060 FPR_18430
FPR_21060 FPR_21070
FPR_21060 FPR_16740
FPR_21060 FPR_06430
FPR_21060 FPR_04840
FPR_21060 FPR_17390
FPR_21060 FPR_30550
FPR_21060 FPR_02580
FPR_21060 FPR_06420
FPR_21060 FPR_30540
FPR_21060 FPR_09450
FPR_21070 FPR_31290
FPR_21070 FPR_02580
FPR_21070 FPR_21060
FPR_21070 FPR_16740
FPR_21070 FPR_04840
FPR_21070 FPR_09450
FPR_21070 FPR_21730
FPR_21070 FPR_06240
FPR_21070 FPR_18430
FPR_21070 FPR_06420
FPR_21080 FPR_10080
FPR_21080 FPR_12610
FPR_21080 FPR_03610
FPR_21080 FPR_12590
FPR_21080 FPR_15710
FPR_21080 FPR_30510
FPR_21080 FPR_18280
FPR_21080 FPR_29920
FPR_21080 FPR_30550
FPR_21080 FPR_00970
FPR_21080 FPR_25190
FPR_21080 FPR_29910
FPR_21080 FPR_16460
FPR_21090 FPR_09310
FPR_21090 FPR_18050
FPR_21090 FPR_06510
FPR_21090 FPR_14790
FPR_21090 FPR_14750
FPR_21090 FPR_31710
FPR_21090 FPR_12760
FPR_21090 FPR_19790
FPR_21090 FPR_23870
FPR_21090 FPR_27990
FPR_21220 FPR_09450
FPR_21220 FPR_15860
FPR_21240 FPR_21250
FPR_21240 FPR_04360
FPR_21240 FPR_31660
FPR_21240 FPR_14550
FPR_21240 FPR_15640
FPR_21240 FPR_17740
FPR_21240 FPR_06030
FPR_21250 FPR_21240
FPR_21250 FPR_15620
FPR_21350 FPR_11160
FPR_21350 FPR_13720
FPR_21350 FPR_16830
FPR_21350 FPR_08850
FPR_21350 FPR_00970
FPR_21350 FPR_26140
FPR_21350 FPR_27850
FPR_21350 FPR_29010
FPR_21350 FPR_25950
FPR_21350 FPR_10380
FPR_21350 FPR_00980
FPR_21350 FPR_16820
FPR_21350 FPR_01920
FPR_21350 FPR_29000
FPR_21350 FPR_29480
FPR_21350 FPR_24470
FPR_21350 FPR_21390
FPR_21360 FPR_29010
FPR_21360 FPR_29000
FPR_21380 FPR_29010
FPR_21380 FPR_29000
FPR_21380 FPR_21390
FPR_21390 FPR_00970
FPR_21390 FPR_21380
FPR_21390 FPR_21350
FPR_21390 FPR_29010
FPR_21390 FPR_10380
FPR_21390 FPR_00980
FPR_21390 FPR_01920
FPR_21390 FPR_18310
FPR_21390 FPR_26140
FPR_21390 FPR_11160
FPR_21390 FPR_13720
FPR_21390 FPR_08850
FPR_21390 FPR_29480
FPR_21390 FPR_29000
FPR_21390 FPR_24470
FPR_21430 FPR_20320
FPR_21430 FPR_20600
FPR_21430 FPR_14810
FPR_21480 FPR_13470
FPR_21480 FPR_03010
FPR_21480 FPR_13490
FPR_21480 FPR_13510
FPR_21480 FPR_13480
FPR_21480 FPR_28530
FPR_21480 FPR_27610
FPR_21480 FPR_24280
FPR_21480 FPR_17190
FPR_21480 FPR_12120
FPR_21480 FPR_07280
FPR_21480 FPR_05900
FPR_21480 FPR_24180
FPR_21480 FPR_10020
FPR_21510 FPR_29970
FPR_21510 FPR_01990
FPR_21510 FPR_16430
FPR_21510 FPR_23400
FPR_21510 FPR_23560
FPR_21510 FPR_23440
FPR_21510 FPR_07860
FPR_21510 FPR_16530
FPR_21510 FPR_00510
FPR_21510 FPR_00520
FPR_21510 FPR_29960
FPR_21560 FPR_23870
FPR_21560 FPR_14790
FPR_21570 FPR_10110
FPR_21570 FPR_29470
FPR_21580 FPR_15760
FPR_21630 FPR_09400
FPR_21670 FPR_15710
FPR_21670 FPR_31040
FPR_21670 FPR_25990
FPR_21670 FPR_30160
FPR_21670 FPR_06940
FPR_21670 FPR_16670
FPR_21670 FPR_28380
FPR_21670 FPR_06700
FPR_21670 FPR_03810
FPR_21670 FPR_07860
FPR_21670 FPR_12590
FPR_21670 FPR_20750
FPR_21670 FPR_05410
FPR_21730 FPR_17660
FPR_21730 FPR_21060
FPR_21730 FPR_21070
FPR_21730 FPR_15860
FPR_21730 FPR_06950
FPR_21730 FPR_04840
FPR_21730 FPR_12050
FPR_21730 FPR_06240
FPR_21730 FPR_06420
FPR_21740 FPR_11690
FPR_21740 FPR_06290
FPR_21740 FPR_16310
FPR_21740 FPR_15080
FPR_21740 FPR_05820
FPR_21740 FPR_05310
FPR_21740 FPR_29660
FPR_21740 FPR_09230
FPR_21740 FPR_29690
FPR_21740 FPR_23440
FPR_21740 FPR_14560
FPR_21740 FPR_02150
FPR_21740 FPR_30120
FPR_21740 FPR_06280
FPR_21740 FPR_25700
FPR_21740 FPR_12680
FPR_21740 FPR_30160
FPR_21740 FPR_05320
FPR_21740 FPR_25720
FPR_21740 FPR_15900
FPR_21740 FPR_04270
FPR_21740 FPR_04940
FPR_21740 FPR_10380
FPR_21740 FPR_10200
FPR_21740 FPR_05180
FPR_21740 FPR_12470
FPR_21740 FPR_29700
FPR_21740 FPR_11760
FPR_21740 FPR_15890
FPR_21740 FPR_10190
FPR_21740 FPR_06520
FPR_21740 FPR_27680
FPR_21740 FPR_06300
FPR_21740 FPR_06650
FPR_21740 FPR_06720
FPR_21740 FPR_09290
FPR_21740 FPR_11880
FPR_21740 FPR_24540
FPR_21740 FPR_04280
FPR_21740 FPR_28100
FPR_21740 FPR_31080
FPR_21740 FPR_00520
FPR_21750 FPR_06940
FPR_21750 FPR_10200
FPR_21750 FPR_20750
FPR_21750 FPR_02180
FPR_21750 FPR_09220
FPR_21750 FPR_21760
FPR_21750 FPR_10190
FPR_21750 FPR_02150
FPR_21750 FPR_06030
FPR_21760 FPR_01990
FPR_21760 FPR_16530
FPR_21760 FPR_20760
FPR_21760 FPR_06040
FPR_21760 FPR_07860
FPR_21760 FPR_06940
FPR_21760 FPR_20750
FPR_21760 FPR_13360
FPR_21760 FPR_21750
FPR_21760 FPR_27720
FPR_21860 FPR_10610
FPR_21860 FPR_10620
FPR_21860 FPR_10640
FPR_21860 FPR_01000
FPR_23140 FPR_13230
FPR_23140 FPR_17660
FPR_23140 FPR_09540
FPR_23140 FPR_26610
FPR_23140 FPR_18930
FPR_23140 FPR_02170
FPR_23230 FPR_29670
FPR_23240 FPR_27670
FPR_23400 FPR_04840
FPR_23400 FPR_28030
FPR_23400 FPR_07860
FPR_23400 FPR_25990
FPR_23400 FPR_16530
FPR_23400 FPR_01990
FPR_23400 FPR_23680
FPR_23400 FPR_23560
FPR_23400 FPR_03960
FPR_23400 FPR_16430
FPR_23400 FPR_30190
FPR_23400 FPR_29970
FPR_23400 FPR_28000
FPR_23400 FPR_21510
FPR_23400 FPR_29960
FPR_23440 FPR_05320
FPR_23440 FPR_21510
FPR_23440 FPR_11760
FPR_23440 FPR_13370
FPR_23440 FPR_26310
FPR_23440 FPR_13440
FPR_23440 FPR_29700
FPR_23440 FPR_25720
FPR_23440 FPR_26300
FPR_23440 FPR_26290
FPR_23440 FPR_27680
FPR_23440 FPR_29690
FPR_23440 FPR_06720
FPR_23440 FPR_13420
FPR_23440 FPR_26350
FPR_23440 FPR_28100
FPR_23440 FPR_31080
FPR_23440 FPR_13390
FPR_23440 FPR_26330
FPR_23440 FPR_05310
FPR_23440 FPR_09290
FPR_23440 FPR_16310
FPR_23440 FPR_26340
FPR_23440 FPR_00520
FPR_23440 FPR_13450
FPR_23440 FPR_23560
FPR_23440 FPR_28980
FPR_23440 FPR_13430
FPR_23440 FPR_13400
FPR_23440 FPR_21740
FPR_23440 FPR_29660
FPR_23440 FPR_13410
FPR_23440 FPR_04940
FPR_23440 FPR_13380
FPR_23440 FPR_26320
FPR_23560 FPR_23440
FPR_23560 FPR_21510
FPR_23560 FPR_07860
FPR_23560 FPR_16530
FPR_23560 FPR_00510
FPR_23560 FPR_00520
FPR_23560 FPR_01990
FPR_23560 FPR_23400
FPR_23560 FPR_16430
FPR_23560 FPR_29960
FPR_23560 FPR_29970
FPR_23680 FPR_25990
FPR_23680 FPR_28020
FPR_23680 FPR_28030
FPR_23680 FPR_04840
FPR_23680 FPR_03960
FPR_23680 FPR_30190
FPR_23680 FPR_28000
FPR_23680 FPR_23400
FPR_23680 FPR_29960
FPR_23870 FPR_09310
FPR_23870 FPR_21560
FPR_23870 FPR_21090
FPR_23870 FPR_18050
FPR_23870 FPR_14790
FPR_23870 FPR_06510
FPR_23870 FPR_12760
FPR_23870 FPR_31710
FPR_23870 FPR_19790
FPR_23890 FPR_23900
FPR_23900 FPR_23890
FPR_23930 FPR_09390
FPR_23930 FPR_18470
FPR_23930 FPR_14660
FPR_23930 FPR_23960
FPR_23930 FPR_17200
FPR_23930 FPR_27540
FPR_23930 FPR_25460
FPR_23930 FPR_16210
FPR_23960 FPR_27540
FPR_23960 FPR_17200
FPR_23960 FPR_07280
FPR_23960 FPR_09390
FPR_23960 FPR_25460
FPR_23960 FPR_23930
FPR_23960 FPR_14660
FPR_24150 FPR_09390
FPR_24150 FPR_29300
FPR_24180 FPR_18470
FPR_24180 FPR_12120
FPR_24180 FPR_07280
FPR_24180 FPR_10020
FPR_24180 FPR_21480
FPR_24180 FPR_16210
FPR_24190 FPR_24210
FPR_24190 FPR_19740
FPR_24190 FPR_24200
FPR_24190 FPR_01370
FPR_24200 FPR_19740
FPR_24200 FPR_24210
FPR_24200 FPR_01370
FPR_24200 FPR_24190
FPR_24210 FPR_19740
FPR_24210 FPR_24200
FPR_24210 FPR_24190
FPR_24210 FPR_01370
FPR_24280 FPR_21480
FPR_24280 FPR_27610
FPR_24280 FPR_17190
FPR_24280 FPR_09400
FPR_24280 FPR_12120
FPR_24280 FPR_13490
FPR_24280 FPR_05900
FPR_24280 FPR_13480
FPR_24280 FPR_02850
FPR_24280 FPR_28530
FPR_24360 FPR_27720
FPR_24360 FPR_05180
FPR_24360 FPR_07860
FPR_24360 FPR_13360
FPR_24360 FPR_06040
FPR_24360 FPR_02100
FPR_24380 FPR_30420
FPR_24380 FPR_24640
FPR_24390 FPR_02110
FPR_24390 FPR_11860
FPR_24390 FPR_10680
FPR_24400 FPR_30440
FPR_24400 FPR_27620
FPR_24420 FPR_02120
FPR_24420 FPR_27620
FPR_24470 FPR_00970
FPR_24470 FPR_11160
FPR_24470 FPR_13720
FPR_24470 FPR_08850
FPR_24470 FPR_16830
FPR_24470 FPR_26140
FPR_24470 FPR_27850
FPR_24470 FPR_29010
FPR_24470 FPR_25950
FPR_24470 FPR_21350
FPR_24470 FPR_10380
FPR_24470 FPR_21390
FPR_24470 FPR_00980
FPR_24470 FPR_16820
FPR_24470 FPR_01920
FPR_24470 FPR_29480
FPR_24470 FPR_29000
FPR_24540 FPR_25720
FPR_24540 FPR_12470
FPR_24540 FPR_10380
FPR_24540 FPR_15080
FPR_24540 FPR_01920
FPR_24540 FPR_06290
FPR_24540 FPR_25700
FPR_24540 FPR_26140
FPR_24540 FPR_15900
FPR_24540 FPR_09230
FPR_24540 FPR_15890
FPR_24540 FPR_06280
FPR_24540 FPR_30120
FPR_24540 FPR_21740
FPR_24540 FPR_11880
FPR_24540 FPR_06300
FPR_24590 FPR_08970
FPR_24590 FPR_20200
FPR_24640 FPR_30420
FPR_24640 FPR_24380
FPR_24730 FPR_24740
FPR_24740 FPR_24730
FPR_25170 FPR_14930
FPR_25170 FPR_15320
FPR_25170 FPR_18470
FPR_25170 FPR_06520
FPR_25170 FPR_16210
FPR_25170 FPR_18570
FPR_25190 FPR_16420
FPR_25190 FPR_12610
FPR_25190 FPR_21080
FPR_25190 FPR_16830
FPR_25190 FPR_10080
FPR_25190 FPR_16820
FPR_25190 FPR_28370
FPR_25190 FPR_00970
FPR_25190 FPR_29910
FPR_25190 FPR_18280
FPR_25190 FPR_30510
FPR_25190 FPR_18340
FPR_25190 FPR_16460
FPR_25190 FPR_18290
FPR_25190 FPR_29920
FPR_25190 FPR_15710
FPR_25190 FPR_12590
FPR_25270 FPR_25280
FPR_25280 FPR_25270
FPR_25320 FPR_15620
FPR_25460 FPR_27540
FPR_25460 FPR_17200
FPR_25460 FPR_16210
FPR_25460 FPR_23930
FPR_25460 FPR_18470
FPR_25460 FPR_09390
FPR_25460 FPR_14660
FPR_25460 FPR_23960
FPR_25480 FPR_09750
FPR_25480 FPR_09740
FPR_25480 FPR_07280
FPR_25510 FPR_25530
FPR_25510 FPR_05820
FPR_25510 FPR_25870
FPR_25520 FPR_25530
FPR_25530 FPR_25510
FPR_25530 FPR_25520
FPR_25700 FPR_10380
FPR_25700 FPR_06290
FPR_25700 FPR_01920
FPR_25700 FPR_24540
FPR_25700 FPR_30120
FPR_25700 FPR_12470
FPR_25700 FPR_15080
FPR_25700 FPR_25720
FPR_25700 FPR_09230
FPR_25700 FPR_26140
FPR_25700 FPR_15900
FPR_25700 FPR_06280
FPR_25700 FPR_06300
FPR_25700 FPR_15890
FPR_25700 FPR_11880
FPR_25700 FPR_21740
FPR_25720 FPR_29700
FPR_25720 FPR_05820
FPR_25720 FPR_05310
FPR_25720 FPR_29660
FPR_25720 FPR_10380
FPR_25720 FPR_23440
FPR_25720 FPR_02150
FPR_25720 FPR_06280
FPR_25720 FPR_21740
FPR_25720 FPR_04940
FPR_25720 FPR_10200
FPR_25720 FPR_12470
FPR_25720 FPR_05180
FPR_25720 FPR_15900
FPR_25720 FPR_30160
FPR_25720 FPR_05320
FPR_25720 FPR_06650
FPR_25720 FPR_15080
FPR_25720 FPR_04270
FPR_25720 FPR_06290
FPR_25720 FPR_25700
FPR_25720 FPR_12680
FPR_25720 FPR_30120
FPR_25720 FPR_29690
FPR_25720 FPR_11880
FPR_25720 FPR_24540
FPR_25720 FPR_11760
FPR_25720 FPR_11690
FPR_25720 FPR_06720
FPR_25720 FPR_16310
FPR_25720 FPR_15890
FPR_25720 FPR_04280
FPR_25720 FPR_31080
FPR_25720 FPR_28100
FPR_25720 FPR_09290
FPR_25720 FPR_00520
FPR_25720 FPR_06520
FPR_25720 FPR_10190
FPR_25720 FPR_14560
FPR_25720 FPR_09230
FPR_25720 FPR_27680
FPR_25720 FPR_06300
FPR_25860 FPR_08730
FPR_25860 FPR_25880
FPR_25860 FPR_26170
FPR_25870 FPR_25510
FPR_25870 FPR_10190
FPR_25870 FPR_06520
FPR_25870 FPR_14560
FPR_25870 FPR_05820
FPR_25870 FPR_02150
FPR_25870 FPR_10200
FPR_25870 FPR_26170
FPR_25880 FPR_10200
FPR_25880 FPR_12680
FPR_25880 FPR_08730
FPR_25880 FPR_01890
FPR_25880 FPR_10190
FPR_25880 FPR_06520
FPR_25880 FPR_14560
FPR_25880 FPR_05820
FPR_25880 FPR_02150
FPR_25880 FPR_25860
FPR_25910 FPR_10600
FPR_25910 FPR_10640
FPR_25940 FPR_25960
FPR_25940 FPR_14940
FPR_25950 FPR_21350
FPR_25950 FPR_13720
FPR_25950 FPR_24470
FPR_25950 FPR_29000
FPR_25950 FPR_26000
FPR_25950 FPR_16830
FPR_25950 FPR_02180
FPR_25950 FPR_18400
FPR_25950 FPR_27850
FPR_25950 FPR_29010
FPR_25950 FPR_16820
FPR_25960 FPR_05860
FPR_25960 FPR_25940
FPR_25960 FPR_26010
FPR_25980 FPR_15710
FPR_25980 FPR_25990
FPR_25980 FPR_12590
FPR_25980 FPR_28380
FPR_25990 FPR_17530
FPR_25990 FPR_21670
FPR_25990 FPR_15710
FPR_25990 FPR_17510
FPR_25990 FPR_23400
FPR_25990 FPR_28380
FPR_25990 FPR_28030
FPR_25990 FPR_06700
FPR_25990 FPR_26020
FPR_25990 FPR_28000
FPR_25990 FPR_29960
FPR_25990 FPR_07860
FPR_25990 FPR_12590
FPR_25990 FPR_25980
FPR_25990 FPR_03960
FPR_25990 FPR_23680
FPR_26000 FPR_25950
FPR_26010 FPR_25960
FPR_26020 FPR_17530
FPR_26020 FPR_26140
FPR_26020 FPR_25990
FPR_26020 FPR_18290
FPR_26020 FPR_01920
FPR_26020 FPR_00980
FPR_26020 FPR_12590
FPR_26020 FPR_15710
FPR_26020 FPR_17510
FPR_26020 FPR_11690
FPR_26020 FPR_06700
FPR_26020 FPR_14940
FPR_26020 FPR_07860
FPR_26020 FPR_10380
FPR_26140 FPR_28240
FPR_26140 FPR_00970
FPR_26140 FPR_11880
FPR_26140 FPR_10380
FPR_26140 FPR_24540
FPR_26140 FPR_14840
FPR_26140 FPR_21350
FPR_26140 FPR_12470
FPR_26140 FPR_29580
FPR_26140 FPR_28230
FPR_26140 FPR_01920
FPR_26140 FPR_14850
FPR_26140 FPR_09230
FPR_26140 FPR_26020
FPR_26140 FPR_21390
FPR_26140 FPR_18290
FPR_26140 FPR_24470
FPR_26140 FPR_14830
FPR_26140 FPR_30120
FPR_26140 FPR_25700
FPR_26140 FPR_13720
FPR_26140 FPR_11900
FPR_26140 FPR_11890
FPR_26170 FPR_14560
FPR_26170 FPR_25860
FPR_26170 FPR_05820
FPR_26170 FPR_25870
FPR_26170 FPR_02150
FPR_26170 FPR_10200
FPR_26170 FPR_10190
FPR_26170 FPR_06520
FPR_26180 FPR_27850
FPR_26180 FPR_09680
FPR_26180 FPR_19400
FPR_26180 FPR_02700
FPR_26180 FPR_18560
FPR_26180 FPR_15060
FPR_26190 FPR_30190
FPR_26290 FPR_08820
FPR_26290 FPR_11690
FPR_26290 FPR_13440
FPR_26290 FPR_00510
FPR_26290 FPR_00520
FPR_26290 FPR_23440
FPR_26300 FPR_23440
FPR_26300 FPR_00520
FPR_26300 FPR_08820
FPR_26300 FPR_00510
FPR_26300 FPR_13430
FPR_26300 FPR_11690
FPR_26310 FPR_00510
FPR_26310 FPR_08820
FPR_26310 FPR_13420
FPR_26310 FPR_23440
FPR_26310 FPR_00520
FPR_26310 FPR_11690
FPR_26320 FPR_11690
FPR_26320 FPR_00510
FPR_26320 FPR_23440
FPR_26320 FPR_00520
FPR_26320 FPR_08820
FPR_26320 FPR_13400
FPR_26330 FPR_00510
FPR_26330 FPR_13390
FPR_26330 FPR_11690
FPR_26330 FPR_08820
FPR_26330 FPR_00520
FPR_26330 FPR_23440
FPR_26340 FPR_11690
FPR_26340 FPR_08820
FPR_26340 FPR_23440
FPR_26340 FPR_13380
FPR_26340 FPR_00510
FPR_26340 FPR_00520
FPR_26350 FPR_13370
FPR_26350 FPR_11690
FPR_26350 FPR_00510
FPR_26350 FPR_00520
FPR_26350 FPR_08820
FPR_26350 FPR_23440
FPR_26580 FPR_29070
FPR_26580 FPR_29110
FPR_26580 FPR_28040
FPR_26580 FPR_29120
FPR_26580 FPR_29090
FPR_26580 FPR_29130
FPR_26610 FPR_13230
FPR_26610 FPR_18930
FPR_26610 FPR_09540
FPR_26610 FPR_17660
FPR_26610 FPR_02170
FPR_26610 FPR_23140
FPR_27450 FPR_27460
FPR_27460 FPR_27450
FPR_27490 FPR_27500
FPR_27490 FPR_27510
FPR_27500 FPR_27510
FPR_27500 FPR_27490
FPR_27510 FPR_27490
FPR_27510 FPR_27500
FPR_27540 FPR_25460
FPR_27540 FPR_18470
FPR_27540 FPR_09390
FPR_27540 FPR_14660
FPR_27540 FPR_23960
FPR_27540 FPR_17200
FPR_27540 FPR_16210
FPR_27540 FPR_23930
FPR_27610 FPR_06520
FPR_27610 FPR_06030
FPR_27610 FPR_17180
FPR_27610 FPR_12120
FPR_27610 FPR_10190
FPR_27610 FPR_02850
FPR_27610 FPR_18470
FPR_27610 FPR_18570
FPR_27610 FPR_28540
FPR_27610 FPR_28530
FPR_27610 FPR_02180
FPR_27610 FPR_17190
FPR_27610 FPR_24280
FPR_27610 FPR_28550
FPR_27610 FPR_13490
FPR_27610 FPR_05900
FPR_27610 FPR_02150
FPR_27610 FPR_05820
FPR_27610 FPR_10200
FPR_27610 FPR_09220
FPR_27610 FPR_14560
FPR_27610 FPR_13480
FPR_27610 FPR_16210
FPR_27610 FPR_21480
FPR_27620 FPR_24400
FPR_27620 FPR_03620
FPR_27620 FPR_24420
FPR_27670 FPR_23240
FPR_27680 FPR_05320
FPR_27680 FPR_16310
FPR_27680 FPR_00520
FPR_27680 FPR_25720
FPR_27680 FPR_29690
FPR_27680 FPR_05310
FPR_27680 FPR_23440
FPR_27680 FPR_21740
FPR_27680 FPR_29700
FPR_27680 FPR_11760
FPR_27710 FPR_16110
FPR_27720 FPR_24360
FPR_27720 FPR_02100
FPR_27720 FPR_06040
FPR_27720 FPR_20760
FPR_27720 FPR_13360
FPR_27720 FPR_21760
FPR_27850 FPR_09680
FPR_27850 FPR_29010
FPR_27850 FPR_25950
FPR_27850 FPR_01340
FPR_27850 FPR_13720
FPR_27850 FPR_16830
FPR_27850 FPR_26180
FPR_27850 FPR_28550
FPR_27850 FPR_19400
FPR_27850 FPR_06520
FPR_27850 FPR_18560
FPR_27850 FPR_02700
FPR_27850 FPR_21350
FPR_27850 FPR_17180
FPR_27850 FPR_24470
FPR_27850 FPR_16820
FPR_27850 FPR_29000
FPR_27990 FPR_08920
FPR_27990 FPR_21090
FPR_27990 FPR_18050
FPR_27990 FPR_14750
FPR_27990 FPR_14790
FPR_27990 FPR_01330
FPR_27990 FPR_19790
FPR_28000 FPR_28020
FPR_28000 FPR_25990
FPR_28000 FPR_28010
FPR_28000 FPR_28030
FPR_28000 FPR_23400
FPR_28000 FPR_04840
FPR_28000 FPR_23680
FPR_28000 FPR_30190
FPR_28000 FPR_03960
FPR_28000 FPR_29960
FPR_28010 FPR_28020
FPR_28010 FPR_03960
FPR_28010 FPR_28000
FPR_28020 FPR_23680
FPR_28020 FPR_28010
FPR_28020 FPR_28000
FPR_28030 FPR_15860
FPR_28030 FPR_04840
FPR_28030 FPR_03100
FPR_28030 FPR_12990
FPR_28030 FPR_23680
FPR_28030 FPR_02580
FPR_28030 FPR_28000
FPR_28030 FPR_29960
FPR_28030 FPR_25990
FPR_28030 FPR_23400
FPR_28030 FPR_06430
FPR_28030 FPR_16740
FPR_28030 FPR_03960
FPR_28030 FPR_30190
FPR_28030 FPR_09450
FPR_28030 FPR_04780
FPR_28040 FPR_29090
FPR_28040 FPR_29120
FPR_28040 FPR_26580
FPR_28040 FPR_29110
FPR_28040 FPR_29130
FPR_28040 FPR_29070
FPR_28080 FPR_14830
FPR_28080 FPR_13740
FPR_28080 FPR_06280
FPR_28080 FPR_14840
FPR_28080 FPR_12470
FPR_28080 FPR_29580
FPR_28080 FPR_09230
FPR_28100 FPR_06720
FPR_28100 FPR_21740
FPR_28100 FPR_29660
FPR_28100 FPR_23440
FPR_28100 FPR_04940
FPR_28100 FPR_31080
FPR_28100 FPR_25720
FPR_28100 FPR_00520
FPR_28100 FPR_09290
FPR_28160 FPR_04140
FPR_28160 FPR_13350
FPR_28230 FPR_26140
FPR_28230 FPR_28240
FPR_28230 FPR_01920
FPR_28230 FPR_00980
FPR_28240 FPR_26140
FPR_28240 FPR_28230
FPR_28240 FPR_01920
FPR_28240 FPR_00980
FPR_28330 FPR_30250
FPR_28330 FPR_05880
FPR_28330 FPR_28350
FPR_28350 FPR_28330
FPR_28350 FPR_05870
FPR_28350 FPR_05860
FPR_28370 FPR_16460
FPR_28370 FPR_15710
FPR_28370 FPR_29920
FPR_28370 FPR_10080
FPR_28370 FPR_29910
FPR_28370 FPR_18280
FPR_28370 FPR_00970
FPR_28370 FPR_25190
FPR_28370 FPR_12590
FPR_28370 FPR_12610
FPR_28380 FPR_25990
FPR_28380 FPR_16670
